code,partners
dabspi1,slaspi1:71:33 pabspi1:69:33 cibspi1:67:0 gybspi1:66:0 blhspi1:66:0 spispi1:65:0 necspi1:65:0 marspi3:64:0 riospi1:64:0 sofspi1:64:0 plcspi1:62:0 rubspi3:61:0 whbspi1:61:33 rucspi1:61:0 resspi2:61:0 rudspi1:61:0 chtspi1:61:0 azaspi1:61:0 mccspi1:61:0 dusspi1:61:0 sitspi1:61:0 grespi2:60:0 apuspi1:60:0 stbspi1:59:0
dabwar1,rubwar1:73:0 jabwar1:71:0 spobuw3:71:0 benbuw1:69:0 lbbwar1:67:0 brbwar2:66:0 sicbuw1:66:0 spobuw2:65:0 spobuw1:64:0 baswar1:63:0 chbwar1:62:0 cbbwar2:61:0 taibuw1:61:0 ltbwar1:61:0 afswar1:61:0 knswar1:60:0 camscw1:60:0 fernbi1:57:0 afbwar1:57:0 grswar1:56:0 bretai1:55:0 bubbus1:54:0 tawgra3:54:0 litgra1:53:0
dacgos1,eacgos1:86:30 pacgos1:85:31 gabgos2:62:25 gryhaw2:55:0 afhhaw1:54:4 rebhaw2:52:0 lizbuz1:51:5 norhar2:50:0 ovaspa2:50:3 croeag1:49:0 hengos1:48:0 crahaw:46:0 amufal1:46:1 lewkit1:45:0 bkskit1:45:1 whthaw:45:0 auskit1:45:0 slchaw2:45:0 whtkit:44:0 mahhaw1:44:0 gybhaw1:44:0 vargos1:44:0 coohaw:44:0 bcbeag1:43:0
dacwhe1,timwhe1:59:0 jgtwhe1:55:0 sthwhe1:53:0 flowhe1:53:0 minwhe1:53:0 whbwhe1:52:0 ysweye1:51:0 pyweye1:50:0 peweye1:49:0 seywhe1:48:0 fltbab1:48:0 bkcbab10:46:0 brrwhe6:45:0 buryuh1:45:0 whiyuh1:45:0 wbweye1:45:0 blcspe1:44:0 reuwhe1:44:0 blcyuh1:44:0 whbwhe3:44:0 gnbwhe1:44:0 bhweye1:43:0 maswhe2:43:0 satwhe2:43:0
daehon1,whcmyz1:55:0 grshon1:55:0 retmyz1:52:0 meyfri1:52:0 helfri1:52:0 sulmyz1:51:0 norwah1:51:0 bkffri2:51:0 nehhon1:50:0 dusmyz5:50:0 spohon3:50:0 lobhon2:50:0 kanhon1:50:0 dabhon1:50:0 bkffri1:50:0 sicfri1:49:0 obshon1:49:0 whthon2:49:0 blthon1:49:0 timfri1:49:0 nebfri1:49:0 brhhon1:48:0 plahon1:48:0 necfri1:48:0 yeshon1:46:100
daejun,yeejun:70:7 houspa:62:18 yeejun2:59:0 bkcchi:59:9 voljun1:55:0 caltow:54:3 sonspa:53:6 blkpho:53:17 easpho:53:5 amerob:53:9 chispa:52:3 redpol1:52:0 absfin1:52:0 mouchi:52:2 cantow:52:0 foxspa:52:2 chbchi:52:6 plsvir:51:0 tuftit:51:4 whtspa:51:2 plsfin1:51:0 whcspa:50:3 mosfin1:50:0 carchi:50:0
dafbab1,gytbab1:60:0 tabbab1:57:0 tbwbab1:54:0 ltwbab1:53:0 sntbab1:53:0 crcbab1:52:0 chwbab1:51:0 gybwrb1:50:0 spbscb1:49:0 rbsbab1:49:0 spnbab1:49:0 gyhbab1:48:0 gyftib1:48:0 rucbab1:48:0 sbsbab3:47:0 chrbab1:47:0 chhwrb1:47:0 rtwbab1:47:0 sttbab1:47:0 gyctib1:47:0 cobscb1:46:0 brbfly2:46:50 bwwbab1:45:0 whbbab2:45:0 gybpri1:41:50
dafgrt1,wbgtyr1:78:17 cingrt1:73:0 pugtyr1:72:0 plcgrt1:71:0 rngtyr1:71:6 cibgrt1:70:11 bfgtyr1:69:0 tacgrt1:69:0 ongtyr1:68:6 wfgtyr1:66:0 fiediu1:66:44 sbgtyr1:58:6 salmon1:54:0 chvtyr2:54:6 grymon1:53:0 rwbtyr1:52:0 normoc:51:3 whrmon2:51:0 chafly3:51:0 gybfly1:50:0 todsir1:50:0 houspa:50:3 easpho:50:0 whrsir1:49:0
dahori1,abhori1:68:100 bltori1:67:0 wbhori1:66:0 blwori1:63:0 blhori1:61:0 afgori2:58:0 grhori1:56:0 eugori2:55:0 blnori1:55:0 whlori1:55:0 phiori1:55:0 ingori1:54:0 greori1:54:0 datori1:52:0 satori1:51:0 slbori1:51:0 olbori1:51:0 ausfig1:50:0 grnfig1:48:0 timori1:48:0 blaori1:48:0 serori1:48:0 broori1:46:0 silori1:46:0
dalpel1,grwpel1:94:63 pibpel1:61:9 amwpel:56:10 spbpel1:55:9 auspel1:52:2 perpel1:46:0 brnpel:41:0 eurspo1:18:0 grcgre1:17:0 graher1:16:1 greegr:14:0 mallar3:14:0 whisto1:12:1 comcra:11:0 bkhgul:11:0 yelgul1:10:1 bktgul:9:0 rinphe1:5:0 rocpig:5:1
damroc1,mogwar1:53:0 capgra1:51:0 viswar1:51:0 grawar1:46:0 tithyl1:45:0 rufroc1:44:50 krelon1:42:0 grecro1:41:0 whbcro2:40:0 strthr1:39:50 kemlon1:38:0 yellon1:37:0 norcro1:36:0 grylon1:36:0 reccro1:36:0 capcro1:34:0 lebcro1:34:0 refcro1:32:0 grehyl1:32:0 somcro1:32:0
damter2,sauter2:75:0 litter1:75:0 faiter2:73:0 leater1:72:0 perter2:70:0 santer1:67:14 yebter2:66:0 eleter1:64:0 chcter2:62:0 royter1:59:0 gubter2:57:29 caster1:57:0 truter:56:0 soater1:55:0 blnter1:55:0 blbter1:55:0 antter1:54:0 whfter1:54:0 roster:54:0 whiter3:54:0 ivogul:52:0 slbgul1:51:0 lecter2:49:0 grcter1:49:0 comter:48:57
dantai1,comtai1:82:88 ruftai1:67:0 gnbtai1:66:0 olbtai1:64:0 phitai1:63:0 whbtai1:62:0 whetai1:61:0 gybtai1:59:0 yebtai1:58:0 ashtai1:54:9 camtai1:54:0 ruttai1:53:2 gycwar3:48:0 minmib1:48:0 rucbab1:47:1 blfapa1:47:0 yerere1:47:0 tricis1:47:0 grbere1:47:0 sttjer1:46:0 yebcam1:46:0 rubpep1:46:0 comjer1:46:0 yebapa1:45:0
dapthr1,spothr1:49:0 gycill1:44:0
darbar1,crebar1:70:50 yebbar2:69:12 raybar1:68:25 reftin4:53:0 blcbar1:53:0 refbar2:51:12 banbar1:50:0 yeftin1:50:0 miobar1:49:0 viebar1:49:0 blbbar1:47:0 whhbar1:47:0 chabar1:47:0 bltbar1:46:0 piebar1:46:0 westin1:46:0 yertin1:45:0 yettin1:45:0 ancbar1:44:0 spfbar1:44:0 rertin1:43:0 whybar1:43:0 brbbar1:42:0 nafbar1:42:0
darbat1,shtbat1:73:0 capbat10:69:0 woobat1:69:0 gyhbat1:68:0 angbat1:67:0 ruwbat1:67:0 bkhbat2:67:0 chibat1:66:0 palbat1:66:0 pygbat1:66:0 senbat1:65:0 pribat1:65:0 boubat1:64:0 bkhbat1:63:0 itubat1:63:0 verbat1:63:0 weabat1:62:0 btweye2:57:0 btweye1:55:0 chweye1:54:0 wsweye1:54:0 jaweye1:54:0 wfweye1:53:0 weawae1:53:0
darnew1,comnew1:70:100 arcnew1:58:0 crobab1:48:0 larwoo1:40:0 retvan1:39:0 ruwphi2:39:0 comwoo1:39:0 resvan1:37:0 afrshf1:36:0 tylvan1:36:0 bwfshr1:36:0 bawfly1:35:0 rubhel1:35:0 chbhel1:34:0 srlwoo1:34:0 bervan1:34:0 rufvan1:32:0 polvan1:32:0 nuthat2:32:0 bwfshr2:32:0 malwoo1:32:0 anghel1:30:0 warfly1:29:0 chfhel1:29:0
darnot1,sponot1:72:33 lesnot1:66:0 whbnot1:65:0 dwatin1:55:0 rewtin1:55:33 orntin1:54:0 cubtin1:52:0 rustin1:52:0 gyltin1:52:0 pattin1:51:0 pabtin1:51:0 vartin1:51:0 andtin1:51:33 thitin1:51:0 blctin1:50:0 reltin1:50:0 yeltin1:50:0 bartin2:50:0 quctin1:50:0 brutin1:50:0 huatin1:48:0 tattin1:48:0 undtin1:48:0 elctin1:47:0
darpew1,grepew:74:55 smcpew1:69:0 hispew1:67:0 whtpew1:65:0 blapew1:64:0 ochpew1:63:0 olsfly:63:18 jampew1:62:0 wewpew:61:0 leapew1:60:0 cubpew1:59:0 tropew3:59:0 eawpew:58:0 blkpho:54:27 rivtyr2:52:0 slbcht2:52:0 vebtyr1:51:0 smbtyr2:51:0 andtyr2:51:0 olifly2:50:0 clifly1:49:0 ruttyr1:48:0 crbtyr1:48:0 andtyr3:48:0
darros1,pibros2:75:43 vinros2:65:7 spwros2:65:0 dabros1:64:36 pirros1:63:0 vinros3:62:0 whbros1:61:7 spwros3:59:0 bearos1:59:0 cwbros1:59:7 remros1:58:0 thbros1:58:0 chbros1:56:0 palros2:55:0 strros1:55:0 crbfin3:54:0 comros:54:0 blyros1:52:0 refros1:52:0 blaros1:51:0 tibros1:50:0 purfin:49:0 spefin1:48:0 greros1:48:0
darswi1,whrswi1:54:100 afrswi1:53:0 nyaswi1:50:0 fowswi1:48:0 braswi1:48:0 madswi1:47:0 motswi2:47:0 horswi1:46:0 plaswi1:46:0 palswi3:45:0 aleswi1:43:0 batswi1:43:0 alpswi1:43:0 houswi1:42:0 saaswi1:42:0 fotswi1:42:0 cooswi1:42:0 blyswi1:42:0 comswi:42:0 gloswi1:37:0 litswi1:35:0 blaspi1:34:0 scaswi1:33:0 blkswi:32:0
darter2,darter4:87:26 darter3:82:10 anhing:79:22 litcor1:63:13 indcor1:56:7 lotcor1:52:1 neocor:51:0 lipcor1:50:1 grecor:48:1 lesadj1:46:0 doccor:46:0 piecor1:42:1 purher1:41:11 werher:38:0 blfmal1:36:0 phtjac1:35:0 asiope1:34:1 commoo3:34:0 cocher1:34:0 blakit1:34:0 paisto1:33:0 brwjac1:32:0 grbher3:30:0 graher1:30:1
darter3,darter2:83:13 lotcor1:74:30 darter4:72:5 anhing:71:15 grecor:57:18 pygcor2:55:1 crocor1:55:1 litcor1:52:0 neocor:51:1 doccor:45:1 capcor1:44:2 giakin3:43:1 wfwduc1:39:2 eursha1:39:0 comduc2:37:1 afrfin1:37:0 blhher1:37:1 grnher:36:1 ostric2:35:1 purher1:34:3 grccra1:31:0 golher1:30:1 allgal1:30:2 blbkin4:30:0
darter4,darter2:79:13 anhing:77:20 darter3:71:2 lipcor1:70:22 libcor1:57:11 grecor:57:13 piecor1:52:9 pygcor2:50:0 litcor1:49:0 lotcor1:49:0 neocor:47:0 blaher1:47:0 doccor:47:3 crocor1:46:0 balibi1:41:0 pacher1:40:2 blabit1:39:0 eursha1:37:0 grbher3:37:1 graher1:36:0 whfher1:36:1 pacbaz1:35:0 runher1:30:1 1289591:24:0
darwar1,subwar6:85:43 sarwar1:77:40 marwar1:63:5 balwar1:62:0 triwar1:61:5 spewar2:60:2 ruvwar2:60:0 menwar1:58:0 reswar1:58:0 laywar2:57:0 cypwar1:57:0 yemwar1:56:0 grewhi1:56:2 brnwar1:56:0 subwar8:55:0 ruewar1:54:0 barwar1:54:0 weowar2:54:0 banwar2:53:0 leswhi4:53:0 kasrob2:52:2 whbful1:51:0 eaowar2:49:0 indful1:49:0
darwoo1,whbwoo1:71:9 himwoo1:69:9 crbwoo6:69:73 stbwoo4:67:0 grswoo:65:9 syrwoo1:64:0 fubwoo2:63:0 rubwoo1:61:0 ettwoo1:61:0 haiwoo:61:0 frbwoo1:61:0 attwoo1:61:0 bkbwoo:60:0 blcwoo1:60:0 whwwoo1:59:0 sinwoo1:59:0 chifli1:59:0 beawoo2:58:0 purwoo1:58:0 gofwoo:58:0 gocwoo1:57:0 camfli1:57:0 acowoo:57:0 weiwoo1:57:0
dasfly,asbfly:81:69 gysfly1:73:18 afdfly1:66:1 subfly3:66:0 asbfly1:65:0 bnsfly1:62:2 ferfly1:60:0 subfly2:60:0 spofly1:58:3 brbfly2:58:1 gamfly1:58:0 whgfly1:57:0 rutfly6:57:0 swafly3:56:0 ligfly2:54:0 olifly1:53:0 taifly1:53:3 eupfly1:53:1 lipfly1:52:2 kasfly1:52:0 mugfly:52:0 rebfly:51:0 whbsho6:51:0 angslf1:51:0
dasthr1,lobthr1:70:50 rutthr1:64:0 oltthr1:63:0 alpthr1:60:0 scathr4:59:0 himthr1:59:0 lotthr1:59:0 sicthr1:57:0 scathr5:57:0 scathr8:54:0 spwthr1:54:0 scathr6:54:0 scathr2:53:0 geomal1:53:0 spgthr1:53:0 redwin:52:0 forthr1:52:0 evethr1:51:0 grygrt1:51:0 sibthr1:51:50 sunthr1:50:0 orgthr1:50:0 whnrob1:50:0 yemthr1:50:0
datori1,phiori1:61:0 blhori1:58:20 greori1:58:0 abhori1:57:0 bltori1:56:0 wbhori1:56:0 blnori1:55:0 blwori1:54:0 olbori1:54:0 eugori2:53:0 ingori1:52:0 broori1:52:0 satori1:52:0 dahori1:52:0 serori1:51:0 whlori1:51:0 burori2:50:0 afgori2:50:0 marori2:50:0 timori1:49:0 blaori1:49:0 slbori1:49:0 ausfig1:49:0 grhori1:49:0 scoori:46:20 punsun1:39:40 whvmyn:36:20
datsee1,rursee1:71:40 chesee1:69:0 marsee1:68:0 blbsee2:65:20 rucsee1:65:0 tabsee1:64:0 yebsee1:64:0 capsee1:63:0 pebsee1:62:0 whcsee1:62:0 rubsee1:62:10 docsee1:61:10 batsee2:60:0 drasee1:60:0 dubsee1:60:0 linsee1:59:0 whcsee2:59:0 lessee2:58:0 wibsee1:57:0 bufsee1:57:0 trosee1:57:0 chtsee1:56:0 chbsee1:56:0 grysee1:56:0 beatac1:46:20
datthr1,fieldf:81:44 retthr1:80:34 dusthr2:62:4 misthr1:62:2 kurthr1:61:0 slathr3:60:0 ticthr1:60:0 amerob:59:0 sonthr1:57:3 japthr1:56:0 palthr1:56:0 crbthr1:55:0 whbthr2:55:0 whethr1:55:0 redwin:55:8 dusthr1:55:2 gywbla1:54:2 relthr1:54:0 blbthr2:54:0 bkbthr3:54:0 gybthr1:54:0 eyethr:54:0 whtthr1:54:0 rubrob:54:0
daujac1,eurjac:80:60 hoocro1:69:21 chirav:62:0 piecro1:62:4 tamcro:62:0 fiscro:61:0 pipcro1:61:0 y00743:60:5 houcro1:60:0 rook1:60:11 somcro2:59:0 litrav1:58:0 sincro1:57:0 amecro:57:0 litcro1:57:0 ausrav1:57:0 forrav1:57:0 torcro3:56:0 fatrav1:56:0 neccro1:56:0 slbcro3:56:0 capcro2:55:0 whncro1:55:0 flocro1:55:0
daupar1,grypar:86:94 tibpar1:63:6 rocpar2:55:0 gryfra:55:0 orrfra2:53:0 sespar1:53:0 altsno1:52:0 tibsno1:51:0 phipar1:51:0 sanpar1:51:0 lepchi:51:0 barpar2:50:0 chukar:50:0 taipar1:50:0 mobpar1:50:0 heufra1:50:0 coqfra2:49:0 harfra3:49:0 paifra1:49:0 relpar1:49:0 madpar2:48:0 grpchi:48:0 chbpar3:47:0 gywfra1:47:0
daured1,comred2:82:33 hodred1:73:19 whwred2:71:19 whtred1:66:2 moured1:64:1 blared1:62:3 blfred1:61:3 rubred2:61:1 bucred1:60:0 alsred1:59:0 cobrob1:51:1 whrsha:51:11 plured1:49:3 bocaka11:49:0 whtrob2:48:4 forrot2:48:0 eurrob1:48:0 japrob2:48:0 shaaka1:48:0 whbbur4:47:0 rubnil1:47:1 timbus1:47:0 eacaka1:47:0 whcred1:47:1
dausta1,chcsta1:70:12 whssta2:69:31 rebsta1:56:6 pietri1:54:6 whhsta2:54:6 watsta1:53:0 whbnut:53:3 whfsta2:52:0 brasta1:51:0 spwsta1:51:0 y00824:51:0 malsta1:50:0 bkcsta1:50:12 vibsta1:50:0 normoc:50:6 vibsta2:49:0 bkwsta1:49:0 visrha1:49:0 fissta1:49:0 lottit1:49:3 stbrha1:48:0 polsta1:48:0 rossta2:48:0 clanut:47:12
davlew1,klolew1:78:33 palwar5:70:33 emlwar1:68:0 astwar2:67:33 phlwar1:67:0 blylew1:67:0 yevwar1:66:0 ganlew1:66:0 caichi1:66:0 brwwar1:65:0 letwar1:65:0 butwar1:65:0 bubwar1:65:0 yetwow1:64:0 tilwar2:64:0 comchi1:64:0 siclew1:63:0 lauwow1:62:0 rfwwar1:62:0 mouwar2:62:0 grnwar1:62:0 brlwar1:62:0 harlew1:62:0 parwar1:62:0
dawmin1,rubmin1:73:0 shbmin1:69:0 crrmin1:68:0 commin1:66:0 punmin1:63:0 coamin1:62:0 gramin1:60:0 cammin2:59:0 slbmin1:56:0 corcin1:55:0 buwcin1:55:0 hudcan1:54:0 firgat1:53:0 lotcin1:53:0 olrcin1:52:0 crwcin1:51:0 shbcan2:51:0 sttcan1:51:0 thbmin1:51:0 bubear2:50:0 chwcin1:50:0 patcan2:50:0 lalbru1:50:0 auscan1:50:0
dawtru1,pawtru2:66:100 gywtru1:64:0
dbipig1,moipig1:73:100 peipig1:65:0 gryimp1:63:0 tiipig1:62:0 piipig2:61:0 coipig1:60:0 phipig1:60:0 miipig1:60:0 ncipig1:60:0 ciipig1:60:0 zoeimp1:57:0 paipig1:56:0 rufimp1:56:0 spipig3:56:0 baipig1:55:0 cbipig1:55:0 biipig1:54:0 isipig1:54:0 cbipig2:54:0 sompig2:54:0 pbipig1:54:0 fiipig1:54:0 lotmop2:53:0 wbipig1:53:0
dbptyr1,scptyr1:68:0 heptyr1:67:0 lcptyr1:66:0 norben1:64:0 snttyr1:63:0 souben1:62:0 buctof1:62:0 whbtot1:61:0 zittyr1:61:0 ocftof1:59:0 peptyr1:59:0 pettyr1:59:0 sptfly1:59:100 wettyr1:58:0 shtfly1:58:0 fotpyt1:58:0 flapyt1:57:0 whltyr1:57:0 drbpyt1:56:0 jottyr1:56:0 gyctyr2:56:0 snttyr2:56:0 wbptyr1:56:0 pvttyr1:56:0
dbwqua1,chwqua1:72:50 rbwqua1:67:0 venwoq1:67:0 bbwqua1:64:0 sfwqua1:64:0 rfwqua1:63:0 gowqua1:63:0 bfwqua1:61:0 spwqua1:61:0 mawqua1:60:0 bewqua1:60:0 stwqua1:59:0 swwqua1:50:0 bewpar1:46:0 stopar1:46:0 tafqua1:45:0 banqua1:43:0 crebob3:43:0 bcwpar1:43:0 norbob:43:0 monqua:42:0 ocequa1:42:0 mouqua:41:0 bltbob1:41:0 rerfru1:32:50
debflo1,indflo1:59:0 masflo1:59:0 bluflo1:54:0 yestan1:51:0 goctan4:50:0 bktflo1:50:0 gloflo1:50:0 opctan1:49:0 merflo1:49:0 diatan1:49:0 greflo1:48:0 blbcon1:48:0 rusflo1:48:0 blkflo1:48:0 gybflo1:48:0 cibflo1:47:0 mouflo1:47:0 pumtan2:47:0 oprtan1:47:0 slaflo1:46:0 gontan1:45:0 tildac2:44:0 babtan1:44:0 chbflo1:44:0
defpar1,recpar2:56:60 matpar1:51:0 lafpar1:51:0 fippar1:49:0 ycppar1:49:0 patpar1:49:0 blrpar1:49:0 blwlov1:48:0 guaiab1:48:0 meppar1:48:0 brtpar2:47:0 peflov:47:0 blclor2:47:0 geppar1:46:0 malpar2:46:0 bfppar1:46:0 motpar1:46:0 gyhpar2:45:0 rorpar:45:0 suhpar1:45:0 cehpar1:44:0 plflor1:44:0 horpar2:44:0 olhlor1:44:0 suppar1:40:20 rempar:24:20
delpig1,brnpig1:68:0 bolpig1:66:0 satpig1:66:0 campig1:65:0 compig1:65:0 rampig1:65:0 aswpig1:63:0 whnpig1:60:0 afepig1:60:0 metpig1:60:0 tropig1:59:0 lemdov2:59:100 whcpig1:57:0 laupig1:57:0 anwpig1:57:0 whhpig1:55:0 spwpig1:55:0 marpig1:55:0 ceywop1:54:0 adtdov1:54:0 yelpig1:53:0 slacud1:53:0 jawpig1:53:0 dutdov1:53:0
delpri1,grapri1:100:67 plapri1:66:28 karpri1:56:0 refwar2:55:0 palpri1:55:0 ashpri1:55:0 gycpri1:54:0 satpri1:53:0 gybpri1:52:0 junpri1:50:2 rufpri2:50:2 drapri1:50:0 blcpri1:50:0 yebpri1:49:2 tafpri1:47:0 brnpri2:46:0 rufpri1:46:0 bawpri1:45:0 strpri8:44:0 strpri2:44:0 rivpri1:43:0 hilpri1:43:0 bropri1:43:0 brnpri3:43:0
demcra1,comcra:69:74 blucra2:67:10 watcra2:51:0 brolga1:51:0 hoocra1:49:0 sarcra1:48:0 sancra:48:0 blaplo1:47:1 whncra1:46:2 grccra1:46:1 blncra1:46:0 blccra1:46:0 blhher1:43:1 ycnher:43:1 graher1:41:1 grbher3:40:1 libher:39:1 pacreh1:39:1 commoo3:39:1 cockat:38:1 reccra1:38:5 whocra:37:1 whfher1:37:1 abdsto1:37:1
demwir1,tatspi1:54:0 pmtspi1:51:100 bcwspi1:50:0 ocbthi1:50:0 palspi1:50:0 chospi2:50:0 frbtho1:49:0 thtray1:49:0 artspi1:49:0 whbfog1:49:0 stbear2:48:0 shbcan2:48:0 cubree1:48:0 stecan1:47:0 crehor1:47:0 sutspi1:47:0 crcspi1:47:0 asbspi1:46:0 leshor1:46:0 rufcan1:46:0 shbcan1:46:0 rudtre1:46:0 itaspi1:46:0 ruftho1:46:0
derpar1,rebpar4:71:78 alepar2:58:0 lotpar2:57:0 maupar1:57:0 laypar1:56:0 slhpar1:56:0 blhpar3:55:0 rorpar:54:11 malpar1:54:0 gyhpar2:54:0 nicpar1:53:0 plhpar1:51:0 mirtai1:47:0 plflor1:46:0 polpar1:46:0 luzrat1:46:0 railor7:46:0 horpar2:45:0 maspar2:45:0 aukpar1:45:0 ythpar1:45:0 recpar1:45:0 necpar1:45:0 refpar4:45:0 himblu1:26:11
descha1,oracha1:50:50 yelcha1:46:50 rubhon2:43:0 ruthon1:42:0 kanhon1:40:0 tachon1:40:0 brbhon1:40:0 brohon1:39:0 litfri1:39:0 whthon2:39:0 yethon2:38:0 gyhhon1:38:0 scbmyz1:38:0 yethon3:38:0 fushon1:37:0 olihon1:37:0 whehon1:37:0 pughon1:37:0 olistr1:37:0 gyfhon1:37:0 dabhon1:37:0 brhhon1:37:0 yelhon1:36:0 necfri1:36:0
descis1,madcis2:71:0 ratcis1:70:44 zitcis1:67:11 blncis1:64:0 gohcis1:64:0 clocis1:64:0 wiscis1:64:0 rehcis2:64:0 tabcis1:63:0 wincis2:63:0 clscis1:63:0 pepcis1:63:0 wincis4:63:0 wincis5:62:0 repcis1:62:0 carcis1:62:0 waicis3:62:0 stocis1:62:0 tincis3:61:0 wincis3:61:0 wincis6:61:0 ashcis1:60:0 tincis1:60:0 pipcis2:59:0 sablar2:55:22 lalbun1:35:22
desfin2,trufin2:62:80 monfin2:55:0 crwfin2:53:0 origre:50:0 eurgre1:50:0 brambl:49:0 casfin:49:0 capcan1:48:0 houspa:48:20 palros2:48:0 comros:48:0 palros3:47:0 houfin:47:0 comcan:47:0 orabul1:47:0 bkhcan2:47:0 norgrc1:46:0 andsis1:46:0 antsis1:46:0 blcsis2:46:0 bkhgre1:46:0 purfin:46:0 reisee4:46:0 sinros1:46:0
deslar1,batlar1:85:76 rutlar2:64:7 humlar1:60:0 thelar1:60:0 blalar4:57:0 reclar1:56:0 sanlar1:56:0 gstlar1:56:5 gillar1:56:0 orisky1:55:0 horlar:55:0 crelar1:55:12 lstlar2:55:0 blalar2:54:0 sstlar1:54:0 tiblar1:54:0 caclar1:53:0 mstlar1:53:0 temlar1:53:0 sstlar4:53:0 faclar8:53:0 stalar2:52:0 lablar1:52:0 shtlar1:52:0
desspa1,houspa:70:60 shrspa1:66:0 somspa1:66:0 socspa1:65:0 sinspa1:65:0 itaspa1:65:20 russpa2:64:0 swaspa2:63:0 spaspa1:63:0 cavspa1:63:0 saxspa1:62:0 kerspa2:62:0 grrspa1:61:0 gyhspa1:61:0 pabspa1:61:0 swaspa1:60:0 sghspa2:60:0 sugspa1:59:0 eutspa:59:0 desspa3:58:0 capspa1:58:0 plbspa1:58:0 chespa1:57:0 argspa2:56:0 trepip:44:20
desspa3,houspa:70:50 sugspa1:65:40 sinspa1:62:0 saxspa1:62:0 sghspa2:61:0 eutspa:60:0 shrspa1:59:0 desspa1:58:0 kerspa2:58:0 russpa2:58:0 itaspa1:58:0 somspa1:57:0 plbspa1:57:0 spaspa1:56:0 capspa1:56:0 gyhspa1:56:0 socspa1:55:0 swaspa2:55:0 pabspa1:54:0 argspa2:54:0 grrspa1:53:0 chespa1:53:0 swaspa1:53:0 whrsno1:52:0 sposan1:42:10
deswhe1,isawhe1:83:29 norwhe:79:16 bkewhe1:71:14 piewhe1:70:14 rerwhe1:66:4 mouwhe2:65:7 bkewhe2:63:10 retwhe3:62:0 capwhe1:62:0 retwhe2:61:1 mouwhe5:60:1 hoowhe1:59:0 cypwhe1:59:0 finwhe1:59:2 somwhe1:58:0 rebwhe2:58:0 famcha1:56:0 varwhe1:56:0 blacks1:56:1 humwhe2:56:0 brtcha1:54:0 whbbus4:54:0 mouwhe4:54:1 whiwag:52:0
dhbfin1,tribrf2:72:0 mobfin1:72:0 yehbrf1:68:0 rnbfin1:67:100 wrbfin1:64:0 fhbfin1:63:0 tebfin1:62:0 rcbfin1:62:0 ysbfin1:61:0 yebbru2:61:0 pnbfin1:59:0 smbfin1:58:0 obbfin1:57:0 bkfbrf1:57:0 sthbrf6:53:0 gsbfin1:53:0 laffin1:53:0 coltow1:52:0 orbspa1:52:0 sthbrf3:51:0 sthbrf2:51:0 sthbrf8:51:0 sthbrf1:51:0 wnbfin1:51:0
diadov1,peadov1:71:14 zebdov:62:5 bardov2:60:0 rocpig:58:21 basdov1:56:0 namdov1:53:0 eutdov:51:14 zebfin2:50:2 spepig1:50:19 orcwax:49:5 houspa:48:2 rindov:47:0 spodov:46:2 bfgdov1:45:5 pabpig1:45:0 laudov1:45:2 crepig1:45:2 baepig2:45:0 scadov1:45:0 incdov:45:2 wonpig1:44:0 spwpig3:44:0 fiediu1:44:2 eucdov:44:2
diafir1,beafir1:73:53 zebfin2:65:42 reefir1:60:0 cutthr1:57:0 picmun1:55:0 indsil:55:0 dobfin1:54:0 afrsil1:54:0 gyhsil1:54:0 rewpyt1:53:0 broman1:53:0 blcwax2:53:0 masfin1:52:0 lotfin1:52:0 rehfin1:51:0 redpol1:51:5 bltfin1:51:0 cinwax1:51:0 orcwax:50:0 bkrwax:50:0 arawax1:50:0 blcwax1:49:0 rerwax1:49:0 quailf1:49:0
dianig1,arcnig1:63:0 whtnig3:61:0 malnig1:58:0 papnig1:58:0 sponig1:58:0 bonnig1:57:0 granig2:56:0 tacnig1:56:0 andnig1:56:0 batnig2:56:0 blanig1:55:0 salnig1:55:0 shtnig1:55:0 sitnig1:55:0 savnig1:55:0 grynig1:54:0 grenig1:53:0 chopoo1:53:0 palnig1:53:0 latnig2:53:0 jernig1:53:0 rubnig1:53:0 ocepoo1:52:0 frenig1:52:0
diaplo1,rekdot1:52:0 thbplo1:52:0 kitplo1:51:0 rucdot1:50:0 blfdot1:50:0 twbplo1:49:0 killde:49:0 andlap1:48:0 pielap1:48:0 casplo1:47:0 shoplo1:47:0 kenplo1:47:0 forplo1:47:0 wilplo:47:0 senlap1:45:0 lirplo:45:0 semplo:45:0 lotlap1:45:0 eugplo:45:0 blwlap1:45:0 wrybil1:45:0 eurdot:44:0 corplo:44:0 pagplo:44:0
diatan1,babtan1:55:0 yestan1:53:0 pumtan2:53:0 goctan4:51:0 masflo1:50:0 opctan1:50:0 debflo1:49:0 gontan1:48:0 oprtan1:48:0 homtan1:47:0 sbmtan1:46:0 cbmtan1:45:0 ultgro1:45:60 lamtan1:44:0 bubmot3:44:0 fabtan1:44:0 yettan1:44:0 yewtan1:43:0 bagtan1:42:0 mastan1:41:0 turtan1:41:0 baytan3:41:0 bkcmot1:41:0 bagtan2:41:0 magtan2:39:20 ructan1:36:20
