code,partners
hemwea1,blhwea1:79:54 lesmaw1:68:0 vimwea1:66:23 nbtwea1:65:8 afmwea:64:4 bocwea1:63:0 gobwea1:61:0 kamwea1:61:0 capwea1:61:0 spewea2:61:0 vilwea1:60:4 litwea1:60:8 foxwea1:59:0 bagwea1:59:0 giawea1:59:0 weywea1:57:0 nomwea1:57:0 prgwea1:57:0 orawea1:57:0 ruewea1:57:0 tanmaw1:57:0 gopwea1:56:0 sbtwea1:56:0 clawea1:56:0
hengos1,gunhaw1:62:0 madspa1:59:33 vargos1:58:0 eurspa1:58:0 gybhaw1:57:0 coohaw:57:0 bichaw1:56:0 grfhaw1:56:0 fragos2:55:67 runspa1:53:0 vibspa1:53:0 shshaw:52:0 semhaw2:52:0 phseag1:52:0 tinhaw1:51:0 pinhae1:51:0 meygos1:50:0 whthaw:50:0 moubuz2:50:0 afrgos1:50:0 lothaw1:50:0 gryhaw2:49:0 ovaspa2:49:0 chfspa1:48:0
henpet1,bkcpet:49:0 hawpet1:47:0 madpet:44:0 feapet3:43:0 kerpet:42:0 grwpet2:42:0 barpet1:42:0 murpet:42:0 herpet2:41:0 soppet1:41:0 phopet1:41:0 galpet:41:0 tripet1:41:0 whnpet:40:0 berpet:40:0 atlpet1:40:0 grwpet3:40:0 jufpet:39:0 bonpet:39:0 maspet3:39:0 pycpet1:39:0 bkwpet:39:0 stepet:39:0 chapet1:38:0
henspa,sonspa:67:29 graspa:66:16 lecspa:62:10 savspa:61:22 baispa:59:0 strspa1:56:0 nstspa:55:0 simspa1:55:0 sthspa1:55:0 bacspa:55:0 swaspa:55:6 linspa:54:2 rucspa1:54:2 sstspa:54:0 clcspa:54:10 stcspa3:53:0 brispa1:52:0 vesspa:52:2 botspa:52:0 blcspa1:51:0 fiespa:51:3 casspa:51:0 ruwspa:50:0 whtspa:50:0
heptan,sumtan:83:80 flctan:68:8 whwtan1:59:0 rehtan2:57:0 scatan:55:3 westan:52:4 rehtan1:49:0 rcatan1:49:1 rottan1:49:0 norcar:43:1 spbwoo1:42:0 redcro:42:1 balori:42:0 lestan:41:0 bkhgro:41:0 rabgro1:41:0 vercar1:41:0 olitan1:41:1 brican1:40:0 blfgro1:40:0 paibun:40:0 puteup1:40:0 bcatan1:39:0 ocbtan1:39:0
heptyr1,lcptyr1:71:0 scptyr1:68:0 dbptyr1:67:0 pettyr1:61:0 snttyr1:60:0 flapyt1:60:0 peptyr1:58:0 norben1:58:0 gyctyr2:58:0 souben1:57:0 ocftof1:57:0 sobtyr1:57:0 buctof1:57:0 whbtot1:56:0 brcfly1:56:0 galfly1:56:0 whltyr1:56:0 shtfly1:56:0 zittyr1:55:0 pvttyr1:55:0 drbpyt1:55:0 olcfly1:54:0 aldfly:54:0 leafly:54:0
hercha1,angslf1:61:0 abyslf1:58:0 chafly2:58:100 marfly1:57:0 palfly2:57:0 sumfly1:54:0 gamfly1:53:0 asbfly:53:0 fisfly1:53:0 bncjuf1:52:0 rutfly7:52:0 negjuf1:52:0 afgfly1:51:0 pacblf1:51:0 eyjfly1:51:0 subfly2:51:0 olifly1:51:0 spofly1:51:0 chtjuf2:50:0 rubfly3:50:0 fucjuf1:50:0 famcha1:50:0 gysfly1:49:0 rutscr1:49:0
herpet2,kerpet:71:75 tripet1:60:0 motpet:56:0 barpet1:55:0 phopet1:54:0 solpet1:53:0 murpet:53:0 soppet1:53:0 bkwpet:51:0 feapet3:51:0 bonpet:51:0 whnpet:50:0 atlpet1:49:0 coopet:48:0 maspet3:48:0 grwpet3:47:0 goupet1:47:0 colpet1:47:0 pycpet1:46:0 grwpet2:45:0 madpet:45:0 chapet1:45:0 galpet:44:0 hawpet1:44:0 wetshe:36:25
herthr,swathr:84:55 gycthr:70:10 bicthr:67:1 rcnthr1:67:0 runthr1:67:1 bhnthr1:62:0 veery:60:9 obnthr1:57:0 ovenbi1:55:8 bbnthr1:53:0 bkbcuc:52:0 woothr:51:15 scathr2:50:0 rocwre:49:0 chithr2:49:0 sonthr1:49:2 sponit2:49:0 palthr1:49:0 rutrob1:49:0 sagthr:49:0 scathr8:48:0 misthr1:48:0 spnthr1:48:0 dusthr1:47:0
herwar,btnwar:89:31 towwar:82:25 btywar:68:4 grawar:68:5 chswar:67:0 yerwar:67:5 olcwar1:66:0 babwar:66:3 bkbwar:65:0 bkpwar:65:1 yetwar:64:0 gchwar:64:0 norpar:63:0 camwar:63:1 pinwar:63:1 oliwar:63:13 arrwar1:61:0 btbwar:61:0 magwar:60:0 crcwar:59:3 kirwar:59:0 cerwar:58:0 pluwar1:57:0 tropar:57:0 verdin:54:9
heswoo1,babwoo3:70:95 gabwoo3:63:0 gonwoo1:54:0 blcwoo1:53:0 beawoo2:53:0 gocwoo3:52:0 purwoo1:51:0 gycwoo1:51:5 yetwoo2:51:0 blnwoo1:51:0 blcwoo4:51:0 powwoo1:50:0 pabwoo1:50:0 phiwoo1:50:0 whswoo2:50:0 gospic1:50:0 grbwoo3:50:0 darwoo1:49:0 yefwoo1:49:0 ecupic1:49:0 frbwoo1:49:0 lafpic1:49:0 whhwoo:49:0 chifli1:49:0
heubus1,stabus1:63:0 ludbus1:61:0 harbus2:55:0 houbus1:53:0 nubbus1:52:0 arabus1:50:0 korbus1:50:0 grebus1:49:0 bkbbus1:49:0 macbus1:49:0 indbus1:48:0 bucbus1:48:0 recbus1:47:0 ausbus1:46:0 karbus1:46:0 savbus1:45:0 blabus3:45:0 ruebus1:45:0 litbus1:44:0 whqbus1:44:0 lesflo2:43:0 whbbus2:42:0 libbus1:40:0 benflo2:40:0
heufra1,dosfra2:66:0 clafra1:65:0 yenspu1:64:0 natfra2:61:0 swafra2:60:0 chnfra2:59:0 hilfra2:59:0 renfra1:59:0 gybfra1:59:0 harfra3:59:0 ercfra:58:0 harfra4:58:0 coqfra2:56:0 orrfra2:56:0 scafra2:56:0 rebfra1:56:0 ahafra2:56:0 gryfra:55:0 rinfra2:55:0 jacfra2:54:0 tibpar1:54:0 moofra2:53:0 paifra1:53:0 capfra2:53:0
hfptyr1,boptyr1:68:0 rhptyr1:65:0 beatac1:57:0 credor1:54:0 wardor1:54:0 gybtac1:54:0 dindor2:52:0 whtspa1:52:0 rbctyr1:52:0 ticdor1:52:0 paltyr4:51:0 y01036:50:0 pictyr1:50:0 blcfly1:50:0 rinant2:50:0 sttspa1:50:0 whttyr2:50:0 paltyr5:50:0 bubfly:49:0 subdor1:49:0 smbtyr1:49:0 yebcht1:49:0 agitit1:49:0 whcspa1:49:0
hhfgle1,ccfgle1:61:0 cangro1:55:0 caacac1:51:0 nabwoo1:49:0 bolear1:49:0 rumsof1:49:0 marspi4:48:0 rumfog1:48:0 pabhor2:47:0 palspi1:47:0 bcfgle1:46:0 grexen1:46:0 samfog1:46:0 grrwoo1:46:0 crespi1:46:0 perfog1:46:0 perrec1:46:0 gyhspi1:46:0 gretho2:46:0 rufgle1:45:0 chbtho1:45:0 occspi1:45:0 wefgle1:45:0 chwfog1:45:0 refspi1:44:100
hibfly1,hibfly4:82:18 tibfly4:77:21 butfly1:75:14 butfly2:75:18 larblf1:69:4 pabfly1:66:0 bobfly2:66:0 tibfly3:66:14 habfly1:65:4 subfly1:60:0 tibfly2:60:0 lobblf1:60:0 wbbfly1:59:0 pabfly2:57:0 pacblf1:56:4 fucjuf1:55:0 matfly2:55:0 mabfly2:55:0 chtjuf2:54:0 mabfly1:54:0 blffly1:53:0 bncjuf1:52:0 pybfly1:52:4 nicjuf1:51:0
hibfly4,hibfly1:84:71 bobfly2:63:14 fucjuf1:59:0 chtjuf2:57:0 subfly1:57:0 mabfly1:57:0 gycjuf1:57:0 habfly1:56:0 pabfly2:56:0 butfly1:56:0 matfly2:56:0 pabfly1:56:0 mabfly2:55:14 tibfly4:55:0 tibfly3:55:0 bncjuf1:55:0 blffly1:54:0 nicjuf1:54:0 lobblf1:53:0 larblf1:53:0 wbbfly1:51:0 butfly2:51:0 flojuf2:51:0 pacblf1:50:0
hifdov1,cifdov1:66:0 gygfrd1:66:0 whfdov2:66:0 befdov1:64:0 wcfdov1:63:0 cbfdov1:63:0 rbfdov1:63:0 ccfdov1:63:0 pucfrd1:62:0 sufdov1:61:0 scfdov1:61:0 bcfdov2:61:0 whbfrd1:60:0 pafdov1:60:0 rcfdov1:60:0 kbfdov1:60:0 gyhfrd1:60:0 yebfrd2:60:0 dwafrd1:59:0 phfdov1:59:0 orfdov1:59:0 mafdov2:59:0 obfdov1:59:0 cofdov1:59:0
higela2,higela3:88:89 graela3:68:0 oliela1:68:0 carela1:67:0 sieela2:67:0 sieela3:66:0 smbela1:66:5 broela1:65:0 whcela1:65:0 cooela1:63:0 lesela1:62:0 greela1:62:0 plcela1:62:0 mouela1:61:0 mobela1:59:0 platyr2:59:0 yebela1:59:3 larela1:59:3 rucela1:58:0 jamela1:58:0 scltyr1:57:0 sohtyr1:57:0 boltyr1:56:0 pacela1:56:0
higela3,higela2:88:88 carela1:69:0 sieela3:67:0 sieela2:67:0 oliela1:67:3 graela3:67:0 broela1:65:0 whcela1:65:0 smbela1:65:3 cooela1:64:0 greela1:64:0 mouela1:62:0 larela1:60:5 plcela1:60:0 mobela1:59:0 rucela1:58:0 lesela1:57:0 yebela1:56:1 whttyr2:54:0 acafly:54:0 paltyr5:54:0 tartyr1:54:0 paltyr2:54:0 pinfly1:53:0
higgua1,cregua1:54:33 grecur1:48:0 siwgua1:46:0 crecur2:46:33 ruhcha1:45:0 dulgua1:45:0 specha4:45:0 blagua1:45:8 rumgua1:45:0 baugua1:44:0 bubcur1:44:8 ruvcha1:44:0 beagua1:43:0 colcha1:43:0 grhcha1:43:0 butpig1:43:0 chwcha1:43:0 helcur1:43:0 whcgua1:43:0 weka1:43:8 placha:43:0 batgua1:42:0 spigua1:42:0 specha2:42:0 thitin1:39:8
higmot1,bucmot3:78:49 bucmot4:72:16 bucmot2:72:19 bucmot1:55:6 rucmot1:54:0 rufmot1:54:1 trimot1:54:0 brbmot1:48:0 kebmot1:48:0 bltmot1:46:0 tubmot1:42:2 todmot1:42:0 rucmot2:40:0 lotsyl1:40:1 soffin1:40:0 grnjay:38:1 blbthr1:38:0 ruboro1:36:0 andfli1:35:0 grtgra:34:0 rabeat1:31:0 rubrob:31:0 colcha1:31:0 brbtod1:29:2
higtin1,tabtin1:69:0 hootin1:65:0 gretin1:60:75 whttin1:54:0 bartin2:53:0 undtin1:53:0 chotin1:53:0 yeltin1:52:0 blctin1:51:0 rustin1:51:0 slbtin1:51:0 thitin1:50:0 bratin1:50:0 littin1:49:0 gyltin1:48:0 puntin1:47:0 vartin1:47:0 cintin1:47:0 reltin1:47:0 brotin1:47:0 cubtin1:46:0 teptin1:46:0 orntin1:43:0 pabtin1:43:0 whtthr1:35:25
hilfra2,scafra2:70:22 renfra1:68:22 jacfra2:66:33 natfra2:66:0 ahafra2:63:0 yenspu1:62:11 ercfra:61:0 harfra4:60:0 heufra1:59:0 rebfra1:59:0 gybfra1:59:0 clafra1:58:0 dosfra2:56:0 swafra2:56:0 harfra3:56:0 chnfra2:54:0 gysfra1:54:0 moofra2:53:0 blkfra:53:0 swafra1:51:0 shefra1:50:0 coqfra2:50:0 capfra2:50:0 relpar1:50:0 andgua1:43:11
hilmyn,sohmyn1:89:56 ceymyn1:72:1 lotmyn1:61:0 yefmyn1:60:2 gocmyn1:59:2 helmyn1:58:0 golmyn1:58:0 sulmyn1:58:0 locmyn1:56:0 chwsta1:53:0 commyn:53:22 brwsta1:53:0 whnmyn1:53:0 rensta1:52:0 whvmyn1:52:2 sinsta1:52:0 prgsta1:52:0 whbsta1:51:0 neusta1:51:0 apomyn2:51:0 metsta1:50:0 cremyn:50:3 shasta2:50:0 atosta1:49:0 whvmyn:48:11
hilpar1,chbpar2:66:0 rutpar1:66:0 sicpar1:65:0 whnpar2:65:0 gybpar4:64:0 whcpar1:63:0 gybpar3:62:0 babpar1:61:0 ornpar1:60:0 taipar1:59:0 chhpar1:59:0 rebpar3:59:0 gybpar5:58:0 haipar1:56:0 chbpar1:56:0 rebpar5:55:0 scbpar1:55:0 chnpar1:51:0 ferpar2:50:0 coqfra2:50:0 forfra2:50:0 harfra4:50:0 madpar2:50:0 tibpar1:49:0
hilpig1,rocpig:86:99 pabpig1:61:0 snopig1:58:1 spepig1:57:0 afepig1:52:0 spwpig1:51:0 aswpig1:50:0 niwpig1:50:0 whnpig1:49:0 whcpig1:49:0 campig1:49:0 satpig1:49:0 ceywop1:49:0 spwpig3:48:0 pacpig1:48:0 adtdov1:47:0 rampig1:47:0 lemdov2:47:0 bolpig1:46:0 cowpig1:46:0 laupig1:46:0 anwpig1:46:0 dutdov1:45:0 stodov1:45:0
hilpri1,hilpri2:78:100 strpri2:61:0 ashpri1:61:0 yebpri1:61:0 rewpri1:59:0 karpri1:59:0 bropri1:59:0 bawpri1:59:0 blcpri1:58:0 gycpri1:58:0 satpri1:58:0 grapri1:58:0 tafpri1:58:0 plapri1:57:0 junpri1:57:0 refwar2:57:0 rufpri2:57:0 rufpri1:56:0 rivpri1:56:0 palpri1:55:0 robpri1:55:0 tincis1:55:0 drapri1:55:0 wincis2:55:0
hilpri2,hilpri1:76:25 yebpri1:75:42 ashpri1:61:0 gycpri1:61:0 plapri1:61:8 karpri1:60:0 rewpri1:60:0 rufpri1:60:17 tafpri1:60:0 junpri1:59:0 bawpri1:58:0 bropri1:57:0 rivpri1:57:0 strpri2:57:0 drapri1:57:0 blcpri1:56:0 rufpri2:56:0 grapri1:55:0 refwar2:55:0 robpri1:54:0 gybpri1:54:8 satpri1:54:0 palpri1:53:0 refcis1:52:0
hilsta1,supsta1:85:83 shesta1:66:7 chbsta1:58:0 lbesta1:56:0 btgsta1:55:0 gobsta5:55:7 capgls1:54:0 bugsta1:53:0 ruegls1:53:3 spgsta1:52:0 gbesta1:50:0 megsta1:50:0 pugsta1:50:0 stgsta1:49:0 ltgsta1:48:0 fissta1:48:0 prgsta1:46:0 ctgsta1:46:0 phgsta1:46:0 bbgsta1:46:0 banmyn1:45:0 emesta1:45:0 commyn:42:0 ashsta2:42:0
himacc1,alpacc1:87:70 dunnoc1:65:0 bltacc1:63:0 robacc1:62:0 rubacc1:62:0 sibacc:61:0 japacc1:61:0 broacc1:60:0 radacc2:59:0 monacc1:56:0 mabacc1:56:0 plmfin1:51:5 rospip1:51:10 ortbun1:46:5 litbun:45:5 whwred2:44:5
himblu1,refblu1:87:73 rbbrob1:61:4 cobrob1:58:0 whbbur4:56:0 bucred1:54:4 sibrob:53:0 fireth1:52:0 btbrob1:50:0 blfred1:50:12 hodred1:49:0 inbrob1:49:0 gobrob1:48:4 eurrob1:47:0 rubred2:47:0 whbred1:47:0 ruhrob1:47:0 blared1:46:0 whtred1:46:0 ultfly1:46:0 blueth:46:0 habfly1:46:0 pabfly1:46:0 daured1:45:0 tibfly4:45:4
himcuc1,oricuc2:89:44 indcuc1:76:39 comcuc:63:11 reccuc1:58:0 suncuc2:58:6 madcuc1:56:0 lescuc1:55:0 afrcuc1:54:0 blacuc1:48:0 suhcuc1:45:0 palcuc1:44:0 fatcuc1:36:0 nohcuc1:34:0 hodhac1:34:0 malhac1:32:0 thbcuc1:32:0 phhcuc1:31:0 yebcuc:31:0 cohcuc1:31:0 brucuc1:31:0 bkbcuc:31:0 molcuc1:30:0 asidrc2:30:0 oltcuc1:30:0
himfla1,comfla1:80:32 bkrfla1:75:16 grefla1:71:48 sptfla1:69:0 olbwoo2:67:0 bkrfla2:60:0 rehfla1:58:0 javfla1:57:0 spbwoo1:56:0 gyfwoo1:54:0 goowoo1:54:0 japwoo1:53:0 crmwoo2:53:0 whnwoo1:52:0 busfla1:52:4 fibwoo1:51:0 camfli1:51:0 yeffla1:51:0 blnwoo1:51:0 darwoo1:51:0 gocwoo3:51:0 scbwoo1:51:0 blhwoo1:51:0 grcwoo1:51:0
himgri1,eurgri1:80:64 indvul1:61:7 slbvul1:58:4 ruegri1:57:0 capgri1:57:1 goleag:51:1 whrvul1:51:18 whbvul1:50:1 cinvul1:48:5 lafvul1:47:0 sqtkit1:47:0 whteag:47:0 taweag1:47:0 walhae1:47:0 ruthaw1:46:0 crseag1:45:0 rethaw:45:0 whhvul1:45:0 solsee1:44:0 spaeag1:44:0 orihob2:44:0 galhaw1:44:0 uplbuz1:44:0 gureag1:44:0
himmon1,sclmon1:63:0 chimon1:60:0 rinphe1:50:20 ceyjun1:49:0 wescap1:49:0 redjun:48:10 grejun2:48:0 ocetur1:47:0 grejun1:47:0 compea:46:20 golphe:46:10 mapphe1:45:0 blbcap1:45:0 snopar1:45:20 madpar2:45:0 kokphe1:45:0 sprgro:45:0 kalphe:45:0 chifra1:45:0 blkfra:45:0 alpacc1:45:10 siafir1:44:0 mikphe1:44:0 rebfra1:44:0 melthr:36:10
himowl1,tawowl1:80:56 uraowl1:68:11 spoowl:67:0 brdowl:66:0 brwowl1:64:33 afwowl1:64:0 rulowl1:64:0 chaowl1:63:0 rubowl2:63:0 fulowl1:62:0 mowowl1:61:0 grgowl:59:0 motowl:58:0 caeowl1:57:0 grhowl:57:0 spwowl1:56:0 speowl2:55:0 swfowl1:55:0 barowl1:55:0 barowl13:54:0 humowl1:54:0 persco1:54:0 nohowl:54:0 souboo8:54:0
himrub1,chirub1:81:71 sibrub:63:29 btbrob1:60:0 fireth1:58:0 ruhrob1:55:0 fosrob1:53:0 besrob1:51:0 moocha1:51:0 whbsha1:51:0 mamrob1:50:0 sibrob:49:0 kasrob2:49:0 grybus1:49:0 rbsrob1:49:0 bucred1:49:0 brsrob1:48:0 indrob1:48:0 bbsrob1:48:0 cobrob1:48:0 blueth:48:0 misrob1:48:0 timbus1:48:0 whtred1:48:0 moured1:48:0
himsno,cassno1:66:0 tibsno1:63:0 causno1:61:0 altsno1:57:0 rocpar2:48:0 daupar1:46:0 grypar:46:0 rocpta1:46:80 phipar1:44:0 verpar1:44:0 snopar1:44:0 arapar1:42:0 shtgro:42:0 lepchi:41:0 szepar1:41:0 chephe1:39:0 whieap2:38:0 relpar1:38:0 grpchi:38:0 tibpar1:38:0 saggro:38:0 chukar:37:0 wilpta2:36:0 sclmon1:36:0 whteag:31:20
himswi2,y00731:70:75 monswi2:47:0 indswi1:47:0 volswi1:47:0 blnswi1:47:0 palswi1:44:0 marswi:43:0 phiswi1:43:0 molswi3:43:0 seyswi1:42:0 palswi2:42:0 ausswi1:42:0 mouswi2:41:0 caiswi1:41:0 uniswi1:40:0 marswi2:40:0 whrswi2:40:0 masswi1:38:0 cooswi1:35:12 whtswi:33:0 aspswi1:33:0 spfswi1:32:0 chiswi:32:0 vauswi:31:0 y00621:26:12
himthr1,alpthr1:86:80 sicthr1:71:0 scathr8:66:20 lotthr1:63:0 rutthr1:61:0 dasthr1:59:0 scathr6:59:0 scathr4:58:0 scathr2:58:0 oltthr1:58:0 spgthr1:54:0 scathr5:54:0 spwthr1:52:0 dusthr2:51:0 grygrt1:51:0 sonthr1:51:0 orgthr1:51:0 redwin:51:0 fieldf:50:0 gysthr1:50:0 aztthr:49:0 geomal1:49:0 brhthr1:49:0 palthr1:49:0
himwoo1,fubwoo2:81:33 darwoo1:70:7 sinwoo1:69:7 grswoo:69:7 stbwoo4:69:0 whbwoo1:68:0 syrwoo1:68:0 frbwoo1:68:0 rubwoo1:67:13 whwwoo1:66:0 brfwoo1:66:13 haiwoo:65:0 gycwoo1:63:13 miswoo1:60:7 crbwoo6:60:0 rebwoo:59:0 leswoo1:59:0 ettwoo1:58:0 gilfli:58:0 rehwoo:58:0 weiwoo1:57:0 attwoo1:57:0 labwoo:57:0 gofwoo:56:0
hipbab1,norpib1:72:0 whrbab2:70:0 blabab2:63:0 brobab1:63:0 armbab1:63:0 dusbab2:62:0 bkfbab1:61:0 scabab2:61:0 harbab1:60:0 bacbab1:60:0 crebab1:59:0 wtmbab1:56:0 capbab1:54:0 bklbab1:53:0 spibab1:53:0 camlau1:51:0 taibar1:49:0 strbar1:49:0 spblau1:49:0 taihwa1:49:0 kerlau2:49:0 scalau1:48:0 blflau1:48:0 blwlau1:47:0
hirwar1,cvswar1:57:0 orrwar1:56:0 blrwar1:55:0 miller:54:0 maswar1:54:0 mouwar1:54:0 sykwar2:54:0 turwar1:54:0 clrwar1:53:0 grswar2:52:0 padwar1:52:0 marwar3:51:0 aquwar1:51:0 bbrwar1:51:0 eurwar1:51:0 eaowar1:50:0 leswar1:50:0 sedwar1:50:0 barwar2:49:0 upcwar1:48:0 manrew1:48:0 blwwar1:48:0 aurwar1:47:0 sebwar1:47:0
hirwar2,afbwar1:71:100 wwswar1:53:0 jrswar1:49:0 knswar1:49:0 grswar1:48:0 afswar1:47:0 camscw1:47:0 banscw1:47:0 cibwar1:46:0 gryemt1:43:0 bretai1:40:0 sicbuw1:36:0 margra1:36:0 litgra1:36:0 spobuw3:35:0 spobuw2:33:0 lbbwar1:33:0 brbwar2:32:0 jabwar1:32:0 tawgra3:31:0 chbwar1:31:0 benbuw1:31:0 ceybuw1:31:0 spibir1:31:0
hiscro,scocro1:67:0 redcro:64:0 whwcro:63:0 parcro2:62:0 redcro9:52:0 thbros1:48:0 bkhgre1:46:0 crbfin3:46:0 casfin:45:0 scafin1:45:0 olisis1:45:0 blhsis1:44:0 comros:44:0 redsis1:44:0 pingro:44:0 spefin1:44:0 hoosis1:44:0 palros2:44:0 yebgre4:43:0 viegre2:43:0 purfin:43:0 yefsis1:43:0 orifin1:43:0 thbsis1:43:0
hiseme1,antman2:72:100 cubeme1:70:0 pureme1:65:0 grepuf1:58:0 copeme1:58:0 brtcom1:58:0 pubwhi1:57:0 shteme1:56:0 blccoq1:56:0 grteme1:56:0 butpuf1:56:0 nateme2:56:0 fescoq3:56:0 ratcoq2:56:0 bucsap1:55:0 ruthum1:55:0 rufsab1:55:0 ortsun1:55:0 cozeme1:55:0 plover3:55:0 doecoq1:55:0 stream2:55:0 bubsab1:54:0 gareme1:54:0
hislic1,purlic1:66:0 grelic1:65:0 jamlic1:63:0 mancuc:61:40 babcuc4:57:0 dabcuc1:53:0 bkbcuc:52:0 chbcuc4:51:0 yebcuc:50:0 pebcuc1:50:0 gyccuc:50:0 dwacuc1:49:0 squcuc1:47:0 palcuc1:47:0 afrcuc1:45:0 strcuc1:45:0 vercou1:45:0 greroa:45:0 guicuc1:45:0 litcuc2:43:0 reccuc1:43:0 asccuc1:43:0 lesroa1:43:0 chwcuc1:43:0 palmch1:39:40 bucmot2:37:20
hispar,whepar2:68:20 scfpar2:68:0 mitpar:67:7 grnpar:65:0 cubpar2:62:0 oltpar1:60:7 hispar1:57:53 duhpar:57:0 pacpar1:54:0 scnpar1:54:0 tuipar1:54:0 goppar1:53:0 crfpar:53:0 gocpar2:52:0 orwpar:52:0 rempar:51:0 yebpar1:51:0 yenpar1:50:0 yecpar:50:0 whfpar1:50:0 recpar3:49:0 bufpar1:49:0 spfpar1:49:0 suwpar1:49:0 meapar:38:13
hispar1,cubpar1:58:0 yebpar1:57:0 hispar:57:76 recpar:57:0 blbpar1:55:0 yehpar:54:0 vinpar1:54:0 licpar:53:0 whfpar1:53:0 tucpar1:53:0 meapar:50:5 blcpar2:49:0 ywcpar:49:0 scnpar1:49:0 fespar1:48:0 rebpar7:48:0 renpar1:47:0 orwpar:47:0 retpar1:47:0 relpar10:47:0 respar2:47:0 yespar1:47:0 stlpar1:46:0 yenpar1:46:0 schpar1:42:10 rorpar:28:10
hispew1,jampew1:71:0 tropew3:69:0 cubpew1:67:0 darpew1:67:0 leapew1:67:0 grepew:64:0 wewpew:64:0 blapew1:63:0 eawpew:62:0 whtpew1:62:0 smcpew1:62:0 olsfly:60:0 ochpew1:59:0 easpho:52:0 wesfly:52:0 hamfly:52:0 smbtyr2:52:0 slbcht2:52:0 andtyr2:51:0 venfly1:51:0 ruttyr1:51:0 rivtyr2:51:0 blkpho:51:0 pinfly1:50:0 stofly1:49:67 logkin:42:33
hisspi,wesspi:73:67 purspi:69:0 jamspi:63:0 yefgra1:44:33
histro1,cubtro1:57:0 surtro1:52:0 blctro1:49:0 bactro1:49:0 battro1:49:0 moutro1:48:0 nartro1:48:0 coltro1:48:0 eletro2:46:0 slttro1:46:0 lattro1:45:0 blttro1:45:0 rehtro1:44:0 bkttro2:44:0 mastro1:44:0 maltro1:44:0 bkttro6:44:0 buttro1:44:0 orbtro2:44:0 diatro1:43:0 sumtro1:42:0 pavque1:41:0 cittro1:41:0 whitro1:40:0 resque1:37:50 putcar1:35:50
hiswoo1,gocwoo1:71:12 recwoo1:69:17 gofwoo:68:23 weiwoo1:64:6 jamwoo1:63:0 grbwoo3:63:14 purwoo1:61:0 gonwoo1:61:0 blcwoo1:61:0 yefwoo1:61:0 yucwoo:59:3 beawoo2:59:0 blnwoo1:58:0 gilwoo:57:1 guawoo1:57:3 spbwoo1:56:6 yetwoo2:55:0 whfwoo1:54:0 camfli1:54:3 darwoo1:54:0 acowoo:54:1 linwoo1:53:9 rebwoo:53:1 ferfli1:53:0
hoapuf1,grepuf1:69:33 butpuf1:64:0 gorsun1:55:0 grflan1:55:33 brvear1:54:0 putsun1:53:0 litsun1:53:0 vihhum1:53:0 hiseme1:53:0 stream2:53:0 brtcom1:53:0 cubeme1:52:0 amtsun3:52:0 pubwhi1:52:0 ratcoq2:52:0 broinc1:52:33 fescoq3:52:0 anchum1:51:0 pureme1:51:0 cozeme1:51:0 bucsap1:51:0 gretho1:51:0 grbfir1:51:0 somhum1:51:0
hoatzi1,orheag1:51:13 wemcha1:50:13 rethaw:49:7 specha3:46:7 andgua1:45:13 colnig1:41:13 whiher1:40:13 relser1:36:13 doccor:35:7
hobbul1,stbbul1:61:0 buvbul1:61:0 chabul1:60:0 ochbul2:57:0 strbul1:57:0 zambul1:57:0 yebbul2:56:0 cinbul1:56:0 phibul1:56:0 gytbul1:56:0 swagre1:56:0 gycbul3:56:0 visbul1:55:0 ashbul1:55:0 chebul1:55:0 yelbul1:55:0 brebul1:55:0 olibul1:54:0 sunbul3:54:0 minbul1:54:0 nicbul2:54:0 crsbul1:53:0 terbro1:53:0 gyebul1:53:0
hobcuc1,shbcuc1:80:72 blecuc1:63:8 rtbcuc1:62:0 yetcuc1:54:0 viocuc1:53:0 didcuc1:53:0 369157:51:15 nohcuc1:51:0 brucuc1:50:2 larhac2:50:0 phhcuc1:50:0 cohcuc1:49:0 lobcuc1:49:0 mohcuc1:48:0 hodhac1:47:0 comcic4:46:0 klacuc1:46:0 jacwin1:46:1 placuc1:46:0 ausfig1:46:1 strcuc1:45:0 grscuc1:45:0 malhac1:45:0 bltcuc1:45:0
hobher2,rubher:69:50 broher:63:0 batbar1:57:0 rubsab1:55:0 antman2:55:50 vitsta1:55:0 patbar1:55:0 bubsab1:55:0 nebher1:54:0 duther1:53:0 gobsta1:53:0 plaher1:53:0 sabher1:53:0 rufsab1:53:0 soobar1:53:0 gycher1:53:0 brther2:52:0 broinc1:52:0 tabher1:52:0 bubher1:52:0 lother1:52:0 lobher:52:0 lither2:52:0 stther1:52:0
hobkin1,scakin1:51:0 tahkin1:50:0 spakoo1:49:0 spokin1:48:0 somkin1:48:0 strkin1:47:0 wbopar1:46:67 rulkin1:45:0 laukoo1:45:0 lickin2:44:0 rubkoo1:44:0 flbkin1:43:0 blbkin1:43:0 colkin9:43:0 shbkoo1:42:0 chbkin2:42:0 brhkin1:42:0 ruckin1:42:0 colkin1:42:33 bankin1:42:0 blwkoo1:41:0 chakin2:41:0 melkin1:41:0 mickin4:40:0
