species_code,com_name,class_name
leabul1,Lesser Antillean Bullfinch,aves
palila,Palila,aves
yesgra1,Yellow-shouldered Grassquit,aves
499211,Loxoblemmus arietulus,insecta
555006,Loxoblemmus doenitzi,insecta
564678,Loxoblemmus equestris,insecta
43694,African Savanna Elephant,mammalia
357910,Forest Elephant,mammalia
akekee,Akekee,aves
akepa1,Hawaii Akepa,aves
hawcre,Hawaii Creeper,aves
akepa3,Maui Akepa,aves
akepa2,Oahu Akepa,aves
woolar1,Wood Lark,aves
1210965,Side-striped Jackal,mammalia
1210966,Black-backed Jackal,mammalia
rubnig1,Rufous-bellied Nighthawk,aves
shtnig1,Short-tailed Nighthawk,aves
thrnig1,Thrush Nightingale,aves
comnig1,Common Nightingale,aves
whbred1,White-bellied Redstart,aves
blueth,Bluethroat,aves
1638835,Asian Small-clawed Otter,mammalia
41850,Eurasian Otter,mammalia
1638842,Smooth-coated Otter,mammalia
chabar1,Chaplin's Barbet,aves
blbbar3,Black-billed Barbet,aves
whhbar1,White-headed Barbet,aves
refbar1,Red-faced Barbet,aves
blcbar1,Black-collared Barbet,aves
banbar1,Banded Barbet,aves
viebar1,Vieillot's Barbet,aves
516126,Culpeo,mammalia
516128,Darwin's Fox,mammalia
332338,Chilla,mammalia
423656,Pampas Fox,mammalia
516127,Hoary Fox,mammalia
42093,African Wild Dog,mammalia
paradi3,Obi Paradise-crow,aves
paradi2,Halmahera Paradise-crow,aves
jacsni,Jack Snipe,aves
grenig1,Great Eared-Nightjar,aves
malnig1,Malaysian Eared-Nightjar,aves
41974,Canada Lynx,mammalia
41979,Eurasian Lynx,mammalia
41975,Iberian Lynx,mammalia
41976,Bobcat,mammalia
904480,Geminate Cicada,insecta
361905,Common Cicada,insecta
caugro1,Caucasian Grouse,aves
blagro1,Black Grouse,aves
43445,Stump-tailed Macaque,mammalia
43454,Assam Macaque,mammalia
43450,Formosan Rock Macaque,mammalia
43459,Long-tailed Macaque,mammalia
43458,Japanese Macaque,mammalia
74532,Northern Pig-tailed Macaque,mammalia
43449,Moor Macaque,mammalia
43460,Rhesus Macaque,mammalia
54866,Arunachal Macaque,mammalia
43455,Southern Pig-tailed Macaque,mammalia
43457,Celebes Crested Macaque,mammalia
43448,Bonnet Macaque,mammalia
43446,Lion-tailed Macaque,mammalia
43456,Toque Macaque,mammalia
43452,Barbary Macaque,mammalia
43451,Tibetan Macaque,mammalia
machon3,Macgregor's Honeyeater,aves
yebboa1,Yellow-breasted Boatbill,aves
blbboa1,Black-breasted Boatbill,aves
clwman1,Club-winged Manakin,aves
paiman1,Painted Manakin,aves
ficman1,Fiery-capped Manakin,aves
strman2,Kinglet Manakin,aves
strman5,Striolated Manakin,aves
bathaw1,Bat Hawk,aves
cattyr,Cattle Tyrant,aves
indtit1,Indian Yellow Tit,aves
yeltit2,Taiwan Yellow Tit,aves
whwtit2,White-naped Tit,aves
yectit1,Yellow-cheeked Tit,aves
blltit1,Himalayan Black-lored Tit,aves
latant1,Large-tailed Antshrike,aves
tufant1,Tufted Antshrike,aves
gotgra1,Golden-tufted Grackle,aves
mougra1,Mountain Grackle,aves
maleo1,Maleo,aves
846402,Long-tongued Fruit Bats and Blossom Bats,mammalia
angpet1,Southern Giant-Petrel,aves
norgip1,Northern Giant-Petrel,aves
fbtbab1,Fluffy-backed Tit-Babbler,aves
brtbab1,Brown Tit-Babbler,aves
rotlon1,Rosy-throated Longclaw,aves
panlon1,Pangani Longclaw,aves
ortlon1,Orange-throated Longclaw,aves
yetlon1,Yellow-throated Longclaw,aves
abylon1,Abyssinian Longclaw,aves
fuelon2,Fülleborn's Longclaw,aves
grilon1,Grimwood's Longclaw,aves
shalon1,Sharpe's Longclaw,aves
41117,Long-legged Bat,mammalia
42881,Western Grey Kangaroo,mammalia
42888,Eastern Grey Kangaroo,mammalia
sbcdov1,Amboyna Cuckoo-Dove,aves
engcud1,Enggano Cuckoo-Dove,aves
sulcud1,Sultan's Cuckoo-Dove,aves
rucdov1,Ruddy Cuckoo-Dove,aves
ducdov1,Flores Sea Cuckoo-Dove,aves
macdov1,Spot-breasted Cuckoo-Dove,aves
timcud1,Timor Cuckoo-Dove,aves
barcud1,Barusan Cuckoo-Dove,aves
bbcdov1,Black-billed Cuckoo-Dove,aves
brcdov1,Brown Cuckoo-Dove,aves
licdov1,Little Cuckoo-Dove,aves
ancdov1,Andaman Cuckoo-Dove,aves
phcdov1,Philippine Cuckoo-Dove,aves
tancud1,Tanimbar Cuckoo-Dove,aves
bacdov1,Barred Cuckoo-Dove,aves
740528,Macrosemia kareisana,insecta
876600,Macrosemia pieli,insecta
grylon1,Gray Longbill,aves
yellon1,Yellow Longbill,aves
kemlon1,Kemp's Longbill,aves
krelon1,Kretschmer's Longbill,aves
pullon1,Pulitzer's Longbill,aves
208187,Cherrynose,insecta
41147,California Leaf-nosed Bat,mammalia
549305,Cassin's 17-year Cicada,insecta
244336,Neotredecim Periodical Cicada,insecta
105098,Pharaoh Cicada,insecta
105099,Little 17-year Cicada,insecta
244334,Cassin's 13-Year Cicada,insecta
83853,Riley's 13-Year Cicada,insecta
244335,Little 13-Year Cicada,insecta
aniani,Anianiau,aves
740574,Majeorona bovilla,insecta
740572,Majeorona truncata,insecta
abbbab1,Abbott's Babbler,aves
blbbab1,Black-browed Babbler,aves
horbab2,Horsfield's Babbler,aves
ulubus1,Uluguru Bushshrike,aves
gyhbus1,Gray-headed Bushshrike,aves
fibbus1,Fiery-breasted Bushshrike,aves
grbbus1,Green-breasted Bushshrike,aves
lagbus1,Lagden's Bushshrike,aves
monbus1,Monteiro's Bushshrike,aves
socbab1,Sooty-capped Babbler,aves
gybbab1,Gray-breasted Babbler,aves
sccbab1,Scaly-crowned Babbler,aves
moubab1,Moustached Babbler,aves
rucbab2,Rufous-crowned Babbler,aves
palbab1,Palawan Babbler,aves
blspuf1,Black-streaked Puffbird,aves
whcpuf1,White-chested Puffbird,aves
moupuf1,Moustached Puffbird,aves
whwpuf1,White-whiskered Puffbird,aves
runpuf1,Rufous-necked Puffbird,aves
sempuf1,Semicollared Puffbird,aves
crcpuf1,Crescent-chested Puffbird,aves
pieduc1,Pink-eared Duck,aves
ruewar2,Rufous-eared Warbler,aves
malia1,Malia,aves
balmal2,Gola Malimbe,aves
bltmal1,Black-throated Malimbe,aves
recmal2,Red-crowned Malimbe,aves
rebmal1,Red-bellied Malimbe,aves
ibamal1,Ibadan Malimbe,aves
cremal1,Crested Malimbe,aves
gramal1,Blue-billed Malimbe,aves
racmal1,Rachel's Malimbe,aves
rehmal1,Red-headed Malimbe,aves
revmal1,Red-vented Malimbe,aves
mcgcus1,McGregor's Cuckooshrike,aves
whsfai1,White-shouldered Fairywren,aves
lovfai1,Lovely Fairywren,aves
varfai1,Purple-backed Fairywren,aves
pucfai2,Purple-crowned Fairywren,aves
supfai1,Superb Fairywren,aves
empfai1,Emperor Fairywren,aves
rewfai1,Red-winged Fairywren,aves
varfai5,Variegated Fairywren,aves
whwfai1,White-winged Fairywren,aves
rebfai1,Red-backed Fairywren,aves
blbfai1,Blue-breasted Fairywren,aves
splfai1,Splendid Fairywren,aves
orcman1,Orange-collared Manakin,aves
whcman1,White-collared Manakin,aves
whbman1,White-bearded Manakin,aves
gocman1,Golden-collared Manakin,aves
grbtwi1,Green-backed Twinspot,aves
43532,Drill,mammalia
43533,Mandrill,mammalia
yetmin1,Yellow-throated Miner,aves
noimin1,Noisy Miner,aves
belmin1,Bell Miner,aves
blemin1,Black-eared Miner,aves
glmman2,Glossy-mantled Manucode,aves
crcman2,Crinkle-collared Manucode,aves
cucman1,Curl-crested Manucode,aves
jobman1,Jobi Manucode,aves
amewig,American Wigeon,aves
falduc,Falcated Duck,aves
amsduc1,Amsterdam Duck,aves
eurwig,Eurasian Wigeon,aves
chiwig1,Chiloe Wigeon,aves
gadwal,Gadwall,aves
balowl,Bare-legged Owl,aves
madpar2,Madagascar Partridge,aves
peethr1,Pearly-eyed Thrasher,aves
beatre1,Beautiful Treerunner,aves
rudtre1,Ruddy Treerunner,aves
peatre1,Pearled Treerunner,aves
fudtre1,Fulvous-dotted Treerunner,aves
martea1,Marbled Duck,aves
42663,Mouse Opossums,mammalia
46083,Grey Marmot,mammalia
46079,Bobak Marmot,mammalia
46087,Hoary Marmot,mammalia
46086,Yellow-bellied Marmot,mammalia
46094,Himalayan Marmot,mammalia
1279889,Forest Steppe Marmot,mammalia
46082,Alpine Marmot,mammalia
46095,Groundhog,mammalia
46093,Olympic Marmot,mammalia
46080,Tarbagan Marmot,mammalia
46091,Vancouver Island Marmot,mammalia
41798,American Marten,mammalia
453111,Pacific Marten,mammalia
41791,Yellow-throated Marten,mammalia
41800,Stone Marten,mammalia
41797,Nilgiri Marten,mammalia
41796,Eurasian Pine Marten,mammalia
41795,Sable,mammalia
maspar1,Mascarene Parrot,aves
gowman1,Golden-winged Manakin,aves
925378,Maua albigutta,insecta
sthmun3,White-spotted Munia,aves
sthmun2,Streak-headed Munia,aves
slamon1,Slaty Monarch,aves
vanmon1,Vanikoro Monarch,aves
ogemon1,Ogea Monarch,aves
74555,Mexican Red Brocket,mammalia
whbspi1,White-bellied Spinetail,aves
papnee1,Papuan Spinetail,aves
phinee1,Philippine Spinetail,aves
ruwtyr1,Rufous-winged Tyrannulet,aves
bubtyr1,Buff-banded Tyrannulet,aves
whttyr2,White-throated Tyrannulet,aves
subtyr1,Sulphur-bellied Tyrannulet,aves
whttyr1,White-tailed Tyrannulet,aves
whbtyr1,White-banded Tyrannulet,aves
418799,Mecopoda niponensis,insecta
1415019,Mecopoda sismondoi,insecta
1415020,Mecopoda synconfracta,insecta
afrshf1,African Shrike-flycatcher,aves
belkin1,Belted Kingfisher,aves
crekin1,Crested Kingfisher,aves
giakin3,Giant Kingfisher,aves
rinkin1,Ringed Kingfisher,aves
ngfrai1,New Guinea Flightless Rail,aves
yeepen1,Yellow-eyed Penguin,aves
gremel1,Greater Melampitta,aves
sbfdov1,Scarlet-breasted Fruit-Dove,aves
wofdov1,Wompoo Fruit-Dove,aves
strgra1,Striated Grassbird,aves
sulscr1,Sula Megapode,aves
tabscr1,Philippine Megapode,aves
negscr1,New Guinea Megapode,aves
melscr1,Melanesian Megapode,aves
dusscr1,Dusky Megapode,aves
dusscr3,Biak Megapode,aves
micscr1,Micronesian Megapode,aves
vanscr1,Vanuatu Megapode,aves
nicscr1,Nicobar Megapode,aves
niuscr1,Tongan Megapode,aves
orfscr1,Orange-footed Megapode,aves
tanscr1,Tanimbar Megapode,aves
541390,Megapomponia merula,insecta
41566,Humpback Whale,mammalia
bobfly1,Boat-billed Flycatcher,aves
whtsco1,White-throated Screech-Owl,aves
easowl1,Eastern Screech-Owl,aves
bkcsco1,Black-capped Screech-Owl,aves
besowl,Bearded Screech-Owl,aves
versco2,Choco Screech-Owl,aves
trsowl,Tropical Screech-Owl,aves
bssowl,Bare-shanked Screech-Owl,aves
pasowl4,Pacific Screech-Owl,aves
samsco1,Santa Marta Screech-Owl,aves
vesowl,Middle American Screech-Owl,aves
mofsco1,Montane Forest Screech-Owl,aves
rufsco1,Rufescent Screech-Owl,aves
wesowl1,Western Screech-Owl,aves
koesco1,Koepcke's Screech-Owl,aves
clfsco1,Cloud-forest Screech-Owl,aves
cinsco1,Cinnamon Screech-Owl,aves
persco1,Peruvian Screech-Owl,aves
foosco1,Foothill Screech-Owl,aves
lotsco1,Long-tufted Screech-Owl,aves
basowl,Balsas Screech-Owl,aves
whsowl1,Whiskered Screech-Owl,aves
tabsco1,Tawny-bellied Screech-Owl,aves
peaant1,Pearly Antshrike,aves
740118,Grand Western Flood Plain Cicada,insecta
740040,Plains Cicada,insecta
627630,Bush Cicada,insecta
740119,Fall Southeastern Dusk-singing Cicada,insecta
1496502,Northern Dusk-singing Cicada,insecta
740041,Walker's Annual Cicada,insecta
740122,Resh Cicada,insecta
740120,Resonant Cicada,insecta
638046,Cole's Bush Cicada,insecta
dorgos1,Doria's Hawk,aves
grexen1,Great Xenops,aves
giweye1,Giant White-eye,aves
burwoo1,Buff-rumped Woodpecker,aves
babwoo3,Black-and-buff Woodpecker,aves
burwoo3,Zebra Woodpecker,aves
bunwoo1,Buff-necked Woodpecker,aves
nimfly1,Nimba Flycatcher,aves
yebfly2,Yellow-eyed Black-Flycatcher,aves
angslf1,Angola Slaty-Flycatcher,aves
abyslf1,Abyssinian Slaty-Flycatcher,aves
nobfly1,Northern Black-Flycatcher,aves
wheslf1,White-eyed Slaty-Flycatcher,aves
sobfly1,Southern Black-Flycatcher,aves
lesmel1,Lesser Melampitta,aves
poouli,Poo-uli,aves
gofwoo,Golden-fronted Woodpecker,aves
whfwoo1,White-fronted Woodpecker,aves
whiwoo1,White Woodpecker,aves
rebwoo,Red-bellied Woodpecker,aves
gonwoo1,Golden-naped Woodpecker,aves
gocwoo1,Golden-cheeked Woodpecker,aves
yetwoo2,Yellow-tufted Woodpecker,aves
rehwoo,Red-headed Woodpecker,aves
yefwoo1,Yellow-fronted Woodpecker,aves
acowoo,Acorn Woodpecker,aves
guawoo1,Guadeloupe Woodpecker,aves
hofwoo1,Hoffmann's Woodpecker,aves
grbwoo1,Gray-breasted Woodpecker,aves
lewwoo,Lewis's Woodpecker,aves
purwoo1,Puerto Rican Woodpecker,aves
blcwoo1,Black-cheeked Woodpecker,aves
beawoo2,Beautiful Woodpecker,aves
yucwoo,Yucatan Woodpecker,aves
jamwoo1,Jamaican Woodpecker,aves
recwoo1,Red-crowned Woodpecker,aves
hiswoo1,Hispaniolan Woodpecker,aves
weiwoo1,West Indian Woodpecker,aves
gilwoo,Gila Woodpecker,aves
grytit1,Gray Tit,aves
whbtit5,White-bellied Tit,aves
cartit2,Carp's Tit,aves
ashtit2,Ashy Tit,aves
stbtit2,Stripe-breasted Tit,aves
rettit2,Red-throated Tit,aves
dustit2,Dusky Tit,aves
miotit2,Miombo Tit,aves
whsblt1,White-shouldered Black-Tit,aves
whwblt3,White-winged Black-Tit,aves
whbblt1,White-backed Black-Tit,aves
soublt1,Southern Black-Tit,aves
rubtit3,Rufous-bellied Tit,aves
somtit4,Somali Tit,aves
blksco2,Black Scoter,aves
whwsco2,White-winged Scoter,aves
whwsco3,Velvet Scoter,aves
blksco1,Common Scoter,aves
sursco,Surf Scoter,aves
whwsco1,Stejneger's Scoter,aves
obsber1,Obscure Berrypecker,aves
satber1,Satin Berrypecker,aves
spober1,Thick-billed Berrypecker,aves
lebber1,Mid-mountain Berrypecker,aves
blaber1,Black Berrypecker,aves
spober3,Spotted Berrypecker,aves
strber1,Streaked Berrypecker,aves
fatber1,Fan-tailed Berrypecker,aves
sultit1,Sultan Tit,aves
bahlau1,Bare-headed Laughingthrush,aves
blalau1,Black Laughingthrush,aves
bimlar1,Bimaculated Lark,aves
callar1,Calandra Lark,aves
tiblar1,Tibetan Lark,aves
monlar1,Mongolian Lark,aves
blalar1,Black Lark,aves
cawfin1,White-bridled Finch,aves
yebfin1,Yellow-bridled Finch,aves
whrrob2,White-rumped Robin,aves
smorob2,Smoky Robin,aves
hoorob1,Hooded Robin,aves
bugrob1,Blue-gray Robin,aves
manrob1,Mangrove Robin,aves
whwrob2,White-winged Robin,aves
dusrob1,Dusky Robin,aves
507377,Desert Cricket,insecta
elecre1,Elegant Crescentchest,aves
marcre1,Marañon Crescentchest,aves
olccre1,Olive-crowned Crescentchest,aves
colcre1,Collared Crescentchest,aves
blapar2,Black Partridge,aves
1250539,Darwin's Diabolic Toad,amphibia
blacat1,Black Catbird,aves
blapit1,Black Pitohui,aves
bkfgra,Black-faced Grassquit,aves
slbfin1,St. Lucia Black Finch,aves
blumoc,Blue Mockingbird,aves
bawmoc1,Blue-and-white Mockingbird,aves
wiltur,Wild Turkey,aves
ocetur1,Ocellated Turkey,aves
855297,European Badger,mammalia
sacmel1,Makira Honeyeater,aves
lython1,Lyre-tailed Honeyguide,aves
belmel1,Belford's Melidectes,aves
huomel1,Huon Melidectes,aves
vogmel1,Vogelkop Melidectes,aves
cibmel1,Cinnamon-browed Melidectes,aves
yebmel1,Yellow-browed Melidectes,aves
ornmel1,Ornate Melidectes,aves
hobkin1,Hook-billed Kingfisher,aves
pacgos1,Pale Chanting-Goshawk,aves
dacgos1,Dark Chanting-Goshawk,aves
eacgos1,Eastern Chanting-Goshawk,aves
yefhon2,Yellow-footed Honeyguide,aves
zenhon1,Zenker's Honeyguide,aves
lobhon2,Long-billed Honeyeater,aves
soomel1,Sooty Honeyeater,aves
shbmel1,Short-bearded Honeyeater,aves
lobmel1,Long-bearded Honeyeater,aves
kanhon1,Kadavu Honeyeater,aves
whlhon1,White-lined Honeyeater,aves
scrhon1,Scrub Honeyeater,aves
mimhon1,Mimic Honeyeater,aves
pubhon1,Puff-backed Honeyeater,aves
orchon1,Orange-cheeked Honeyeater,aves
grahon3,Elegant Honeyeater,aves
yeghon1,Yellow-gaped Honeyeater,aves
kimhon1,Kimberley Honeyeater,aves
grahon2,Graceful Honeyeater,aves
grahon5,Cryptic Honeyeater,aves
lewhon1,Lewin's Honeyeater,aves
spbmel1,Mottled Honeyeater,aves
forhon1,Forest Honeyeater,aves
yeshon1,Yellow-spotted Honeyeater,aves
moumel1,Mountain Honeyeater,aves
stbhon3,Streak-breasted Honeyeater,aves
taghon1,Tagula Honeyeater,aves
spahon1,Spangled Honeyeater,aves
washon1,Foja Honeyeater,aves
smohon1,Smoky Honeyeater,aves
arfhon1,Arfak Honeyeater,aves
blhhon1,Black-headed Honeyeater,aves
whthon1,White-throated Honeyeater,aves
brhhon1,Brown-headed Honeyeater,aves
whnhon3,Gilbert's Honeyeater,aves
blchon2,Black-chinned Honeyeater,aves
whnhon2,White-naped Honeyeater,aves
stbhon2,Strong-billed Honeyeater,aves
whsfri1,White-streaked Friarbird,aves
beehum1,Bee Hummingbird,aves
verhum1,Vervain Hummingbird,aves
blabut1,Black Butcherbird,aves
mogwar1,Moustached Grass-Warbler,aves
1264418,Formosan Ferret Badger,mammalia
471072,Asian Bell Cricket,insecta
budger,Budgerigar,aves
purbul3,St. Kitts Bullfinch,aves
cubbul2,Cuban Bullfinch,aves
purbul1,Puerto Rican Bullfinch,aves
cubbul3,Grand Cayman Bullfinch,aves
grabul1,Greater Antillean Bullfinch,aves
swaspa,Swamp Sparrow,aves
linspa,Lincoln's Sparrow,aves
sonspa,Song Sparrow,aves
abetow,Abert's Towhee,aves
whttow1,White-throated Towhee,aves
pregrs1,White-faced Ground-Sparrow,aves
pregrs2,Cabanis's Ground-Sparrow,aves
caltow,California Towhee,aves
cantow,Canyon Towhee,aves
rcgspa1,Rusty-crowned Ground-Sparrow,aves
whegrs2,White-eared Ground-Sparrow,aves
whegrs1,Gray-crowned Ground-Sparrow,aves
whctur1,White-cheeked Turaco,aves
prrtur1,Prince Ruspoli's Turaco,aves
46104,Indochinese Ground Squirrel,mammalia
tsiwor1,Tsingy Forest Rail,aves
madwor1,Madagascar Forest Rail,aves
alblyr1,Albert's Lyrebird,aves
suplyr1,Superb Lyrebird,aves
41879,Hooded Skunk,mammalia
41880,Striped Skunk,mammalia
torduc1,Torrent Duck,aves
smew,Smew,aves
auimer1,Auckland Islands Merganser,aves
commer,Common Merganser,aves
bramer1,Brazilian Merganser,aves
rebmer,Red-breasted Merganser,aves
scsmer1,Scaly-sided Merganser,aves
pbbeat1,Purple-bearded Bee-eater,aves
wtbeat1,White-throated Bee-eater,aves
rucbee1,Rufous-crowned Bee-eater,aves
eubeat1,European Bee-eater,aves
bobeat1,Böhm's Bee-eater,aves
bhbeat1,Black-headed Bee-eater,aves
wfbeat1,White-fronted Bee-eater,aves
rtbeat1,Red-throated Bee-eater,aves
grnbee2,Arabian Green Bee-eater,aves
blbeat1,Black Bee-eater,aves
stbeat1,Swallow-tailed Bee-eater,aves
bubbee2,Ethiopian Bee-eater,aves
chbeat1,Chestnut-headed Bee-eater,aves
robeat1,Rosy Bee-eater,aves
bumbee1,Blue-moustached Bee-eater,aves
bhbeat2,Blue-headed Bee-eater,aves
scbeat1,Southern Carmine Bee-eater,aves
ncbeat1,Northern Carmine Bee-eater,aves
ccbeat1,Cinnamon-chested Bee-eater,aves
grnbee3,Asian Green Bee-eater,aves
rabeat1,Rainbow Bee-eater,aves
bcbeat1,Blue-cheeked Bee-eater,aves
btbeat1,Blue-tailed Bee-eater,aves
libeat1,Little Bee-eater,aves
sobeat1,Somali Bee-eater,aves
mabeat1,Olive Bee-eater,aves
bbbeat2,Blue-breasted Bee-eater,aves
btbeat2,Blue-throated Bee-eater,aves
grnbee1,African Green Bee-eater,aves
slabri1,Slaty Bristlefront,aves
strbri1,Stresemann's Bristlefront,aves
greibi1,Green Ibis,aves
bromes1,Brown Mesite,aves
whbmes2,White-breasted Mesite,aves
44919,Golden Hamster,mammalia
trumon1,Chuuk Monarch,aves
scamet1,Scaled Metaltail,aves
vitmet1,Violet-throated Metaltail,aves
fitmet1,Fire-throated Metaltail,aves
permet1,Perija Metaltail,aves
nebmet1,Neblina Metaltail,aves
blamet1,Black Metaltail,aves
copmet1,Coppery Metaltail,aves
tyrmet1,Tyrian Metaltail,aves
virmet1,Viridian Metaltail,aves
25183,Bornean Tree Hole Frog,amphibia
1594913,Metapurana nebulilinea,insecta
brwjac1,Bronze-winged Jacana,aves
orfplu2,Orange-fronted Plushcrown,aves
gsgdov1,Golden-spotted Ground Dove,aves
bfgdov1,Bare-faced Ground Dove,aves
bwgdov1,Black-winged Ground Dove,aves
begdov1,Bare-eyed Ground Dove,aves
154672,Bog Bush-cricket,insecta
504179,Purple Meadow Bush-cricket,insecta
74580,Black-tailed Marmoset,mammalia
81494,Rondon's Marmoset,mammalia
buffal1,Buckley's Forest-Falcon,aves
liffal1,Lined Forest-Falcon,aves
cryfof1,Cryptic Forest-Falcon,aves
sbffal1,Slaty-backed Forest-Falcon,aves
plffal1,Plumbeous Forest-Falcon,aves
baffal1,Barred Forest-Falcon,aves
coffal1,Collared Forest-Falcon,aves
elfowl,Elf Owl,aves
tafgna1,Tawny-faced Gnatwren,aves
colgna1,Collared Gnatwren,aves
25432,Micro Frog,amphibia
lotcor1,Reed Cormorant,aves
crocor1,Crowned Cormorant,aves
lipcor1,Little Pied Cormorant,aves
litcor1,Little Cormorant,aves
pygcor2,Pygmy Cormorant,aves
48122,Lesser Anglewing,insecta
84752,Greater Anglewing,insecta
wibwre1,Wing-banded Wren,aves
scbwre1,Scaly-breasted Wren,aves
nigwre1,Nightingale Wren,aves
fluwre1,Flutist Wren,aves
snowca1,Snowcap,aves
whteme1,White-tailed Emerald,aves
coheme1,Coppery-headed Emerald,aves
dwakoe1,Dwarf Koel,aves
jacwin1,Jacky-winter,aves
lebfly3,Lemon-bellied Flyrobin,aves
gobfly2,Golden-bellied Flyrobin,aves
chopig1,Choiseul Pigeon,aves
colfal1,Collared Falconet,aves
phifal1,Philippine Falconet,aves
bltfal1,Black-thighed Falconet,aves
whffal1,White-fronted Falconet,aves
piefal2,Pied Falconet,aves
24832,Tubercled Pygmy Frog,amphibia
66131,East Asian Ornate Chorus Frog,amphibia
24826,Dark-sided Chorus Frog,amphibia
476579,Mukhlesur's Narrow-mouthed Frog,amphibia
476581,Nilphamarai Narrow-mouthed Frog,amphibia
717557,Wettstein's Andes Frog,amphibia
grtwar1,Green-tailed Warbler,aves
mitbab1,Leyte Plumed-Warbler,aves
minmib1,Mindanao Plumed-Warbler,aves
lanmon1,Lanceolated Monklet,aves
45316,Eurasian Harvest Mouse,mammalia
gabgos2,Gabar Goshawk,aves
1370802,East Coast Free-tailed Bat,mammalia
lesjac1,Lesser Jacana,aves
rbppar1,Red-breasted Pygmy-Parrot,aves
fippar1,Finsch's Pygmy-Parrot,aves
geppar1,Geelvink Pygmy-Parrot,aves
ycppar1,Yellow-capped Pygmy-Parrot,aves
meppar1,Meek's Pygmy-Parrot,aves
bfppar1,Buff-faced Pygmy-Parrot,aves
rufwoo2,Rufous Woodpecker,aves
dowant1,Dot-winged Antwren,aves
46099,Central American Dwarf Squirrel,mammalia
46100,Amazon Dwarf Squirrel,mammalia
46101,Western Dwarf Squirrel,mammalia
ptwfin1,Plain-tailed Warbling Finch,aves
gytwaf1,Gray-throated Warbling Finch,aves
ciwfin1,Cinereous Warbling Finch,aves
rbwfin2,Rusty-browed Warbling Finch,aves
rrwfin1,Buff-throated Warbling Finch,aves
bcwfin2,Black-capped Warbling Finch,aves
riwfin1,Ringed Warbling Finch,aves
thshem1,Three-striped Hemispingus,aves
semhaw2,Semicollared Hawk,aves
tinhaw1,Tiny Hawk,aves
sltwoo1,Slender-tailed Woodstar,aves
pubbul1,Puff-backed Bulbul,aves
andbul1,Andaman Bulbul,aves
blhbul1,Black-headed Bulbul,aves
bawbul2,Black-and-white Bulbul,aves
blwbul1,Blue-wattled Bulbul,aves
gyhbul1,Gray-headed Bulbul,aves
yewbul1,Yellow-wattled Bulbul,aves
44282,Field Vole,mammalia
44280,Common Vole,mammalia
44326,California Vole,mammalia
44262,Günther's Vole,mammalia
44316,Singing Vole,mammalia
44311,Eastern Meadow Vole,mammalia
44319,Woodland Vole,mammalia
44306,Taiga Vole,mammalia
rutxen1,Rufous-tailed Xenops,aves
25180,Stejneger's Paddy Frog,amphibia
blakit1,Black Kite,aves
redkit1,Red Kite,aves
brbmoc1,Brown-backed Mockingbird,aves
tromoc,Tropical Mockingbird,aves
socmoc1,Socorro Mockingbird,aves
bahmoc,Bahama Mockingbird,aves
lotmoc1,Long-tailed Mockingbird,aves
hoomoc1,Española Mockingbird,aves
chamoc2,San Cristobal Mockingbird,aves
galmoc1,Galapagos Mockingbird,aves
patmoc1,Patagonian Mockingbird,aves
normoc,Northern Mockingbird,aves
chbmoc1,Chalk-browed Mockingbird,aves
chimoc1,Chilean Mockingbird,aves
chamoc1,Floreana Mockingbird,aves
whbmoc1,White-banded Mockingbird,aves
787617,Common Paddy Field Frog,amphibia
40592,Little Bent-winged Bat,mammalia
40591,Lesser Long-fingered Bat,mammalia
74620,Eastern Bent-winged Bat,mammalia
356115,Maghrebian Bent-wing Bat,mammalia
57530,Natal Long-fingered Bat,mammalia
1370817,Australasian Bent-winged Bat,mammalia
57534,Schreibers' Long-fingered Bat,mammalia
retmin1,Red-tailed Minla,aves
golmyn1,Golden Myna,aves
yefmyn1,Yellow-faced Myna,aves
lotmyn1,Long-tailed Myna,aves
129136,Eastern Striped Cricket,insecta
y01249,Olive-striped Flycatcher,aves
mccfly1,McConnell's Flycatcher,aves
ocbfly1,Ochre-bellied Flycatcher,aves
y01249,Olive-streaked Flycatcher,aves
mccfly3,Sierra de Lema Flycatcher,aves
gyhfly1,Gray-hooded Flycatcher,aves
stnfly1,Streak-necked Flycatcher,aves
74633,Northern Talapoin,mammalia
whtlar1,White-tailed Lark,aves
latlar1,Melodious Lark,aves
korlar1,Kordofan Lark,aves
sinbus6,Singing Bushlark,aves
monlar2,Monotonous Lark,aves
frilar1,Friedmann's Lark,aves
willar1,Williams's Lark,aves
41728,Northern Elephant Seal,mammalia
41729,Southern Elephant Seal,mammalia
olifly2,Olive Flycatcher,aves
tuffly,Tufted Flycatcher,aves
duftan1,Dusky-faced Tanager,aves
olbtan1,Olive-backed Tanager,aves
alacur1,Alagoas Curassow,aves
salcur1,Salvin's Curassow,aves
crecur2,Crestless Curassow,aves
rabcur2,Razor-billed Curassow,aves
22066,Great Barred Frog,amphibia
bostib1,Bold-striped Tit-Babbler,aves
gyctib1,Gray-cheeked Tit-Babbler,aves
sttbab1,Pin-striped Tit-Babbler,aves
gyftib1,Gray-faced Tit-Babbler,aves
gyctib3,Kangean Tit-Babbler,aves
bawwar,Black-and-white Warbler,aves
spothr1,Spot-throat,aves
358847,Mogannia formosana,insecta
358848,Grass Cicada,insecta
