species_code,com_name,class_name
oahoo,Oahu Oo,aves
bisoo,Bishop's Oo,aves
kauoo,Kauai Oo,aves
hawoo,Hawaii Oo,aves
whiteh1,Whitehead,aves
pipipi1,Pipipi,aves
yellow3,Yellowhead,aves
516398,Alvarez's Mastiff Bat,mammalia
74642,Thomas's Mastiff Bat,mammalia
41254,Velvety Free-tailed Bat,mammalia
1431066,Black mastiff bat,mammalia
74643,Black Mastiff Bat,mammalia
41250,Sinaloan Mastiff Bat,mammalia
brocow1,Bronzed Cowbird,aves
brocow2,Bronze-brown Cowbird,aves
bnhcow,Brown-headed Cowbird,aves
shicow,Shiny Cowbird,aves
giacow,Giant Cowbird,aves
scrcow1,Screaming Cowbird,aves
higmot1,Andean Motmot,aves
trimot1,Trinidad Motmot,aves
bucmot1,Blue-capped Motmot,aves
bucmot2,Lesson's Motmot,aves
rucmot1,Russet-crowned Motmot,aves
bucmot4,Amazonian Motmot,aves
bucmot3,Whooping Motmot,aves
torfly1,Torrent Flyrobin,aves
chbmon1,Chestnut-bellied Monarch,aves
islmon1,Island Monarch,aves
blwmon1,Black-winged Monarch,aves
yapmon1,Yap Monarch,aves
blfmon1,Black-faced Monarch,aves
whcmon1,White-capped Monarch,aves
tinmon1,Tinian Monarch,aves
blanun1,Black Nunbird,aves
yebnun1,Yellow-billed Nunbird,aves
whfnun1,White-fronted Nunbird,aves
blfnun1,Black-fronted Nunbird,aves
submes1,Subdesert Mesite,aves
bkclau2,Nilgiri Laughingthrush,aves
kerlau2,Palani Laughingthrush,aves
bkclau1,Banasura Laughingthrush,aves
kerlau3,Ashambu Laughingthrush,aves
mirthr1,Miombo Rock-Thrush,aves
strthr1,Short-toed Rock-Thrush,aves
bcrthr1,Blue-capped Rock-Thrush,aves
ammrot1,Amber Mountain Rock-Thrush,aves
serthr1,Sentinel Rock-Thrush,aves
wtrthr1,White-throated Rock-Thrush,aves
litrot1,Littoral Rock-Thrush,aves
cbrthr1,Chestnut-bellied Rock-Thrush,aves
lirthr1,Little Rock-Thrush,aves
carthr1,Cape Rock-Thrush,aves
rtrthr1,Rufous-tailed Rock-Thrush,aves
wwccha1,White-winged Cliff-Chat,aves
forrot2,Forest Rock-Thrush,aves
burthr,Blue Rock-Thrush,aves
blwsno1,Black-winged Snowfinch,aves
tibsno2,Tibetan Snowfinch,aves
whwsno1,White-winged Snowfinch,aves
1430965,Ansorge's Free-tailed Bat,mammalia
765544,Angolan Free-tailed Bat,mammalia
1431348,Northern Free-tailed Bat,mammalia
765553,Midas Free-tailed Bat,mammalia
1431360,Wrinkle-lipped Bat,mammalia
1370990,Little Free-tailed Bat,mammalia
74647,Antillean Ghost-faced Bat,mammalia
41224,Ghost-faced Bat,mammalia
41283,Kalinowski's mastiff bat,mammalia
legcuc1,Lesser Ground-Cuckoo,aves
barhaw1,Barred Hawk,aves
creeag1,Crested Eagle,aves
norgan,Northern Gannet,aves
capgan1,Cape Gannet,aves
ausgan1,Australasian Gannet,aves
42144,Siberian Musk Deer,mammalia
1632703,Common Mist Frog,amphibia
afpwag1,African Pied Wagtail,aves
whiwag,White Wagtail,aves
boclon2,Sao Tome Short-tail,aves
capwag1,Cape Wagtail,aves
grywag,Gray Wagtail,aves
citwag,Citrine Wagtail,aves
mouwag1,Mountain Wagtail,aves
eaywag1,Western Yellow Wagtail,aves
madwag1,Madagascar Wagtail,aves
japwag1,Japanese Wagtail,aves
whbwag1,White-browed Wagtail,aves
mekwag1,Mekong Wagtail,aves
eaywag,Eastern Yellow Wagtail,aves
rutbab1,Rufous-tailed Babbler,aves
1151010,Yellow Grass-ticker,insecta
sousow1,Southern Sooty-Woodpecker,aves
ashwoo1,Ashy Woodpecker,aves
soowoo1,Northern Sooty-Woodpecker,aves
grswoo1,Great Slaty Woodpecker,aves
asccra1,Ascension Crake,aves
41921,Banded Mongoose,mammalia
42186,Southern Red Muntjac,mammalia
42187,Reeves's Muntjac,mammalia
74659,Northern Red Muntjac,mammalia
765460,Bicolored Tube-nosed Bat,mammalia
44705,House Mouse,mammalia
44688,Algerian Mouse,mammalia
45856,Hazel Dormouse,mammalia
afdfly1,African Dusky Flycatcher,aves
swafly3,Swamp Flycatcher,aves
casfly1,Cassin's Flycatcher,aves
asbfly,Asian Brown Flycatcher,aves
ligfly2,Little Flycatcher,aves
ferfly1,Ferruginous Flycatcher,aves
gamfly1,Gambaga Flycatcher,aves
gysfly1,Gray-streaked Flycatcher,aves
brbfly2,Brown-breasted Flycatcher,aves
asbfly1,Ashy-breasted Flycatcher,aves
subfly2,Sumba Brown Flycatcher,aves
yeffly1,Yellow-footed Flycatcher,aves
dasfly,Dark-sided Flycatcher,aves
subfly3,Sulawesi Brown Flycatcher,aves
spofly1,Spotted Flycatcher,aves
bnsfly1,Brown-streaked Flycatcher,aves
stftyr1,Short-tailed Field Tyrant,aves
shtgrt1,Shear-tailed Gray Tyrant,aves
wfgtyr1,White-fronted Ground-Tyrant,aves
wbgtyr1,White-browed Ground-Tyrant,aves
plcgrt1,Plain-capped Ground-Tyrant,aves
cibgrt1,Cinnamon-bellied Ground-Tyrant,aves
cingrt1,Cinereous Ground-Tyrant,aves
ongtyr1,Ochre-naped Ground-Tyrant,aves
bfgtyr1,Black-fronted Ground-Tyrant,aves
tacgrt1,Taczanowski's Ground-Tyrant,aves
pugtyr1,Puna Ground-Tyrant,aves
dafgrt1,Dark-faced Ground-Tyrant,aves
sbgtyr1,Spot-billed Ground-Tyrant,aves
rngtyr1,Rufous-naped Ground-Tyrant,aves
41808,Eurasian Stoat,mammalia
399272,Domestic Ferret,mammalia
41809,Black-footed Ferret,mammalia
569428,Least Weasel,mammalia
41812,Western Polecat,mammalia
1264427,American Ermine,mammalia
astcra1,Ash-throated Crake,aves
zaprai1,Zapata Rail,aves
colcra2,Colombian Crake,aves
pabcra,Paint-billed Crake,aves
varsol1,Varied Solitaire,aves
cubsol1,Cuban Solitaire,aves
rutsol1,Rufous-throated Solitaire,aves
olomao,Olomao,aves
blfsol1,Black-faced Solitaire,aves
kamao,Kamao,aves
omao,Omao,aves
brbsol1,Brown-backed Solitaire,aves
puaioh,Puaiohi,aves
andsol1,Andean Solitaire,aves
towsol,Townsend's Solitaire,aves
slcsol1,Slate-colored Solitaire,aves
amaui,Amaui,aves
colgro1,Collared Grosbeak,aves
whwgro1,White-winged Grosbeak,aves
baygro1,Black-and-yellow Grosbeak,aves
spwgro1,Spot-winged Grosbeak,aves
woosto,Wood Stork,aves
milsto1,Milky Stork,aves
yebsto1,Yellow-billed Stork,aves
paisto1,Painted Stork,aves
samfly1,Samoan Flycatcher,aves
shifly1,Shining Flycatcher,aves
biafly1,Biak Flycatcher,aves
blcfly2,Azure-crested Flycatcher,aves
melfly1,Melanesian Flycatcher,aves
chtfly1,Chestnut-throated Flycatcher,aves
ochfly1,Ochre-headed Flycatcher,aves
satfly1,Satin Flycatcher,aves
velfly1,Velvet Flycatcher,aves
palfly3,Palau Flycatcher,aves
stbfly1,Steel-blue Flycatcher,aves
guafly1,Guam Flycatcher,aves
molfly1,Moluccan Flycatcher,aves
dulfly2,Mussau Flycatcher,aves
resfly1,Restless Flycatcher,aves
papfly1,Paperbark Flycatcher,aves
ocefly1,Chuuk Flycatcher,aves
pohfly1,Pohnpei Flycatcher,aves
leafly2,Leaden Flycatcher,aves
brbfly1,Broad-billed Flycatcher,aves
vanfly1,Vanikoro Flycatcher,aves
purfly1,Puerto Rican Flycatcher,aves
apifly1,Apical Flycatcher,aves
sadfly1,Sad Flycatcher,aves
paefly1,Pale-edged Flycatcher,aves
astfly,Ash-throated Flycatcher,aves
grcfly,Great Crested Flycatcher,aves
shcfly1,Short-crested Flycatcher,aves
1651903,Salvadoran Flycatcher,aves
galfly1,Galapagos Flycatcher,aves
grefly1,Grenada Flycatcher,aves
nutfly,Nutting's Flycatcher,aves
leafly1,Lesser Antillean Flycatcher,aves
panfly1,Panama Flycatcher,aves
socfly2,Sooty-crowned Flycatcher,aves
lasfly,La Sagra's Flycatcher,aves
ruffly1,Rufous Flycatcher,aves
stofly1,Stolid Flycatcher,aves
swafly1,Swainson's Flycatcher,aves
ducfly,Dusky-capped Flycatcher,aves
bncfly,Brown-crested Flycatcher,aves
rutfly1,Rufous-tailed Flycatcher,aves
venfly1,Venezuelan Flycatcher,aves
yucfly1,Yucatan Flycatcher,aves
bltfly1,Black-tailed Flycatcher,aves
whifly1,Whiskered Flycatcher,aves
surfly1,Sulphur-rumped Flycatcher,aves
tabfly1,Tawny-breasted Flycatcher,aves
whfred1,White-faced Redstart,aves
whfred2,White-fronted Redstart,aves
brcred1,Brown-capped Redstart,aves
sabred1,Saffron-breasted Redstart,aves
tepred1,Tepui Redstart,aves
yecred1,Yellow-crowned Redstart,aves
spered1,Spectacled Redstart,aves
sltred,Slate-throated Redstart,aves
gofred1,Golden-fronted Redstart,aves
parred1,Paria Redstart,aves
paired,Painted Redstart,aves
colred1,Collared Redstart,aves
baifly1,Baird's Flycatcher,aves
gocfly1,Golden-crowned Flycatcher,aves
gobfly1,Golden-bellied Flycatcher,aves
subfly,Sulphur-bellied Flycatcher,aves
strfly1,Streaked Flycatcher,aves
sunrob3,Javan Robin,aves
whtrob2,White-tailed Robin,aves
sunrob2,Sumatran Robin,aves
gryela3,Gray-headed Elaenia,aves
gryela2,Amazonian Elaenia,aves
jamela1,Jamaican Elaenia,aves
yecela1,Yellow-crowned Elaenia,aves
forela1,Forest Elaenia,aves
fooela1,Foothill Elaenia,aves
gryela1,Choco Elaenia,aves
pacela1,Pacific Elaenia,aves
greela,Greenish Elaenia,aves
brcfly4,Mouse-gray Flycatcher,aves
olcfly1,Olive-chested Flycatcher,aves
brcfly1,Bran-colored Flycatcher,aves
flafly2,Flavescent Flycatcher,aves
unafly1,Unadorned Flycatcher,aves
orcfly1,Orange-crested Flycatcher,aves
rorfly1,Roraiman Flycatcher,aves
brcfly3,Rufescent Flycatcher,aves
monpar2,Cliff Parakeet,aves
monpar1,Monk Parakeet,aves
wbptyr1,White-bellied Pygmy-Tyrant,aves
bcptyr1,Black-capped Pygmy-Tyrant,aves
eaptyr1,Eared Pygmy-Tyrant,aves
stptyr1,Short-tailed Pygmy-Tyrant,aves
smbtyr2,Smoky Bush-Tyrant,aves
rbbtyr1,Rufous-bellied Bush-Tyrant,aves
smbtyr1,Santa Marta Bush-Tyrant,aves
stbtyr1,Streak-throated Bush-Tyrant,aves
samwar1,Santa Marta Warbler,aves
twbwar1,Two-banded Warbler,aves
gobwar4,Choco Warbler,aves
gobwar3,Cuzco Warbler,aves
gytwar1,Gray-throated Warbler,aves
whlwar1,White-lored Warbler,aves
rucwar1,Russet-crowned Warbler,aves
flawar1,Flavescent Warbler,aves
gagwar2,Gray-and-gold Warbler,aves
burwar1,Buff-rumped Warbler,aves
gyhwar1,Gray-headed Warbler,aves
whbwar2,White-browed Warbler,aves
whswar2,White-striped Warbler,aves
citwar1,Citrine Warbler,aves
blcwar2,Black-crested Warbler,aves
rivwar1,Riverbank Warbler,aves
palwar1,Pale-legged Warbler,aves
ornfly1,Ornate Flycatcher,aves
rumfly1,Rusty-margined Flycatcher,aves
grcfly1,Gray-capped Flycatcher,aves
ducfly2,Dusky-chested Flycatcher,aves
socfly1,Social Flycatcher,aves
43997,Coypu,mammalia
ceywht1,Sri Lanka Whistling-Thrush,aves
borwht1,Bornean Whistling-Thrush,aves
blwthr1,Blue Whistling-Thrush,aves
chwwht1,Sumatran Whistling-Thrush,aves
javwht1,Javan Whistling-Thrush,aves
mawthr1,Malabar Whistling-Thrush,aves
fowthr1,Taiwan Whistling-Thrush,aves
shwthr1,Shiny Whistling-Thrush,aves
mawthr2,Malayan Whistling-Thrush,aves
boefly1,Böhm's Flycatcher,aves
795052,Bassian Buzzer,insecta
1579518,Adelaide Buzzer,insecta
569702,Fence Buzzer,insecta
829184,Smoky Buzzer,insecta
asctap1,Ash-colored Tapaculo,aves
40296,silver-tipped myotis,mammalia
74692,Alcathoe myotis,mammalia
40293,Atacama myotis,mammalia
40323,Southeastern Myotis,mammalia
74697,Bechstein's bat,mammalia
40317,Lesser mouse-eared bat,mammalia
74699,Brandt's bat,mammalia
40342,California Myotis,mammalia
40284,Long-fingered Bat,mammalia
40283,Chilean myotis,mammalia
68093,Western Small-footed Myotis,mammalia
907291,Cryptic Myotis,mammalia
40308,pond bat,mammalia
424254,Daubenton's bat,mammalia
40281,Geoffroy's Bat,mammalia
40354,Long-eared Myotis,mammalia
74706,Fringed Long-footed Myotis,mammalia
40312,Hodgson's Bat,mammalia
40352,Gray Bat,mammalia
40290,lesser large-footed bat,mammalia
40316,Horsfield's Bat,mammalia
40341,hairy-legged myotis,mammalia
74710,Chinese Water Myotis,mammalia
40349,Eastern Small-footed Myotis,mammalia
40346,Little Brown Bat,mammalia
74711,Southern Myotis,mammalia
40273,Schwartz's myotis,mammalia
40292,Whiskered Myotis,mammalia
40291,Mouse-eared Bat,mammalia
40314,Whiskered Bat,mammalia
210400,Natterer's Bat,mammalia
40286,Black Myotis,mammalia
74715,Arizona Myotis,mammalia
40335,montane myotis,mammalia
1431559,Northern Hairy-legged Myotis,mammalia
74717,Felten's myotis,mammalia
40301,riparian myotis,mammalia
74719,Northern Myotis,mammalia
40350,Indiana Bat,mammalia
40347,Fringed Myotis,mammalia
40348,Cave Myotis,mammalia
40307,fish-eating bat,mammalia
40344,Long-legged Myotis,mammalia
40325,Yuma Myotis,mammalia
1431556,Zenati Myotis,mammalia
whbant1,White-bellied Antbird,aves
noacha1,Northern Anteater-Chat,aves
whbcha2,Arnot's Chat,aves
soacha1,Southern Anteater-Chat,aves
ruecha1,Rüppell's Chat,aves
mouwhe1,Mountain Chat,aves
soocha1,Sooty Chat,aves
conmoo1,Congo Moor Chat,aves
47107,Giant Anteater,mammalia
brhant1,Brownish-headed Antbird,aves
cauant2,Caura Antbird,aves
humant1,Humaita Antbird,aves
pluant1,Plumbeous Antbird,aves
spwant3,Spot-winged Antbird,aves
rufant4,Rufous-faced Antbird,aves
rorant2,Roraiman Antbird,aves
slcant3,Slate-colored Antbird,aves
132319,Mottled Grasshopper,insecta
shtwoo1,Short-tailed Woodstar,aves
whbant6,White-browed Antbird,aves
whlant1,White-lined Antbird,aves
asbant1,Ash-breasted Antbird,aves
bltant1,Black-tailed Antbird,aves
blfant2,Black-faced Antbird,aves
bawant1,Black-and-white Antbird,aves
whiant1,Cordillera Azul Antbird,aves
febant1,Ferruginous-backed Antbird,aves
whbant4,White-bibbed Antbird,aves
scaant3,Scalloped Antbird,aves
squant1,Squamate Antbird,aves
bltant2,Black-throated Antbird,aves
stbant2,Stripe-backed Antbird,aves
wibant1,Wing-banded Antbird,aves
amaant1,Amazonian Antpitta,aves
thlant2,Thrush-like Antpitta,aves
thiant1,Thicket Antpitta,aves
whlant2,White-lored Antpitta,aves
tepant1,Tepui Antpitta,aves
thlant3,Tapajos Antpitta,aves
yetant1,Yellow-throated Antwren,aves
leaant1,Leaden Antwren,aves
whfant2,White-flanked Antwren,aves
plwant2,Plain-winged Antwren,aves
pygant1,Pygmy Antwren,aves
cheant1,Cherrie's Antwren,aves
rdjant2,Rio de Janeiro Antwren,aves
ashant1,Ashy Antwren,aves
mouant,Moustached Antwren,aves
iheant1,Ihering's Antwren,aves
klaant1,Klages's Antwren,aves
stcant4,Stripe-chested Antwren,aves
lowant1,Long-winged Antwren,aves
gryant1,Gray Antwren,aves
salant1,Salvadori's Antwren,aves
amasta1,Amazonian Streaked-Antwren,aves
pacant,Pacific Antwren,aves
slaant1,Slaty Antwren,aves
sclant1,Sclater's Antwren,aves
alaant1,Alagoas Antwren,aves
risant1,Rio Suno Antwren,aves
guista1,Guianan Streaked-Antwren,aves
uniant1,Unicolored Antwren,aves
batant3,Band-tailed Antwren,aves
pucwoo1,Purple-collared Woodstar,aves
crobab1,Crossley's Vanga,aves
daehon1,Dark-eared Myza,aves
grshon1,White-eared Myza,aves
moumyz1,Elfin Myzomela,aves
whcmyz1,White-chinned Myzomela,aves
sulmyz3,Bacan Myzomela,aves
sermyz1,Seram Myzomela,aves
banmyz1,Banda Myzomela,aves
necmyz1,New Caledonian Myzomela,aves
carmyz1,Cardinal Myzomela,aves
rotmyz1,Rotuma Myzomela,aves
sulmyz1,Sulawesi Myzomela,aves
ashmyz1,Ashy Myzomela,aves
redmyz2,Red Myzomela,aves
summyz1,Sumba Myzomela,aves
yevmyz1,Yellow-vented Myzomela,aves
retmyz1,Ruby-throated Myzomela,aves
redmyz3,Reddish Myzomela,aves
rehmyz1,Red-headed Myzomela,aves
blbmyz1,Black-bellied Myzomela,aves
rotmyz2,Rote Myzomela,aves
orbmyz1,Sulphur-breasted Myzomela,aves
crhmyz1,Crimson-hooded Myzomela,aves
scnmyz1,Scarlet-naped Myzomela,aves
recmyz3,Long-billed Myzomela,aves
rebmyz1,Red-bellied Myzomela,aves
blhmyz1,Black-headed Myzomela,aves
blamyz1,Papuan Black Myzomela,aves
carmyz4,Samoan Myzomela,aves
dusmyz5,Dusky Myzomela,aves
ebomyz1,Bismarck Black Myzomela,aves
alomyz1,Alor Myzomela,aves
neimyz1,New Ireland Myzomela,aves
recmyz1,Red-collared Myzomela,aves
micmyz1,Micronesian Myzomela,aves
dusmyz2,Biak Myzomela,aves
dusmyz3,Red-tinged Myzomela,aves
scamyz1,Scarlet Myzomela,aves
scbmyz1,Sclater's Myzomela,aves
dusmyz4,Moluccan Myzomela,aves
soomyz1,Sooty Myzomela,aves
bkbmyz1,Black-breasted Myzomela,aves
talmyz1,Taliabu Myzomela,aves
wakmyz1,Wakolo Myzomela,aves
fitmyz1,Fire-tailed Myzornis,aves
74722,Chinese Goral,mammalia
hercha1,Herero Chat,aves
sthcuc1,St. Helena Cuckoo,aves
amapar1,Amazonian Parrotlet,aves
teppar1,Tepui Parrotlet,aves
orbfip2,Blue-fronted Fig-Parrot,aves
orbfip1,Dusky-cheeked Fig-Parrot,aves
crbfip1,Black-fronted Fig-Parrot,aves
doccor,Double-crested Cormorant,aves
neocor,Neotropic Cormorant,aves
flicor1,Flightless Cormorant,aves
sumwrb1,Sumatran Wren-Babbler,aves
stsbab1,Short-tailed Scimitar-Babbler,aves
eywbab1,Eyebrowed Wren-Babbler,aves
lbwbab1,Long-billed Wren-Babbler,aves
namscb1,Naung Mung Scimitar-Babbler,aves
whtwrb1,White-throated Wren-Babbler,aves
43538,Proboscis Monkey,mammalia
lobwoo1,Long-billed Woodcreeper,aves
41673,White-nosed Coati,mammalia
41670,South American Coati,mammalia
1431872,Mountain Coati,mammalia
41204,Mexican Funnel-eared Bat,mammalia
520845,Reed-cricket,insecta
638246,Natula matsuurai,insecta
balspi1,Bat-like Spinetail,aves
casspi1,Cassin's Spinetail,aves
rodsta2,Rodrigues Starling,aves
rodpar1,Rodrigues Parrot,aves
hoovul1,Hooded Vulture,aves
bocsun2,Bocage's Sunbird,aves
malsun1,Malachite Sunbird,aves
retsun2,Red-tufted Sunbird,aves
brosun1,Bronze Sunbird,aves
pubsun3,Purple-breasted Sunbird,aves
tacsun1,Tacazze Sunbird,aves
153489,Steindachner’s Shieldback,insecta
362296,Wood Cricket,insecta
hootan1,Hooded Tanager,aves
chttan1,Cherry-throated Tanager,aves
grymon1,Gray Monjita,aves
crifin1,Crimson Finch,aves
rebfir1,Red-browed Firetail,aves
244017,Hieroglyphic Cicada,insecta
babsta1,Babbling Starling,aves
225597,False Robust Conehead,insecta
225598,Sword-bearing Conehead,insecta
225599,Slightly Musical Conehead Katydid,insecta
225601,Nebraska Conehead,insecta
225602,Round-tipped Conehead,insecta
225603,Robust Conehead,insecta
225604,Broad-tipped Conehead,insecta
225605,Neoconocephalus velox,insecta
wtathr1,White-tailed Ant-Thrush,aves
rtathr1,Red-tailed Ant-Thrush,aves
blabus1,Black Bushbird,aves
225607,Northern Mole Cricket,insecta
sunasi1,Common Sunbird-Asity,aves
yebasi1,Yellow-bellied Sunbird-Asity,aves
1596124,Brazilian Serotine,mammalia
1596123,Chiriquinan Serotine,mammalia
1596121,Argentine Serotine,mammalia
41971,Clouded Leopards,mammalia
1264430,Colombian Weasel,mammalia
1264431,Long-tailed Weasel,mammalia
1264432,American Mink,mammalia
whrfal1,White-rumped Falcon,aves
bubmon1,Buff-bellied Monarch,aves
blcbul1,Black-collared Bulbul,aves
sttjer1,Stripe-throated Jery,aves
comjer1,Common Jery,aves
grejer1,Green Jery,aves
rvgcuc1,Rufous-vented Ground-Cuckoo,aves
rbgcuc1,Red-billed Ground-Cuckoo,aves
bagcuc1,Banded Ground-Cuckoo,aves
rwgcuc1,Rufous-winged Ground-Cuckoo,aves
scgcuc1,Scaled Ground-Cuckoo,aves
46859,Eurasian Water Shrew,mammalia
452768,Cuban Ground Cricket,insecta
256704,Collared Ground Cricket,insecta
225673,Sphagnum Ground Cricket,insecta
witman1,Wied's Tyrant-Manakin,aves
sctman1,Saffron-crested Tyrant-Manakin,aves
pbtman1,Pale-bellied Tyrant-Manakin,aves
sbtman1,Sulphur-bellied Tyrant-Manakin,aves
banmar1,Banded Martin,aves
orbpar1,Orange-bellied Parrot,aves
blwpar3,Blue-winged Parrot,aves
elepar1,Elegant Parrot,aves
rocpar1,Rock Parrot,aves
turpar1,Turquoise Parrot,aves
sccpar1,Scarlet-chested Parrot,aves
rurfog1,Rufous-rumped Foliage-gleaner,aves
swfgle,Slaty-winged Foliage-gleaner,aves
egyvul1,Egyptian Vulture,aves
cinmat1,Cinnamon Manakin-Tyrant,aves
883706,Neoplatypedia ampliata,insecta
1669415,Neoplatypleura coelestia,insecta
boupar2,Bourke's Parrot,aves
yeblor2,Yellow-billed Lorikeet,aves
orblor1,Orange-billed Lorikeet,aves
523711,Southern Mole Cricket,insecta
558126,Tawny Mole Cricket,insecta
yetscr1,Yellow-throated Scrubwren,aves
225740,Yellow-pine Chipmunk,mammalia
225741,Gray-footed Chipmunk,mammalia
197809,Cliff Chipmunk,mammalia
197810,Merriam's Chipmunk,mammalia
225743,Least Chipmunk,mammalia
225745,Yellow-cheeked Chipmunk,mammalia
225746,Palmer's Chipmunk,mammalia
225749,Colorado Chipmunk,mammalia
225750,Red-tailed Chipmunk,mammalia
225751,Hopi Chipmunk,mammalia
225752,Shadow Chipmunk,mammalia
225753,Siskiyou Chipmunk,mammalia
225754,Sonoma Chipmunk,mammalia
225755,Lodgepole Chipmunk,mammalia
225756,Townsend's Chipmunk,mammalia
225757,Uinta Chipmunk,mammalia
whbtan1,White-banded Tanager,aves
469236,Plains Dog-Day Cicada,insecta
469238,Northern Dog-day Cicada,insecta
469243,Davis's Southeastern Dog-day Cicada,insecta
469256,Coastal Scissors Grinder Cicada,insecta
469257,Linne's Cicada,insecta
1641983,Neotibicen linnei x pruinosus,insecta
469259,Lyric Cicada,insecta
469268,Scissor Grinder,insecta
469274,Robinson's Annual Cicada,insecta
469275,Similar Dog-day Cicada,insecta
469277,Superb Dog-day Cicada,insecta
469282,Swamp Cicada,insecta
469279,Eastern Scissors Grinder Cicada,insecta
stabus1,Denham's Bustard,aves
heubus1,Heuglin's Bustard,aves
ludbus1,Ludwig's Bustard,aves
nubbus1,Nubian Bustard,aves
44761,Bushy-tailed Woodrat,mammalia
44749,Dusky-footed Woodrat,mammalia
64102,Big-eared Woodrat,mammalia
225793,Two-spotted Tree Cricket,insecta
bkcmon1,Black-crowned Monjita,aves
rubmon1,Rusty-backed Monjita,aves
chvtyr2,Chocolate-vented Tyrant,aves
salmon1,Salinas Monjita,aves
orbfly1,Orange-banded Flycatcher,aves
ocbfly2,Ochraceous-breasted Flycatcher,aves
hanfly1,Handsome Flycatcher,aves
pardus2,Pardusco,aves
albwar1,Aldabra Brush-Warbler,aves
gcbwar1,Grande Comore Brush-Warbler,aves
subbrw1,Subdesert Brush-Warbler,aves
mohbrw1,Moheli Brush-Warbler,aves
malbrw1,Malagasy Brush-Warbler,aves
whcoli1,White-collared Oliveback,aves
fepoli1,Shelley's Oliveback,aves
antpic1,Antillean Piculet,aves
pinpig2,Pink Pigeon,aves
matdov1,Malagasy Turtle-Dove,aves
rodtud1,Rodrigues Turtle-Dove,aves
pospet1,Polynesian Storm-Petrel,aves
bahwoo,Bahama Woodstar,aves
inawoo2,Inagua Woodstar,aves
jambla1,Jamaican Blackbird,aves
yethon1,Yellow-throated Honeyeater,aves
whehon1,White-eared Honeyeater,aves
purtan1,Puerto Rican Tanager,aves
nigfin1,Inaccessible Island Finch,aves
nigfin3,Nightingale Island Finch,aves
wilfin3,Wilkins's Finch,aves
moctyr4,Marañon Tyrannulet,aves
y01204,Mouse-colored Tyrannulet,aves
cocfly1,Cocos Tyrannulet,aves
moctyr6,Tumbesian Tyrannulet,aves
nezkak1,New Zealand Kaka,aves
kea1,Kea,aves
noikak1,Norfolk Island Kaka,aves
soupoc1,Southern Pochard,aves
robpoc1,Rosy-billed Pochard,aves
recpoc,Red-crested Pochard,aves
afrpyg1,African Pygmy-Goose,aves
copgoo1,Cotton Pygmy-Goose,aves
grnpyg1,Green Pygmy-Goose,aves
846379,American Shrewmoles,mammalia
darnew1,Dark Newtonia,aves
arcnew1,Archbold's Newtonia,aves
comnew1,Common Newtonia,aves
retnew1,Red-tailed Newtonia,aves
yesnic1,Western Nicator,aves
easnic1,Eastern Nicator,aves
yetnic1,Yellow-throated Nicator,aves
