common_name_th
นกเอี้ยงดำปักษ์ใต้

















นกแอ่นท้องลาย









นกแอ่นตะโพกขาวแถบแคบ



นกแอ่นบ้าน
นกแอ่นตะโพกขาวแถบกว้าง







นกอินทรีแถบปีกดำ

นกอินทรีหัวไหล่ขาว
นกอินทรีทุ่งหญ้าสเต็ป













นกปลีกล้วยหูเหลืองเล็ก

นกปลีกล้วยปากหนา



นกปลีกล้วยหูเหลืองใหญ่

นกปลีกล้วยเล็ก
นกปลีกล้วยลาย
นกปลีกล้วยท้องเทา
นกปลีกล้วยปากยาว


















นกกระทาดงอกสีน้ำตาล

นกกระทาดงมลายู










นกกระทาดงคอสีแสด










นกยางโทนใหญ่

นกกระสานวล

นกยางควาย





นกยางโทนน้อย



นกกระสาแดง
นกกระสาใหญ่





นกจมูกหลอดหางพลั่ว
นกจมูกหลอดหางสั้น
นกยางกรอกพันธุ์จีน
นกยางกรอกพันธุ์อินเดีย



นกยางกรอกพันธุ์ชวา




นกพลิกหิน

นกหว้า




























































นกแอ่นพง




























นกพงปากหนา




เป็ดก่า








นกเค้าแมวหูสั้น













































เหยี่ยวนกเขาท้องขาว
















นกเค้าจุด































































































เหยี่ยวกิ้งก่าสีน้ำตาล
เหยี่ยวกิ้งก่าสีดำ







เป็ดดำหัวดำ

เป็ดโปช้าดหลังขาว
เป็ดเปีย

เป็ดดำหลังขาว

เป็ดดำหัวสีน้ำตาล















นกกระทาป่าไผ่



























































นกปากกบพันธุ์ชวา
นกปากกบยักษ์



นกปากกบลายดำ





นกปากกบปักษ์ใต้





นกเงือกหัวหงอก
















นกหัวขวานแดงหลังลาย
นกหัวขวานแดง












































นกยางไฟธรรมดา

นกยางไฟหัวเทา

นกยางดำ






นกยางไฟหัวดำ
นกยางแดงใหญ่














นกปีกสั้นเล็ก
นกปีกสั้นสีน้ำเงิน








































































นกกก, นกกาฮัง

นกเงือกหัวแรด




















นกกระแตผีเล็ก




เหยี่ยวหน้าเทา
เหยี่ยวปีกแดง








เหยี่ยวทะเลทรายตะวันตก



เหยี่ยวทะเลทรายตะวันออก






เหยี่ยวทะเลทรายหิมาลัย




















นกยางเขียว









































นกอีวาบตั๊กแตน

นกคัคคูหางแพน
นกคัคคูลาย










































นกชายเลนกระหม่อมแดง
นกคอสั้นตีนไว
นกชายเลนท้องดำ

นกน็อตเล็ก
นกชายเลนปากกว้าง
นกชายเลนปากโค้ง





นกสติ๊นท์เล็ก


นกรัฟ

นกชายเลนปากช้อน
นกสติ๊นท์คอแดง
นกสติ๊นท์นี้วยาว

นกสติ๊นท์อกเทา
นกน็อตใหญ่













นกคอทับทิม
นกเขนน้อยหัวดำ

นกคอทับทิมอกดำ






























นกชาปีไหน



นกจมูกหลอดลาย
นกกระทาสองเดือย

นกจอกป่าหัวโต










นกเขียวปากงุ้ม

























































































































นกตบยุงป่าโคก

นกตบยุงเล็ก














นกตบยุงภูเขา

นกตบยุงหางยาว







































นกโกโรโกโส




นกจาบปีกอ่อนสีกุหลาบ














นกจาบปีกอ่อนสีแดง







นกจาบปีกอ่อนตะโพกชมพู





























































นกนางแอ่นท้องแดง

นกนางแอ่นตะโพกแดง



























นกกระปูดเล็ก















นกกระปูดนิ้วสั้น

นกกระปูดใหญ่










นกติ๊ดหน้าแดง






















































นกเปลือกไม้















นกกะเต็นปักหลัก

นกจุนจู๋หัวสีตาล

นกกระจ้อยใหญ่








นกกะเต็นน้อยสามนิ้ว












































นกคัคคูสีทองแดง









นกกินปลีแก้มสีทับทิม
นกเขาเขียว



































นกหัวโตเล็กขาส้ม






















นกอีแพรดท้องเหลือง



































นกนางนวลแกลบเคราขาว
นกนางนวลแกลบดำปีกขาว













นกจาบปีกอ่อนเขียว

















































นกเขียวก้านตองหน้าผากสีทอง
นกเขียวก้านตองปีกสีฟ้า
นกเขียวก้านตองเล็ก

นกเขียวก้านตองท้องสีส้ม





นกเขียวก้านตองใหญ่














































นกนางนวลธรรมดา


นกนางนวลปากเรียว




นกนางนวลขอบปีกขาว






นกคัคคูมรกต
นกคัคคูสีม่วง


นกหัวขวานสี่นิ้วหลังทอง





นกหัวขวานหลังสีส้ม








นกกินแมลงตาเหลือง


นกหัวขวานใหญ่หงอนเหลือง
นกหัวขวานคอลาย
นกหัวขวานแดงลาย




































นกกระสาขาว
นกกระสาคอขาว


นกกระสาดำ
นกกระสาคอขาวปากแดง
นกเขนน้ำเงิน








































นกมุดน้ำ







นกกินปลีดำม่วง


























นกกินปลีอกเหลือง





































เหยี่ยวนิ้วสั้น



เหยี่ยวทุ่งพันธุ์ยูเรเซีย




เหยี่ยวทุ่งแถบเหนือ


เหยี่ยวทุ่งสีจาง


เหยี่ยวด่างดำขาว


เหยี่ยวทุ่งพันธุ์เอเซียตะวันออก


นกสาลิกาเขียว
นกสาลิกาเขียวหางสั้น



























นกยอดข้าวหางแพนหัวแดง







นกยอดข้าวหางแพนลาย






























นกคัคคูหงอน

นกคัคคูขาวดำ

นกอินทรีปีกลาย


เป็ดหางยาว
































































นกปีกแพรสีม่วง
นกปีกแพรสีเขียว




























































นกแอ่นท้องขาว






























นกพิราบป่าอกลาย






นกพิราบป่า







นกพิราบเขาสูง
นกลุมพูแดง























































































นกกางเขนดง




นกกางเขนดงหางแดง
นกกางเขนบ้าน





นกตะขาบทุ่ง














นกขี้เถ้าพันธุ์ชวา






นกขี้เถ้าใหญ่








นกขี้เถ้าลายขวาง









































อีกาปากหนา















อีแก








นกพญาปากกว้างสีดำ











































นกคุ่มอกดำ


นกคุ่มญี่ปุ่น
































































































































นกกาแวน



















































นกคัคคูพันธุ์ยุโรป




นกคัคคูพันธุ์อินเดีย

นกคัคคูเล็ก

นกคัคคูพันธุ์หิมาลัย

นกจับแมลงหัวเทา













นกคอขาวน้อย























นกขัติยา
































นกกินแมลงหัวสีทอง
นกกินแมลงปีกแดง



นกกินแมลงหน้าผากน้ำตาล




























นกจับแมลงสีฟ้าท้องขาว





























นกพญาปากกว้างท้องแดง
















นกจับแมลงคอน้ำตาลแดง
นกจับแมลงอกสีน้ำตาลอ่อน



นกจับแมลงพันธุ์จีน
นกจับแมลงอกสีฟ้า




นกจับแมลงปากยาว



นกจับแมลงอกสีเนื้อ




นกจับแมลงคอสีน้ำเงินเข้ม



นกจับแมลงป่าโกงกาง


นกจับแมลงอกส้มท้องขาว
นกจับแมลงคอสีฟ้าสด
นกจับแมลงอกเทา
นกจับแมลงสีฟ้าอ่อน














นกแอ่นตาล
































































นกนางแอ่นมาตินพันธุ์เอเซียใต้

นกนางแอ่นมาตินพันธุ์เนปาล
นกนางแอ่นมาตินพันธุ์ไซบีเรีย













นกกะลิงเขียดสีเทา



นกกะลิงเขียด





นกหัวขวานด่างอกลายจุด

นกหัวขวานด่างหัวแดงอกลาย


นกหัวขวานด่างท้องน้ำตาลแดง















เป็ดแดง








นกเด้าลมดง


















































นกสีชมพูสวน










นกกาฝากอกเพลิง




นกกาฝากสีเรียบ











นกกาฝากท้องสีส้ม





















นกแซงแซวเล็กเหลือบ


นกแซงแซวปากกา







นกแซงแซวหงอนขน
นกแซงแซวสีเทา


นกแซงแซวหางปลา





นกแซงแซวหางบ่วงใหญ่
นกแซงแซวหางบ่วงเล็ก
































นกหัวขวานสามนิ้วหลังทอง















































นกหัวโตกินปู




















นกหัวขวานอกแดง






นกหัวขวานใหญ่สีดำ




































นกลุมพู

นกมูม


นกลุมพูขาว

































































































นกยางจีน
นกยางเปีย




นกยางทะเล







นกจู๋เต้นลายจุด
























เหยี่ยวขาว







































นกจาบปีกอ่อนอกเหลือง
นกจาบปีกอ่อนหัวแดง













นกจาบปีกอ่อนหัวเทา






นกจาบปีกอ่อนหงอน

นกจาบปีกอ่อนหัวดำ



นกจาบปีกอ่อนเล็ก

นกจาบปีกอ่อนสีตาล




นกจาบปีกอ่อนหน้าดำ




นกจาบปีกอ่อนหัวดำขาว


































นกกางเขนน้ำหลังดำ
นกกางเขนน้ำหัวขาวใต้

นกกางเขนน้ำหลังแดง
นกกางเขนน้ำหลังเทา








นกกระติ๊ดใหญ่ปากเหลือง










นกกระสาคอดำ































































นกภูหงอนท้องขาว





นกระวังไพรแก้มสีน้ำตาล

นกระวังไพรปากยาว









นกแต้วแล้วแดงมลายู
















นกกระติ๊ดเขียว, นกไผ่




นกกระแตผีชายหาด
นกกระแตผีใหญ่




































นกกาเหว่า









































นกจับแมลงสีฟ้า









นกคอสามสี















































































นกพญาปากกว้างลายเหลือง
นกพญาปากกว้างเล็ก






นกตะขาบดง




















เหยี่ยวตีนแดง







เหยี่ยวเมอร์ลิน
















เหยี่ยวเพเรกริน





เหยี่ยวฮอบบี้

เหยี่ยวฮอบบี้ยุโรป

เหยี่ยวเคสเตรล














นกจับแมลงคอแดง






นกจับแมลงอกสีส้ม
นกจับแมลงหลังสีเขียว
นกจับแมลงหลังสีเทา


นกจับแมลงสีฟ้าจิ๋ว
นกจับแมลงหน้าผากขาว


นกจับแมลงดำอกสีส้ม
นกจับแมลงคิ้วเหลือง







นกจับแมลงหัวสีฟ้า


นกจับแมลงแถบคอสีส้ม

นกจับแมลงสีคราม

นกจับแมลงหน้าดำคอขาว
นกจับแมลงเล็กขาวดำ
นกจับแมลงตะโพกเหลือง














































นกกระทาทุ่ง














นกโจรสลัดเกาะคริสต์มาส

นกโจรสลัดเล็ก

นกโจรสลัดใหญ่






นกจาบปีกอ่อนหัวเทาอกชมพู

นกจาบปีกอ่อนอกสีส้ม








นกคู้ต


































































นกอีลุ้ม


นกปากซ่อมหางพัด






นกปากซ่อมสวินโฮ
นกปากซ่อมพง




นกปากซ่อมหางเข็ม


นกอีล้ำ





























ไก่ป่า








นกเสือแมลงหัวขาว








นกกะรางหัวหงอก

นกกะรางอกลาย

นกกะรางสร้อยคอเล็ก


นกกะรางอกสีน้ำตาลไหม้

นกปีกลายสก๊อต














นกหัวขวานหัวเหลือง
นกหัวขวานสามนิ้วหลังสีไพล
นกหัวขวานป่าไผ่




นกนางนวลแกลบปากหนา















นกเดินดงหัวสีส้ม






นกเดินดงหัวน้ำตาลแดง








นกเดินดงสีเทาดำ







นกเขาชวา








































































นกกระจ้อยป่าโกงกาง






นกแอ่นทุ่งเล็ก
นกแอ่นทุ่งใหญ่














นกเค้าโมง, นกเค้าแมว











































นกยางลายเสือ






นกขุนทอง

นกเอี้ยงด่าง


นกกิ้งโครงคอดำ





























































นกพงหญ้า
















นกกกระเรียนพันธุ์ยุโรป




นกกระเรียนเล็ก











































































อีแร้งเทาหลังขาว


อีแร้งสีน้ำตาลหิมาลัย


อีแร้งสีน้ำตาลหัวดำ

นกจู๋เต้นหางสั้น


นกจู๋เต้นเขาหินปูน































นกกะเต็นแดง




นกกะเต็นหัวดำ


นกกะเต็นอกขาว
นกอินทรีหางขาว

นกอินทรีหัวนวล

เหยี่ยวแดง

















นกขุนแผนหัวดำ
นกขุนแผนตะโพกแดง
นกขุนแผนหัวแดง

นกขุนแผนท้ายทอยแดง
นกขุนแผนอกสีส้ม
นกขุนแผนตะโพกสีน้ำตาล





















































นกฟินฟุต










นกพงตั๊กแตนท้ายทอยสีเทา




นกหัวขวานแคระจุดรูปหัวใจ
นกหัวขวานแคระอกเทา









นกแอ่นฟ้าเคราขาว
นกแอ่นฟ้าหงอน
นกแอ่นฟ้าตะโพกสีเทา

นกเขนน้อยปีกดำ
นกเขนน้อยปีกแถบขาว



นกกระจ้อยสีไพล


























นกปรอดสีขี้เถ้า
นกปรอดแถบปีกเหลือง




















































นกหางรำดำ
นกหางรำหางยาว













นกอินทรีเล็ก



นกคัคคูเหยี่ยวพันธุ์มลายู

นกคัคคูเหยี่ยวอกแดง

นกคัคคูเหยี่ยวใหญ่
นกคัคคูเหยี่ยวเล็ก
นกคัคคูเหยี่ยวพันธุ์อินเดีย

นกตีนเทียน
















นกแอ่นใหญ่คอขาว

นกแอ่นใหญ่หัวตาดำ
นกแอ่นใหญ่หัวตาขาว














นกนางแอ่นบ้าน
นกนางแอ่นหางลวด
นกนางแอ่นแปซิฟิค





















นกกระจ้อยนักร้อง
นกกระจ้อยเหลืองไพล
























นกโต้คลื่นสีคล้ำ








นกนางนวลเล็ก

นกอีแจว


นกนางนวลแกลบแคสเปียน





นกแต้วแล้วยักษ์
นกแต้วแล้วสีน้ำเงิน
นกแต้วแล้วเขียวเขมร

นกแต้วแล้วท้องดำ
นกแต้วแล้วลาย
นกแต้วแล้วใหญ่ท้ายทอยสีฟ้า
นกแต้วแล้วใหญ่หัวสีน้ำตาล
นกแต้วแล้วหูยาว


นกแต้วแล้วใหญ่หัวสีน้ำเงิน






































































































นกจับแมลงจุกดำ















นกปรอดดำ













นกปรอดเทาหัวขาว


















นกนางนวลสีเทาดำ
นกนางนวลหัวดำใหญ่




































เหยี่ยวปลาเล็กหัวเทา
เหยี่ยวปลาใหญ่หัวเทา
นกออก





นกอินทรีดำ


































นกพรานผึ้ง





















นกปรอดหงอนตาขาว

นกปรอดสีคล้ำใต้คอเหลือง

นกปรอดเล็กตาขาว
นกปรอดเล็กสีไพลตาแดง



นกเขียวคราม

















นกปรอดหลังเขียวอกลาย
นกปรอดภูเขา



















นกคอพัน










นกจู๋เต้นลาย


นกเค้าใหญ่สีคล้ำ

นกทึดทือพันธุ์มลายู


นกเค้าใหญ่พันธุ์เนปาล



นกเค้าใหญ่พันธุ์สุมาตรา
นกทึดทือพันธุ์เหนือ





























นกกินปลีท้ายทอยน้ำเงิน
นกกะเต็นลาย





















นกเฉี่ยวบุ้งเล็ก







นกเฉี่ยวบุ้งใหญ่


นกเขนน้อยคิ้วขาว
นกเฉี่ยวบุ้งกลาง















































































นกอีเสือหลังแดง
นกอีเสือสีน้ำตาล














นกอีเสือหัวดำ




นกอีเสือหลังเทา
นกอีเสือลายเสือ











นกนางนวลปากเหลือง
