common_name_el
Ωχροσταχτάρα





Χρυσαετός
Σπιζαετός

(Ανατολικός) Βασιλαετός
Στεπαετός



































































Αργυροτσικνιάς

Σταχτοτσικνιάς





Γελαδάρης





Πορφυροτσικνιάς




Καπελόμυχος






(Ξανθός) Κρυπτοτσικνιάς






Χαλικοκυλιστής









































































































Βαλτόμπουφος


Νανόμπουφος










































Διπλοσάινο





















Κουκουβάγια





































































































Γκισάρι
Μαυροκέφαλη Πάπια

(Μεγάλη) Σταχτόπαπια

Βαλτόπαπια




























Μπαρτράμια




















































































































Βομβυκίλλα
















Μικροτσικνιάς




Ήταυρος








































Δαχτυλιδόχηνα
Καναδέζικη Χήνα

Ασπρομάγουλη Χήνα
Κοκκινόχηνα


























(Κοινός) Μπούφος






Ερημοπύρρουλας







(Ευρωπαϊκή) Βουκεφάλα

























Πετροτουρλίδα













(Κοινή) Γερακίνα




Χιονογερακίνα








Αετογερακίνα

















Γραμμοτσικνιάς





































































Μικρογαλιάντρα

















Οξύουρη Σκαλίδρα
Λευκοσκαλίδρα
Λασποσκαλίδρα
Λιβαδοσκαλίδρα
Κοκκινοσκαλίδρα
Ραβδοσκαλίδρα
Δρεπανοσκαλίδρα
Λευκόπυγη Σκαλίδρα
Μακρύποδη Σκαλίδρα
Βραχοσκαλίδρα

Θωρακωτή Σκαλίδρα
(Κοινή) Νανοσκαλίδρα


Μαχητής




Τρυγγίτης
Σταχτιά Νανοσκαλίδρα


















































Αρτέμης



















































































































































(Ευρωπαϊκό) Γιδοβύζι








































Καρδερίνα












(Κοινή) Ροδόσπιζα




























Λοφοσπουργίτης

























































Μιλτοχελίδονο

































































































Κουφαηδόνι








Καμποδεντροβάτης

Βουνοδεντροβάτης


















Κήρυλος


Ψευταηδόνι





































































































Αμμοσφυριχτής
































Χερσόφιλος






















Ασιατική Χλαμυδωτίδα


Μουστακογλάρονο
Αργυρογλάρονο
Μαυρογλάρονο













Φλώρος












































































































Λεπτόραμφος Γλάρος




Καστανοκέφαλος Γλάρος


Μεγάλος Χρυσόκουκος
































































Λευκός Πελαργός



Μαύρος Πελαργός







































Νεροκότσυφας











































































Φιδαετός



Καλαμόκιρκος




Χειμωνόκιρκος


Στεπόκιρκος



Λιβαδόκιρκος









































Κιστικόλη































Κισσόκουκος


Στικταετός

Κραυγαετός
Χιονόπαπια












































Κοκκοθραύστης


































































































Κάργια




















Αγριοπερίστερο

Φασσοπερίστερο



Φάσσα









































































































Χαλκοκουρούνα




















































(Κοινός) Κόρακας
(Σταχτιά) Κουρούνα
Μαύρη Κουρούνα






Χαβαρόνι



















Ερημοκόρακας



Ινδική Κουρούνα





















































(Κοινό) Ορτύκι























































Ορτυκομάνα






























































































































(Ευρωπαϊκός) Κούκος




















(Ανατολικός) Κοκκινοτσιροβάκος
Θαμνοτσιροβάκος
Καστανοτσιροβάκος
Μελωδοτσιροβάκος
Βουνοτσιροβάκος
Αφρικανικός Ερημοτσιροβάκος






Μαυροτσιροβάκος
Τσιροβάκος της Κύπρου
Ασιατικός Μαυροτσιροβάκος
Ασιατικός Ερημοτσιροβάκος
Γερακοτσιροβάκος
Αιγαιοτσιροβάκος
Σαρδοτσιροβάκος


Ρεικοτσιροβάκος

Αμμοδρόμος










(Ευρωπαϊκή) Γαλαζοπαπαδίτσα




















































































Νανόκυκνος
Αγριόκυκνος

Κοινός Κύκνος




































































































































Σπιτοχελίδονο






























Λευκονώτης Δρυοκολάπτης

Πευκοδρυοκολάπτης

Βαλκανικός Δρυοκολάπτης


Μεσαίος Δρυοκολάπτης

















































































































































































































































Νανοδρυοκολάπτης







Μαύρος Δρυοκολάπτης







































































































































Μαυροτσικνιάς


Λευκοτσικνιάς
Θαλασσοτσικνιάς




































Έλανος







































Σημυδοτσίχλονο

Σταχτόλαιμο Τσιχλόνι

Φρυγανοτσίχλονο
Τσιφτάς


Βουνοτσίχλονο
Σμυρνοτσίχλονο

Σιρλοτσίχλονο
Χρυσοτσίχλονο





Βλαχοτσίχλονο




Ελατοτσίχλονο
Αμπελουργός



Νανοτσίχλονο
Βαλτοτσίχλονο


(Μεγάλο) Καλαμοτσίχλονο




Γραμμοτσίχλονο



































































































Χιονάδα
Ερημοχιονάδα























Κοκκινολαίμης











































































Βουνοσφυριχτής



































































































































































Ασιατικό Μαυροκιρκίνεζο



Χρυσογέρακο

Στεπογέρακο

Νανογέρακο
Σταχτογέρακο




Μαυροπετρίτης







Κιρκινέζι


Πετρίτης







Δεντρογέρακο

Βραχοκιρκίνεζο
Μαυροκιρκίνεζο














Κρικομυγοχάφτης












Μαυρομυγοχάφτης





(Ευρωπαϊκός) Νανομυγοχάφτης





Δρυομυγοχάφτης




















































(Μαύρος) Φραγκολίνος



























(Κοινός) Σπίνος

Χειμωνόσπινος








(Κοινή) Φαλαρίδα




















































Κατσουλιέρης
















(Κοινό) Μπεκατσίνι





Διπλομπεκάτσινο









Νερόκοτα
























































(Ευρωπαϊκή) Κίσσα






Λαμπροβούτι
Παγοβούτι

Κηλιδοβούτι











Γελογλάρονο





























































































Φαλακρή Ίβιδα


























Ανατολικό Νεροχελίδονο
Μαυρόφτερο Νεροχελίδονο


Νεροχελίδονο





















Σπουργιτόγλαυκα



























































































































(Ευρωπαϊκός) Γερανός




Νυφογερανός






























Θαλασσοκόρακας









































Γυπαετός




Όρνιο


Στικτός Γύπας






















Στρειδοφάγος






Καρποδάκος















Σμυρναλκυόνη
(Ευρωπαϊκός) Θαλασσαετός





















































































































































































































Γερακαετός











Καλαμοκανάς






Κιτρινοστριτσίδα
Βουνοστριτσίδα
Λιοστριτσίδα
Ορφεοστριτσίδα
























σταβλοχελίδονο



















































Υδροβάτης






Νανόγλαρος




Καρατζάς

















































































































Υποκολοιός





















































Αιγαιόγλαρος

Αετόγλαρος
Λευκόφθαλμος Γλάρος
Μαυροκέφαλος Γλάρος



















































Θαμνοστριτσίδα

Καστανοστριτσίδα
Ωχροστριτσίδα


















































Ασπρολαίμης









































Στραβολαίμης







































































































































































Αετομάχος

Καστανοκεφαλάς

Διπλοκεφαλάς




Ξανθοκεφαλάς



Σταχτοκεφαλάς

Παρδαλοκεφαλάς
Κεφαλάς του Τουρκεστάν

Κοκκινοκεφαλάς









Ασημόγλαρος του Βορρά
Ασημόγλαρος της Αρμενίας



Ασημόγλαρος της Κασπίας

Θυελλόγλαρος



Μελανόγλαρος

Γλάρος της Ισλανδίας



Γιγαντόγλαρος
Ασημόγλαρος της Μεσογείου






























































































































































































Αζτεκόγλαρος


Λευκόστιχτος Γλάρος




































Λιμνόδρομος














Θαλασσολιμόζα
(Ευρωπαϊκή) Λιμόζα
Φανέτο



















































Ποταμοτριλιστής



Καλαμοτριλιστής





Θαμνοτριλιστής




















































Λοφιοπαπαδίτσα





































































(Κοινός) Σταυρομύτης



















Δεντροσταρήθρα




Τσιχλαηδόνι
(Κοινό) Αηδόνι

Γαλαζολαίμης


















Μικρομπεκάτσινο









Λυροπετεινός
























































































































































(Ευρωπαϊκό) Σφυριχτάρι

Καπακλής







Στικτόπαπια

























































































































































Βελουδόπαπια
(Ευρωπαϊκή) Μαυρόπαπια













Βουνογαλιάντρα
Γαλιάντρα


Μαυρογαλιάντρα











































































































Νανοπρίστης

Χηνοπρίστης

Θαλασσοπρίστης




(Ευρωπαϊκός) Μελισσοφάγος















Νανομελισσοφάγος

Πράσινος Μελισσοφάγος


















































Λαγγόνα








































































Τσίφτης
Ψαλιδιάρης



















































































































Πυρροκότσυφας


Γαλαζοκότσυφας


Χιονόστρουθος












Σούλα (του Βορρά)





Λευκοσουσουράδα


Σταχτοσουσουράδα
Κιτροσουσουράδα

Κιτρινοσουσουράδα




Ανατολική Κιτρινοσουσουράδα


















Καστανομυγοχάφτης










Σταχτομυγοχάφτης











































































































































































































































































































































































































































Ασπροπάρης





















































































Φερεντίνι




















































































































Καρυοθραύστης




(Ευρασιατική) Τουρλίδα




Σιγλίγουρος

Λεπτομύτα





















Νυχτοκόρακας








































































































Μικροπερίστερο




Πετρόκλης της Κύπρου
Ερημοπετρόκλης


Βουνοπετρόκλης



Δυτική Ασπροκωλίνα
Αμμοπετρόκλης
Λευκόπυγος Πετρόκλης
Μαυροπετρόκλης
Βραχοπετρόκλης


(Ανατολική) Ασπροκωλίνα


Σκουφοπετρόκλης
Σταχτοπετρόκλης



Παρδαλοπετρόκλης


Πετρόκλης του Κουρδιστάν















































Σταχτογλάρονο














































































(Ευρωπαϊκός) Συκοφάγος





































































Μεγάλη Ωτίδα


















Κυπριακός Γκιώνης


































Γκιώνης





















Αμερικανικό Κεφαλούδι
(Ευρωπαϊκό) Κεφαλούδι






























































































































Ψαραετός






Μουστακαλής


















































































Καλόγερος






Σπιτοσπουργίτης






Χωραφοσπουργίτης


Ιταλικός Σπουργίτης


Μεσανατολικός Σπουργίτης
Δεντροσπουργίτης

















Αγιοπούλι










































Αργυροπελεκάνος


Ροδοπελεκάνος









































































Καμπίσια Πέρδικα

















Ελατοπαπαδίτσα










(Ευρωπαϊκός) Σφηκιάρης

Ανατολικός Σφηκιάρης











































(Κοινός) Πετροσπουργίτης








































































(Ευρωπαϊκός) Κορμοράνος










Κόκκινος Φαλαρόποδας
Ερυθρόλαιμος Φαλαρόποδας
Τρίχρωμος Φαλαρόποδας


















(Κοινός) Φασιανός












































































Αφρικανικό Φοινικόπτερο



