common_name_se











































Uhcaleahttospálfu
KappVerdespálfu
Leahttospálfu





Káfferleahttospálfu





Spálfocihran
Čuvgesleahttospálfu

Kanáriacihran
Iberiagoaskin


Goaskin
Fállegoaskin

Keaisárgoaskin
Ádjogoaskin
Savánnagoaskin

Čáhppesgoaskin
































































Jievjaháigir

Ránesháigir


Goljátháigir
Amerihkáránesháigir

Gussáháigir

Diehppeháigir
Čáhppesoaiháigir


Purporháigir


Čuvgesjuolgsaddi

Stuorrasaddi
Ránessaddi
Sággebađošsaddi

Kiinnáruškesháigir
Indiaruškesháigir

Ruškesháigir


Arábiatráhppe



Gollaš



Čáhppesbađoštimali

Guhkesbađoštimali


Ruškestimali






Arábiatimali











































































Gassanjunruoššehas











Káhpaloađgu

Loaðgu


Bealljeloaðgu










































Vuoncáfálli





















Minervaskuolfi
































































































Purpuroaifiehta



Dielkofiehta
Ruksesfiehta
Vuoktafiehta

Fiehta

Vilgesčalmfiehta
Stuoraruksesfiehta



























Bajoščoavžžu



















































































































Amerihkábealljerásttis
Bealljerásttis











Sibirjjáuhcaháigir
Amerihkáuhcaháigir


Amerihkárávraháigir
Uhcaháigir




Rávraháigir
Alituhcaháigir







































Gierdočuonjá
Kanádačuonjá

Vilgesnierčuonjá
Ruksesčeabečuonjá
























Sáttolidnu

Bumbbástat




Skuolfi

Sáttobeibboš
Geađgebeibboš





Uhcačoaðgi
Čoaðgi
Islánddačoaðgi
















Bulwerstoarbmaloddi
Arábiastoarbmaloddi






Gassajuolgi
Sahelagassajuolgi












Sáhpánboaimmáš

Mongoliaboaimmáš


Boaimmáš
Ruostaboaimmáš







Goaskinboaimmáš



Amerihkáboaimmaš













Ruonáháigir

Ruonasealháigir

































































Sitnuábeleivvoš

Oanehisgazzaleivvoš



Cizopaš













Čohkabaðošviroš
Vilgesviroš
Čáhppesčoavji
Fiskesviroš
Riddoviroš
Suotnjoliráš
Guškilviroš
Vilgesbahtaviroš
Guhkesjuolviroš
Fierváviroš
Duottarviroš
Aláskkáviroš
Uhcaviroš
Amerihkáviroš

Rávgoš
Vuottasviroš

Ruksesčeabevroš
Sibirjjáviroš
Aláskkáčoavžžu
Guolbbaviroš
Seakkanjunviroš













Rubinčuohtegielaš




Kaliforniadiehppegoaktil






























Fiskesnjunsaddi
KappVerdesaddi
Vilgesgállosaddi






































































































































Sáttoábečahran










Čahran
Gollečahran













Nubiačahran






Ruostaniehkkečahran









Kanádacizot
Uhcacizot







Gollebeibboš
Sitronruoivil
Korsikaruoivil










Ruksesbeibboš









Ruvsobeibboš
Duoddarruksesbeibboš

Guhkesbaðošbeibboš




Sáttoruksesbeibboš










Ádjocihci




























Joranrásttis

Eaidanasrásttis


Ránesnierrárásttis

Uhcarásttis





















Ruostaspálfu












































Senegalgiehka














Čielkkis





































Ruostabaðuš



Čáhppesruostabađuš




Gárdemuorragakcu

Muorragakcu


















Ránesfiskár


Silkevizar














































Muvracihran






















































Buvvedat

Kanádabuvvedat
Amerihkábuvvedat





























Idjáleivvoš






















Sitnuábetráhppe
Čehportráhppe

Skávžádirru
Vilgessoadjadirru
Čáhppesdirru













Ruonábeibboš




















































































Čarggesoaicihci




Amerihkáčahran















Ruškesoaibáiski

Ránesoaibáiski
Seagganjunbáiski



Bonapartebáiski
Gahperbáiski


Veaikesealgiehka



















Čuovgifasána
Gollefasána











































Stohpoháigir



Čáhppesháigir







































Guoikgáhrit



















































Palestinamiehtaborri























Gearpmašgoaskin



Ruškesjeaggehávut




Jeaggehávut


Ádjohávut



Niitohávut









































Suoidnevizar































Skiregiehka
Jakobinagiehka

Stuorragilljogoaskin

Uhcagilljogoaskin
Haŋŋá












































Gassanjunni



Fiskesnjungiehka
Čahppesnjungiehka










































Gollečáihni





















Bealdogoaktil



























Sibirjjágájon
Toardnagájon








Kanáriaduvvá


Ásiavuovdaduvvá





palmasduvvá


Gávpotduvvá

Vuovdaduvvá



Dielkoduvvá







Madeiraduvvá




























































































Sahelaalitguovssat

Indiaalitguovssat


Alitguovssat












































Rubinloddegonagas


Afrihkágarjá




Bulddogas
Vuoražas
Gožuvuoražas






Bealdovuoraš


















Oanehisbaðošgáranas
Sáttoábigáranas



Intiagarjá





















































Goaktil























































Bealdovuonccis






























































































































Giehka








Taigagiehka








Paleáravizar


Ruksesraddevizar
Miesttavizar
Uhcamiesttavizar
Orfeusvizar
Heartavizar
Sáttoáhpevizar
Átlasvizar



Ruksesmearavizar

Sámmetoaivizar
Kyprosavizar
Káspiavizar
Sáttovizar
Fállevizar
Čáhppesčottavizar
Sardiniavizar


Provencevizar

Sáttoviehkki


Savánnasáttoviehkki







Alitgaccet
Vilgesoaigaccet
Gahpergaccet























































Alitskire
























Čáhppesnjukča

Uhcanjukča
Njukča

Boallonjukča


































































Afrihkácihran































Káhpastoarbmaloddi

































Beškkos






























Vilgessealčáihni

Bihcebásčáihni

Syriačáihni


Áikačáihni



Ruškesnjurgoduoršu


Indianjurgoduoršu
Luhkkanjurgoduoršu










































































































































































Gonagasalbatrossa
Stuoralbatrossa












Risenstárra


























Reabbáborri





















Uhcačáihni







Ruovddagas














































































Bussárásttis
























Johtteduvvá, Johttiduvvá































Suoivanháigir
Alitháigir

Silkeháigir
Afrihkásilkeháigir




Muohtaháigir
Karibiaháigir






























Čáhppessoadjahávut







































Gollecihci
Ruškesoaicihci
Juovvacihci

Ruostačottacihci
Gordnecihci

Fiskesgulbmecihci
Várrecihci
Fiskesoaicihci
Niitocihci
Gárdecihci
Fiskescihci





Bealdocihci




Beahcecihci
Čáhppesoaicihci
Uhcasuovkacihci


Uhcacihci
Nuortacihci
Ruostacihci
Šilljocihci
Suovkacihci


Ránesoaicihci
Ruškesavvecihci
Viessocihci

Afrikákastanjácihci
























Akádiatyránna























Kiinnágassanjunni
Japanagassanjunni



































Johttileivvoš











Ruoššaállat
Čoarveleivvoš





Čáhppesoaileivvoš
Cihcileivvoš
















Guovssoloddi












































Gássenjunni


Savánnagássenjunni



























Láfol



















































Afrihkásilbanjunni
Indiasilbanjunni




Kanádatrupiála


















































































Afrihkáalitguovssat


























Fiskesoaifálli

Tatárfálli

Cizášfálli
Gožufálli




Eleonorafálli







Ruksesfálli


Bárbmofálli




Rievssatfálli

Amerihkábieggafálli
Leahttofálli

Bieggafálli
Veaigefálli













Taigalivkkár
Gierdolivkkár












Girjelivkkár





Uhcalivkkár





Balkánlivkkár
Átlaslivkkár



















































Gierdofrankoliidna










Bovttáš
Vuoktabovttáš







Fregáhttaloddi

Vilgesčoavjestoarbmaspálfu





Beibboš

Vintán



Alitbeibboš

Amerihkágiehpavuonccis


Giehpavuonccis

Kruvdnogiehpavuonccis




Bupmálas













































Vuoktaleivvoš




Iberijjávuoktaleivvoš











Meahkástat





Sáhcomeahkástat
Sibirjjámeahkástat





Čohkabaðošmeahkástat


Láttovuonccis
























































Látteguovssat





Vilgesnjunáhpedovtta
Dovtta
Áhpedovtta

Gáhkkor











Sáttočearret































Sibirjjárásttis













































Fiskesraddi















Eaidanasibis


























Ásiaspálfogálán
Ádjospálfogálán


Spálfogálán





















Cihceskuolfi



























































































































Guorga




Nieiddahušguorga






























Vuoktaskárfa







































Fiskesčottabáktecihci

Sávzaráhtogoaskin


Bengálráhtogoaskin

Čuonjáráhtogoaskin


Čuomasráhtogoaskin




















Kanáriačáhppescagán

Cagan

















Ránessoadjafiskár




Smyrnafiskár
Mearragoaskin

Ráidámearragoaskin




































Niillamiehtaborri

Uhcamiehtaborri



















































Luktešurrevizar
Stuorrašurrevizar




















































































Eahketbeibboš


































Uhcagoaskin











Guhkesjuolgi






Fiskesjievžžan
Ránesjievžžan
Oliivajievžžan
Meaštterjievžžan






Biikabaðošcihran




Savánnaspálfu












Spálfu



Girjehaŋŋá

































Madeirastoarbmaspálfu





Stoarbmaspálfu





Japánastoarbmaspálfu

Áhpespálfu






Uhcabáiski




Ráhkočearret

















































Dielkorásttis































































Silbabealljerásttis





















































Gaskamearabáiski
Gožuskávli
Čáhppesoaiskávli
Vilgesčalmbáiski
Čáhppesmearabáiski












Baltimoretrupiála




















Čáhppesculpetrupiála




Afrihkágiljjomearragoaskin












Unnajievžžan

Arábiaviskesjievžžan
Čuvgesjievžžan
Sáttoábejievžžan

















































Vilgesčottačuohtegielaš


















Álgorásttis

















Állatcihci




Giegabiigá























Ruškesguollelidnu








































Ruvsobeibboš


Rievssat

Giron
Guolbbarievssat
































































































Uhcaskirri

Ruškesskirri

Skirri
Akásiaskirri






Lulliskirri
Čáhppesgálloskirri

Vilgesgálloskirri
Ruksesbaðošskirri
Ruostaculpeskirri
Ruksesoaiskirri









Skávli
Armeniagáiru



Káspiaskávli

Báiski

Delawarebáiski

Sildegáiru
Ránessoadjaskávli
Vilgessoadjaskávli

Stuorraskávli

Gáiru
Fiskesjuolskávli








Alitčuohtegielaš









































Tennesseevizaraš































































































Marabuháigir



































Muohtaguorga







Gožusoadjabáiski


Franklinbáiski



































Rivohaš
Guhkesnjunrivohaš













Kanádaguškil
Ruksesguškil
Čáhppesbaðošguškil
Ruoivil
Dálveruoivil


















































Johkašurrevizar


Čarggesšurrevizar
Rávrašurrevizar





Miesttašurrevizar
















































Hárjegoalsi



Vuoktagaccet





































































Guossabáhcatloddi
Girjebáhcatloddi

Beahcebáhcatloddi
Skotlánddabáhcatloddi















Muorraleivvoš




Čuohtegielaš
Lulličuohtegielaš

Giellavealgu


















Jeaggemeahkástat








Kaukasushurri
Hurri





































Jiehtanasstoarbmaloddi
Davvijiehtanasstoarbmaloddi














































































































Amerihkásnárttal
Lodnječiksa

Snárttal

Ránessnárttal







Mármorčiksa









































Avvefiskár















































































































Skoarra
Njurggu
Dielkoskoarra












Stuorraleivvoš
Ádjoleivvoš


Čáhppesleivvoš






















Kálkon












Lávlofálli

















































Njuoskaeanancihci

Lávlocihci



















Gárggogoalsi

Gussagoalsi

Vuoktagoalsi,




Uvloborri















Uhcauvloborri

Ruoná uvloborri














































Goalšoskárfa



Deaggaskárfa






























Uhcalávlofálli









































Ruškessuorrehávut
Stuorrasuorrehávut









Meaštterjievžerásttis



























Tuaregaleivvoš




















Gakcovizaraš


















Ruškesoaitrupiála





































Juovvarásttis


Alitrásttis


Muohtacihci












Suvlá
Káhpasuvlá



Afrihkábeštor
Beštor


Várrebeštor
Sitronbeštor

Lullifiskesbeštor























Ruškeslivkkár










Ráneslivkkár












































Fiskesnjunháigir























































































Muŋkapáhpegoijá




























































































Gotkageaðgerásttis



















































































































Amerihkáskárfa




















Luhkkaráhtogoaskin























































Stuorraderpmoš








Uhcaráhtogoaskin







































Ruostanisketráhppe


Sahalatráhppe










































Ruksessoaifiehta

Ásiadeaggasuorsá


















































































































Niehttegarjá




Stuoraguškkástat
Eskimoguškkástat


Deaggaguškkástat
Guškkástat

Seakkanjunguškkástat
Bearalvuonccis




















Idjaháigir




























Mearračeasan











































































Hápmaduvvá

Muŋkageađgerásttis


Kyprosageaðgerásttis
Sáttoábegeaðgerásttis


Vilgessealgeaðgerásttis



Gaskamearageðgerásttis
Isabellageaðgerásttis
Girjegeaðgerásttis
Čáhppesgeaðgerásttis
Afrihkágeaðgerásttis



Čáhppesbaðošrásttis
Berbergeaðgerásttis
Luhkkageađgerásttis
Geaðgerásttis

Persiageaðgerásttis

Nunnágeaðgerásttis


Ruksesculpegeaðgerásttis












