common_name_sk
tučniak obrovský
tučniak veľký
kivi južný
kivi hnedý
kivi kráľovský
kivi pásikavý
kivi hodvábny
dážďovník tmavochrbtý
dážďovník malý
dážďovník sedlatý
dážďovník obyčajný
dážďovník madagaskarský
dážďovník tmavoprsý
dážďovník lesklý
dážďovník prímorský
dážďovník mramorovaný
dážďovník lastovičí
dážďovník indočínsky
dážďovník norový
dážďovník horský
dážďovník hnedý
dážďovník domový
dážďovník bielochrbtý
dážďovník plavý
dážďovník tibetský
dážďovník morský
orol iberský
orol pláštikatý
orol klinochvostý
orol skalný
orol jastrabovitý
orol tmavý
orol kráľovský
orol stepný
orol bronzový
orol škvrnitoprsý
orol sedlatý
ara olivová
ara modro-žltá
ara zelenokrídla
ara modrokrká
ara arakanga
ara zelená
ara červenosluchá
ara tmavočelá
ara trojfarebná
pavučiarka fŕkanoprsá
pavučiarka žltosluchá
pavučiarka hololíca
pavučiarka krivozobá
pavučiarka bledá
pavučiarka škvrnitoprsá
pavučiarka ohnivoboká
pavučiarka okuliarnatá
pavučiarka perlavá
pavučiarka banánová
pavučiarka čiarková
pavučiarka sivoprsá
pavučiarka dlhozobá
chriašteľ svetlobruchý
chriašteľ červenokrký
chriašteľ sivokrký
chriašteľ červenokrídly
chriašteľ mangrovový
chriašteľ sarakura
chriašteľ hnedochrbtý
chriašteľ ypekaha
chriašteľ chrápavý
kurlan chriaštelí
klinochvost svietivý
klinochvost zlatožltý
klinochvost žltoprsý
klinochvost čiernohlavý
klinochvost zlatohlavý
klinochvost tmavohlavý
kurička hainanská
kurička bielolíca
kurička plavá
kurička tmavochrbtá
kurička malajská
kurička bielobradá
kurička Davidova
kurička bieločelá
kurička tmavoboká
kurička hnedobruchá
kurička hrdzavohrdlá
kurička jávska
kurička Rollova
kurička červenozobá
kurička hnedoprsá
kurička hrdzavokrká
kurička sumatranská
kurička himalájska
podrastník hôrny
záhradkár horský
čmeľovec čiernobradý
čmeľovec červenohrdlý
Long-nosed Fur Seal
Antarctic Fur Seal
Brown Fur Seal
koník pestrý
beluša veľká
volavka žltozobá
volavka popolavá
volavka kokoi
hltavka dobytčia
volavka obrovská
volavka statná
volavka masková
hltavka chochlatá
volavka bielobruchá
volavka prostredná
volavka čiernohlavá
volavka bielokrká
volavka pôvabná
volavka purpurová
volavka veľkozobá
víchrovník sivochrbtý
víchrovník bledonohý
víchrovník ružovonohý
víchrovník atlantický
víchrovník tmavý
víchrovník klinochvostý
víchrovník tenkozobý
čaplička bielokrídla
čaplička ryžová
čaplička modrozobá
čaplička vlasatá
čaplička hnedobruchá
čaplička rybníková
drop arabský
drop zásternatý
drop kori
drop čiernotemenný
kamenár strakatý
kamenár čiernohlavý
argus páví
timáliovec žltozobý
timáliovec mokrinový
timáliovec bronzový
timáliovec indický
timáliovec sivohlavý
timáliovec trsťový
timáliovec plavý
timáliovec červenkavý
timáliovec afganský
timáliovec tenkozobý
timáliovec brahmanský
timáliovec hrdzavý
timáliovec cejlónsky
timáliovec tamariškový
timáliovec džungľový
timáliovec bambusový
afrobyl zelenohrdlý
afrobyl horský
afrobyl ugandský
afrobyl čiapočkatý
afrobyl fŕkanolíci
afrobyl hôrny
afrobyl tanzánijský
afrobyl tmavohlavý
afrobyl sivolíci
afrobyl sivohrdlý
liskavec smútočný
strnádlik čiapočkatý
strnádlik sivopásikavý
strnádlik čiernohlavý
strnádlik zlatozobý
strnádlik žltoplecí
strnádlik santamartský
strnádlik hnedotylový
strnádlik olivový
strnádlik bieloprsý
strnádlik maskový
strnádlik čiernosluchý
strnádlik žltozobý
strnádlik brazílsky
strnádlik zelenkavochrbtý
strnádlik perijský
strnádlik bzučivý
strnádlik venezuelský
strnádlik zlatokrídly
strnádlik ozdobný
strnádlik svrčavý
strnádlik pásikár
strnádlik borinový
strnádlik zelenochrbtý
strnádlik pláštikový
strnádlik krovinový
strnádlik ranný
monarch hnedokrký
monarch Kaupov
monarch ozdobný
monarch volánikový
vanga bielohlavá
hmyziar škraboškový
hmyziar modrokrídly
hmyziar sivý
hmyziar melanézsky
hmyziar bielobruchý
hmyziar veľký
hmyziar bieloprsý
hmyziar malý
hmyziar kapucňový
hmyziar čiernohrdlý
hmyziar kočovný
strnádlik Bellov
strnádlik behavý
Riviersonderend Moss Frog
Drakenstein Moss Frog
Drewes' moss frog
Kogelberg Moss Frog
Landdross Moss frog
Peninsula Moss Frog
Rough Moss Frog
Northern Moss Frog
De Villiers's Moss Frog
Common Squeaker
Bush Squeaker
Dwarf Squeaker
Jamaican Fruit-eating Bat
Great Fruit-eating Bat
penička červenohlavá
penička dlhozobá
muchár mníšsky
muchár černastý
sedmohlások hrubozobý
pamuchár bielohlavý
mangrove cicada
White Drummer
Hryzec vodný
pižmovka pralesná
Geoffroy's Trident Leaf-nosed Bat
ostrovčan čierny
ostrovčan hnedý
fantomka pustatinná
Brown Speckled Cicada
myšiarka etiópska
myšiarka jednofarebná
myšiarka krikľavá
myšiarka močiarna
myšiarka jamajská
myšiarka madagaskarská
myšiarka ušatá
myšiarka šalamúnska
myšiarka tmavá
momot modrohrdlý
Pouched Frog
košikárik ľabtuškovitý
košikárik tmavokrídly
košikárik ayacuchský
košikárik krátkozobý
košikárik krovinový
košikárik venezuelský
košikárik svetloprsý
košikárik čiarkovaný
