common_name_sv
guldstrupig solfågel
aposolfågel
saxstjärtad solfågel
sangihesolfågel
vitsidig solfågel
eldsolfågel
blåsmyckad solfågel
brunnackad solfågel
rödstjärtad solfågel
compostelasolfågel
visayasolfågel
javasolfågel
grönstjärtad solfågel
mindanaosolfågel
smaragdvingad solfågel
svartstrupig solfågel
palawansolfågel
karmosinsolfågel
scharlakanssolfågel
tbolisolfågel
sahyadrisolfågel
Delicate Spiny Reed Frog
Brown Banana Frog
Fornasini's Spiny Reed Frog
Banded Banana Frog
Banana Serotine
kongopåfågel
svarttrapp
vitvingad trapp
Rödögd bladgroda
Pachymedusa dacnicolor
agamihäger
gråhuvad dvärgpapegoja
serengetidvärgpapegoja
malawidvärgpapegoja
svartkindad dvärgpapegoja
svarthuvad dvärgpapegoja
rödhuvad dvärgpapegoja
rosenhuvad dvärgpapegoja
svarthalsad dvärgpapegoja
svartvingad dvärgpapegoja
grå brunvingetrupial
blek brunvingetrupial
zapatatrupial
brunskuldrad trupial
rödvingetrupial
kalifornientrupial
gulskuldrad trupial
kalkonpärlhöna
svart pärlhöna
enfärgad trupial
gulvingetrupial
gulögd trupial
purpurglansrygg
magentaglansrygg
regnbågsglansrygg
malakitglansrygg
venezuelasylf
violettstjärtad sylf
grönstjärtad sylf
Ovate Shieldback
karmosinfink
trastflugsnappare
blek flugsnappare
vitstjärtad törntyrann
större törntyrann
gråbukig törntyrann
svartnäbbad törntyrann
mindre törntyrann
rödkindad stare
amurstare
vitörad kattfågel
grön kattfågel
bronskronad kattfågel
fläckig kattfågel
Fläckig kattfågel
ockrabröstad kattfågel
Jättepanda
oaxacasparv
rostryggig sparv
rostkronad sparv
mandarinand
brudand
oahu-akialoa
lanai-akialoa
mindre akialoa
kauai-akialoa
amahuacamyrfågel
vitskuldrad myrfågel
härfågellärka
mindre härfågellärka
sånglärka
mindre sånglärka
vitvingad lärka
rasolärka
sidenvägslärka
turkestanlärka
sandlärka
medelhavslärka
tuvlärka
tordmule
kungsfiskare
akvamarinkungsfiskare
blåbandad kungsfiskare
herkuleskungsfiskare
menintingkungsfiskare
malajkungsfiskare
blåryggig kungsfiskare
kragkungsfiskare
Koantilop
Älg
brunalkippa
guizhoualkippa
yunnanalkippa
indokinesisk alkippa
guangdongalkippa
taiwanalkippa
nepalalkippa
bergalkippa
ockrabukig alkippa
javaalkippa
strimmig bulbyl
rödnackad klockfågel
klipphöna
berghöna
stenhöna
lössbergshöna
arabrödhöna
svartstrupig berghöna
rödhöna
madagaskarblåduva
mauritiusblåduva
seychellblåduva
komorblåduva
vimpeltyrann
tuppstjärtstyrann
australisk buskhöna
Floury Baker
kongoalethe
guineaalethe
gulmaskad papegoja
moluckkungspapegoja
grönvingad kungspapegoja
australisk kungspapegoja
alkekung
vattrad härmtrast
Sumpapa
mississippialligator
Spotted-thighed Poison Frog
Striped Rocket Frog
Allard's Ground Cricket
Striped Ground Cricket
Gray Ground Cricket
Choctaw ground cricket
Southern Ground Cricket
Salt-Marsh Ground Cricket
Tinkling Ground Cricket
Walker's Ground Cricket
brunkindad bulbyl
vitstrupig bulbyl
palawanbulbyl
ockrabulbyl
bruntofsbulbyl
gulbukig bulbyl
penanbulbyl
gråkindad bulbyl
rosthuvad svala
nilgås
réuniongås
mauritiusgås
Ursine Howler Monkey
Red-handed Howler Monkey
Svart vrålapa
Spix's Red-handed Howler Monkey
Alouatta fusca
Guianan Red Howler Monkey
mantelvrålapa
guatemalavrålapa
Bolivian Red Howler Monkey
Röd vrålapa
Maranhao Red-handed Howler Monkey
Catalonian Midwife Toad
Iberisk barnmorskegroda
barnmorskegroda
rödhuvad amadin
blodstrupsamadin
mindre trastsydhake
större trastsydhake
röd tigerfink
grön tigerfink
guldbröstad tigerfink
enfärgad rall
sulawesisumphöna
talaudsumphöna
blekgumpad sumphöna
filippinsumphöna
vattensumphöna
ecuadorkardinal
carrizalkardinal
indigokardinal
bläckkardinal
hondurassmaragd
kanelsmaragd
roststjärtad smaragd
yucatánsmaragd
amaziliasmaragd
blåpannad amazon
svartnäbbad amazon
vitpannad amazon
orangevingad amazon
rödhalsad amazon
gulnackad amazon
gulkindad amazon
gulskuldrad amazon
rödstjärtad amazon
gulnäbbad amazon
diademamazon
blåkindad amazon
mjölamazon
rödryggig amazon
violettkronad amazon
saintvincentamazon
kejsaramazon
igapóamazon
kubaamazon
ecuadoramazon
soldatamazon
gulkronad amazon
gulhuvad amazon
rödmaskad amazon
rödbrynad amazon
tucumánamazon
hispaniolaamazon
saintluciaamazon
lilabröstad amazon
rödkronad amazon
puertoricoamazon
yucatánamazon
brasilienand
gulnäbbad kasik
Clicker Round-winged Katydid
Florida Oblong-winged Katydid
Texas false katydid
Oblong-winged Katydid
Rattler Round-winged Katydid
gultofsad lövsalsfågel
brun lövsalsfågel
fackellövsalsfågel
orangetofsad lövsalsfågel
tjocknäbbad vävare
rödhuvad trupial
Three-striped Poison Frog
Common River Frog
Cape River Frog
Poynton's River Frog
angolalärka
halsbandslärka
kanellärka
gulmaskad sparv
campossparv
gräshoppssparv
sandökenlärka
stenökenlärka
rödstjärtad ökenlärka
namiblärka
gråbukig myrfågel
visselhöna
ökenhöna
Harris' Antelope Squirrel
Texas Antelope Squirrel
White-tailed Antelope Squirrel
Nelson's Antelope Squirrel
spetsstjärtad sparv
starrsparv
kustsparv
madsparv
Manfår
gulkronad stare
fjällig fruktätare
rödtofskotinga
kastanjetofskotinga
gråhuvad myrfågel
Clapping Cicada
Chirping Cicada
Chorus Cicada
svartstrupig sparv
fembandad sparv
kalkadoongrässmyg
grå grässmyg
carpentariagrässmyg
eyregrässmyg
svart grässmyg
kortstjärtad grässmyg
tjocknäbbad grässmyg
sandgrässmyg
mörk grässmyg
opaltongrässmyg
strimmig grässmyg
västlig grässmyg
pilbaragrässmyg
vitstrupig grässmyg
vitbrynad lövletare
ockrabröstad lövletare
roststjärtad lövletare
berglövletare
fjällstrupig lövletare
príncipesolfågel
sãotomésolfågel
fjällryggig solfågel
guadualövletare
vithalsad lövletare
Mormon Cricket
gråbröstad mestyrann
robinsoncrusoemestyrann
gulnäbbad mestyrann
svarttofsad mestyrann
gulögd mestyrann
svartvittofsad mestyrann
rödvävare
scharlakansvävare
Golden Emperor
svartbent strandpipare
punastrandpipare
kaspisk pipare
tibetpipare
tvåbandad strandpipare
svartkronad strandpipare
sandstrandpipare
patagonienpipare
snednäbb
javastrandpipare
ökenpipare
vitpannad strandpipare
kamtjatkapipare
präriepipare
snöstrandpipare
maoripipare
sodasjöpipare
herdepipare
malajstrandpipare
rödhuvad strandpipare
sankthelenapipare
madagaskarpipare
orientpipare
tjocknäbbad strandpipare
stjärtand
andamankricka
andinsk kricka
aucklandkricka
bahamaand
madagaskarkricka
kapand
kastanjekricka
brunkricka
kricka
mexikansk and
kerguelenand
rödnäbbad and
gulnäbbad kricka
fläckand
gulnäbbad stjärtand
sundakricka
gråkricka
laysanand
filippinand
madagaskarand
campbellkricka
gräsand
fläcknäbbad and
svartand
flodand
stripand
maskarenkricka
gulnäbbad and
hawaiiand
kinesisk and
afrikansk gapnäbbsstork
asiatisk gapnäbbsstork
Indisk spetsekorre
Chirping Trig
Say's Trig
Fulton's Trig
Pink-spotted Trig
Fast-tinkling Trig
Slow-tinkling Trig
Spring Trig
American Toad
Nordlig padda
Great Plains Toad
Chihuahuan Green Toad
Fowler's Toad
Canadian Toad
Red-spotted Toad
Ekpadda
Texas Toad
Southern Toad
Woodhouse's Toad
krumnäbb
kapuschongbergtukan
gråbröstad bergtukan
bleknäbbad bergtukan
svartnäbbad bergtukan
Ranitomeya opisthomelas
tandkolibri
buskgrönbulbyl
papuasnärtfågel
Angustitrella roosevelti
hornvärnfågel
amerikansk ormhalsfågel
indisk ormhalsfågel
australisk ormhalsfågel
afrikansk ormhalsfågel
rödbukig bergtangara
tårbergtangara
santamartabergtangara
saffransbergtangara
blåvingad bergtangara
blågrön ara
hyacintara
indigoara
gökänka
caatingaeremit
brun näshornsfågel
plymnäshornsfågel
tenasserimnäshornsfågel
blek noddy
grå noddy
svart noddy
brun noddy
mindre noddy
bläsgås
grågås
spetsbergsgås
snögås
kejsargås
svangås
fjällgås
skogsgås
stripgås
dvärgsnögås
tundragås
skatgås
Nornalup Frog
Yellow-footed Antechinus
vitstrupig flugsnappare
rostbrynad flugsnappare
orangebröstad solfågel
magdalenablomhätta
santamartablomhätta
rödflikig honungsfågel
banksiahonungsfågel
dryandrahonungsfågel
gulflikig honungsfågel
regenthonungsfågel
komako
korimako
grå pungmes
skogspungmes
törnpungmes
blek pungmes
gul pungmes
sahelpungmes
orientnäshornsfågel
rajanäshornsfågel
svart näshornsfågel
palawannäshornsfågel
sulunäshornsfågel
puertoricomango
hispaniolamango
jamaicamango
svartstrupig mango
grönbröstad mango
veraguasmango
grönstrupig mango
grönmango
palettsolfågel
lilastjärtad solfågel
mangrovesolfågel
gråstrupig solfågel
violsolfågel
brunstrupig solfågel
kustsolfågel
törnsolfågel
gulhakad solfågel
visirsolfågel
rosastrupig solfågel
rödbandad solfågel
kortstjärtad solfågel
blåpannad solfågel
gråhakad solfågel
sydgeorgisk piplärka
australisk piplärka
kanariepiplärka
páramopiplärka
kortstjärtad piplärka
punapiplärka
buskpiplärka
fältpiplärka
rödstrupig piplärka
pampaspiplärka
gräspiplärka
afrikansk piplärka
correnderapiplärka
kopjepiplärka
kortnäbbad piplärka
mongolpiplärka
tundrapiplärka
papuapiplärka
stråpiplärka
sibirisk piplärka
bergpiplärka
stenpiplärka
brunryggig piplärka
grönvingad piplärka
malindipiplärka
ockrapiplärka
svedjepiplärka
nilgiripiplärka
nyazeelandpiplärka
miombopiplärka
långbent piplärka
perupiplärka
skärpiplärka
ängspiplärka
större piplärka
rosenpiplärka
hedpiplärka
burupiplärka
orientpiplärka
långnäbbad piplärka
sokokepiplärka
vattenpiplärka
präriepiplärka
strimmig piplärka
trädpiplärka
långstjärtad piplärka
sarustrana
prärietrana
brolgatrana
glasögontrana
gaffelantilop
fläckstjärtad nattskärra
västlig skriknattskärra
yucatánnattskärra
karolinanattskärra
kubanattskärra
hispaniolanattskärra
puertoriconattskärra
halsbandsnattskärra
rödbrun nattskärra
tamaulipasnattskärra
costaricanattskärra
silkesstjärtad nattskärra
östlig skriknattskärra
Pallid Bat
anitrupial
kvistsamlare
Common Short-tailed Cricket
Indies Short-tailed Cricket
kortstjärtad rall
Aotus azarai
Aotus hershkovitzi
Andean Night Monkey
Black-headed Night Monkey
Spix's Night Monkey
sumatratrogon
javatrogon
brunhuvad apalis
kungweapalis
bamendaapalis
maskapalis
rosthuvad apalis
vitvingad apalis
chirindaapalis
grå apalis
gulbröstad apalis
gulstrupig apalis
taitaapalis
kongoapalis
svartstrupig apalis
kaboboapalis
karamojaapalis
namuliapalis
svarthuvad apalis
svartkronad apalis
albertineapalis
kastanjestrupig apalis
vitbrynad apalis
beigestrupig apalis
skifferapalis
massajapalis
ringapalis
gulkindad trogon
narinatrogon
bandtrogon
boninglasögonfågel
rödrall
sankthelenarall
svartnäbbad tyrann
brunbröstad tyrann
grå vitmask
svartbandad vitmask
brunbandad vitmask
västlig snårskrika
floridasnårskrika
santacruzsnårskrika
ultramarinskrika
indigoskrika
mexikansk skrika
inlandssnårskrika
alejandroselkirktörnstjärt
chiletörnstjärt
kerguelenpetrell
östasiatiskt honungsbi
Honungsbi
Bocaina Tree Frog
Guinle Tree Frog
Canebrake Tree Frog
samoastare
vitögd stare
sångstare
rarotongastare
kosraestare
tanimbarstare
makirastare
atollstare
norfolkstare
brunvingad stare
rennellstare
biakstare
maukestare
metallstare
kortstjärtad stare
moluckstare
gulögd stare
mikronesisk stare
orientstare
pohnpeistare
santostare
nyakaledonienstare
söderhavsstare
rostvingad stare
citronduva
mindre skogsmus
yapacanamyrfågel
rödvingad papegoja
timorpapegoja
kejsarpingvin
kungspingvin
sydkivi
brunkivi
större fläckkivi
mindre fläckkivi
okaritokivi
khasiseglare
stubbstjärtseglare
kapverdeseglare
tornseglare
madagaskarseglare
kapseglare
skogsseglare
somaliaseglare
damaraseglare
vitgumpseglare
karstseglare
horusseglare
himalayaseglare
nyanzaseglare
husseglare
orientseglare
blek tornseglare
tibetseglare
enfärgad seglare
spansk kejsarörn
skogsörn
kilstjärtsörn
kungsörn
hökörn
kuskusörn
kejsarörn
stäppörn
savannörn
afrikansk hökörn
klippörn
större soldatara
blågul ara
grönvingad ara
blåstrupig ara
röd ara
mindre soldatara
rödpannad ara
dvärgara
kubaara
javaspindeljägare
gulörad spindeljägare
barkindad spindeljägare
tjocknäbbad spindeljägare
palawanspindeljägare
borneospindeljägare
orangetofsad spindeljägare
glasögonspindeljägare
gulgumpad spindeljägare
mindre spindeljägare
streckad spindeljägare
gråbröstad spindeljägare
långnäbbad spindeljägare
centralamerikansk rall
rödhalsad rall
gråhalsad rall
rödvingad rall
grånackad rall
saracúrarall
brunrall
ipécaharall
snarkrall
ralltrana
guldkronad parakit
jandayaparakit
svavelparakit
nandayparakit
solparakit
skifferhuvad parakit
hainansånghöna
vitkindad sånghöna
brunbröstad sånghöna
kardemummasånghöna
malackasånghöna
taiwansånghöna
vietnamsånghöna
vitpannad sånghöna
borneosånghöna
javasånghöna
sikkimsånghöna
vitmaskad sånghöna
bataksånghöna
rödnäbbad sånghöna
sichuansånghöna
roststrupig sånghöna
sumatrasånghöna
brunkronad sånghöna
fläckhake
gulkronad lövsalsfågel
svarthakad kolibri
rubinkolibri
Nyzeeländsk pälssäl
Antarktisk pälssäl
Sydafrikansk pälssäl
Large Banded Grasshopper
ägretthäger
gulnäbbad häger
gråhäger
cocoihäger
orientkohäger
goliathäger
amerikansk gråhäger
madagaskarhäger
kohäger
kejsarhäger
mellanhäger
svarthuvad häger
vithalsad häger
plymhäger
purpurhäger
stornäbbad häger
gråryggig lira
ljusfotad lira
rosanäbbad lira
större lira
grålira
kilstjärtslira
kortstjärtad lira
bacchushäger
rishäger
madagaskarrallhäger
rallhäger
sammetshäger
svartryggig häger
arabtrapp
australisk trapp
koritrapp
indisk trapp
roskarl
svart roskarl
större argus
ljushuvad skriktrast
irakskriktrast
fjällstrupig skriktrast
orientskriktrast
gråhuvad skriktrast
flodskriktrast
saharaskriktrast
vitstrupig skriktrast
afghanskriktrast
brahmaputraskriktrast
grå skriktrast
rostskriktrast
ceylonskriktrast
arabskriktrast
indisk skriktrast
gråpannad skriktrast
udzungwagrönbulbyl
svartbrynad grönbulbyl
kikuyugrönbulbyl
barkgrönbulbyl
Strimkindad grönbulbyl
kamerungrönbulbyl
ulugurugrönbulbyl
svartkronad grönbulbyl
Strimörad grönbulbyl
gråstrupig grönbulbyl
vitbukig stare
svartkronad sparv
gråbrynad sparv
colombiasparv
orangenäbbad sparv
méridasparv
santamartasparv
kastanjekronad sparv
ravinsparv
costaricasparv
brunkronad sparv
mossparv
saffransnäbbad sparv
caatingasparv
marañónsparv
perijásparv
caracassparv
pariasparv
guldvingad sparv
svartfläckad sparv
halsbandssparv
boliviasparv
grönstreckad sparv
grönryggig sparv
svartstreckad sparv
olivsparv
tocuyosparv
kragmonark
svartvit monark
kapyorkmonark
kråsmonark
vithuvad vanga
grå svalstare
sotsvalstare
gråhuvad svalstare
bismarcksvalstare
vitbröstad svalstare
papuasvalstare
fijisvalstare
mindre svalstare
sulawesisvalstare
svartmaskad svalstare
vitbrynad svalstare
kaliforniensparv
malörtsparv
Riviersonderend Moss Frog
Drakenstein Moss Frog
Drewes' moss frog
Kogelberg Moss Frog
Landdross Moss frog
Peninsula Moss Frog
Rough Moss Frog
Northern Moss Frog
De Villiers's Moss Frog
Common Squeaker
Bush Squeaker
Dwarf Squeaker
Jamaican Fruit-eating Bat
Great Fruit-eating Bat
afrikansk skräddarfågel
långnäbbad skräddarfågel
sotbrun flugsnappare
svalflugsnappare
tjocknäbbad sångare
kärrtyrann
mangrove cicada
White Drummer
vattensork
vitvingad and
Geoffroy's Trident Leaf-nosed Bat
guaduatangara
blektangara
gibberhonungsskvätta
Brown Speckled Cicada
afrikansk hornuggla
kapuggla
strimmig hornuggla
jorduggla
jamaicauggla
madagaskarhornuggla
hornuggla
skräckuggla
mörk hornuggla
blåstrupig motmot
Pouched Frog
magellankanastero
mörkvingad kanastero
ayacuchoborststjärt
kortnäbbad kanastero
consatakanastero
ockrabrynad borststjärt
rostgumpad kanastero
strimmig kanastero
vitstrupig borststjärt
umbraborststjärt
svartstrupig borststjärt
punaborststjärt
boliviakanastero
Ljusstjärtad kanastero
pampaskanastero
streckbröstad kanastero
cipókanastero
páramokanastero
gräskanastero
itatiaiaborststjärt
rostpannad kanastero
junínborststjärt
perijáborststjärt
kanjonkanastero
mindre kanastero
inkakanastero
vilcabambaborststjärt
junínkanastero
strimryggig kanastero
girlandastrapia
arfakastrapia
huonastrapia
praktastrapia
prinsessastrapia
amerikansk duvhök
tvåfärgad duvhök
chileduvhök
trastduvhök
duvhök
kubaduvhök
madagaskarduvhök
svart duvhök
papuaduvhök
blekögd todityrann
Långhårig spindelapa
Black-faced Black Spider Monkey
Brunhuvad spindelapa
Röd spindelapa
Long-haired spider monkey
White-cheeked Spider Monkey
Svart spindelapa
Short-eared Dog
rödbrun markblåkråka
blåpannad markblåkråka
djungeluggla
brahminuggla
prärieuggla
guadalcanaluggla
salomonuggla
malaitauggla
minervauggla
makirauggla
madagaskaruggla
Träskmangust
gulstrupig grönbulbyl
blekstrupig grönbulbyl
Protean Shieldback
Nordafrikansk borstekorre
vithuvad snårsparv
vitkronad snårsparv
mustaschsnårsparv
antioquiasnårsparv
cuzcosnårsparv
gulstreckad snårsparv
chocósnårsparv
gulhuvad snårsparv
apurímacsnårsparv
rosthuvad snårsparv
magdalenasnårsparv
gulbröstad snårsparv
glasögonsnårsparv
vitvingad snårsparv
gulgrön snårsparv
santamartasnårsparv
svartstrupig snårsparv
svartmaskad snårsparv
rostbukig snårsparv
perijásnårsparv
ljushuvad snårsparv
ljusnackad snårsparv
tepuísnårsparv
rostkronad snårsparv
brunhuvad snårsparv
boliviasnårsparv
skiffersnårsparv
orangekronad snårsparv
ockrahuvad snårsparv
junínsnårsparv
vilcabambasnårsparv
gulbyxad snårsparv
trefärgad snårsparv
Adelaide Black Squeaker
Sandstone Squeaker
Bark Squeaker
South-western Bark Squeaker
Black Squeaker
Southern Mountain Squeaker
Small Bark Squeaker
sångsnårfågel
rostsnårfågel
skogssvala
rostbukig frösnäppa
vitbukig frösnäppa
vitbandad svala
svarthättad svala
vitbyxad svala
vitögd attila
kanelattila
citronbukig attila
roststjärtad attila
gråhuvad attila
gulgumpad attila
ockraattila
hättvisirbärare
hyacintvisirbärare
andinsk tukanett
blåstrupig tukanett
blånackad tukanett
rödgumpad tukanett
gulbrynad tukanett
smaragdtukanett
strimnäbbad tukanett
tepuítukanett
verdinpungmes
Auritibicen japonicus
Creaking Branch Cicada
White-striped Free-tailed Bat
Olive-green Coastal Katydid
nordlig lövletare
chiriquílövletare
olivryggig lövletare
pernambucolövletare
vitögd lövletare
rödögd lövletare
gulstrupig lövletare
parálövletare
gulögd lövletare
östlig skogssmyg
västlig skogssmyg
Gmelin's Woolly Lemur
afrikansk baza
orientbaza
svartbaza
madagaskarbaza
gråfotad baza
sylnäbbskolibri
axishjort
mindre bergand
amerikansk brunand
australisk dykand
amurdykand
ringand
brunand
vigg
madagaskardykand
bergand
nyazeelanddykand
vitögd dykand
svartnäbbad brunand
svarttofsad gråmes
östlig gråmes
ekmes
blek gråmes
tygelmes
vitstjärtad grönbulbyl
vitögd grönbulbyl
grönlandsval
träskonäbb
antarktisk vikval
sillval
Gray Sac-winged Bat
svart krontrana
grå krontrana
vitbrynad bambuhöna
taiwanbambuhöna
kinesisk bambuhöna
Lesser Bandicoot-rat
gulbukig tangara
tatamátangara
mossgrön tangara
gulgrön tangara
apelsinbröstad tangara
gyllenbröstad tangara
barbastell
Common Saw Bush-cricket
ringparakit
piparsnäppa
rödbrun motmot
rosthuvad motmot
guldbrynad skogssångare
guldkronad skogssångare
kastanjekronad skogssångare
pirreskogssångare
svartkindad skogssångare
costaricaskogssångare
yungasskogssångare
rostkronad skogssångare
tacarcunaskogssångare
trebandad skogssångare
trestrimmig skogssångare
vitörad kolibri
californiakolibri
sulawesistare
seramstare
hjälmstare
Allens olingo
Western Lowland Olingo
olinguito
Kattfrett
centralamerikansk kattfrett
jättemyrtörnskata
guinearävsångare
kongorävsångare
kapbatis
iringabatis
malawibatis
ruwenzoribatis
svartkronad batis
brunbröstad batis
ituribatis
epålettbatis
gabonbatis
sotkronad batis
kongobatis
skogsbatis
strupfläcksbatis
västafrikansk batis
akaciabatis
dvärgbatis
biokobatis
priritbatis
savannbatis
moçambiquebatis
malajgrodmun
större grodmun
palawangrodmun
sundagrodmun
dulitgrodmun
nordlig grodmun
javagrodmun
borneogrodmun
ceylongrodmun
sumatragrodmun
filippingrodmun
stjärngrodmun
Marbled Wood Frog
Gray Wood Frog
Banded Wood Frog
Van Gelder's bat
Aridland Cicada
vittofsad näshornsfågel
palmkrypare
bermudavråk
långnäbbad madagaskarsångare
tofsmonarktörnskata
vitskäggig myrtörnskata
Bicolour Meadow Bush-cricket
Red Tree-ticker
Black Tree-ticker
bison
bisamand
Northern Short-tailed Shrew
gråhuvad borstbulbyl
grönstjärtad borstbulbyl
gultyglad borstbulbyl
roststjärtad borstbulbyl
gulögd borstbulbyl
större umbraspett
mindre umbraspett
White-edged Tree Frog
Yellow-spotted Tree Frog
Bischoff's Tree Frog
Hypsiboas boans
Rough-skinned Green Tree Frog
Hypsiboas faber
Basin Tree Frog
Usina Tree Frog
Leopard Tree Frog
Banana Tree Dwelling Frog
Burmeister's Tree Frog
Chirique-Flusse Tree Frog
Montevideo Tree Frog
Polka-dot Tree Frog
Chaco Tree Frog
Rioja Tree Frog
Rosenberg's Gladiator Frog
sumptchagra
ockrastjärtad kolibri
hyacintkolibri
kastanjebröstad kolibri
Atlantic Forest Tree Frog
guaiabero
rostpannad parakit
katarinaparakit
andinsk parakit
glasögonhonungsfågel
eungellahonungsfågel
klockgroda
Orientalisk klockgroda
Gulbukig klockgroda
Common Eastern Bumble Bee
Mörk jordhumla
tujasidensvans
sidensvans
amursidensvans
kragjärpe
gaur
Nötkreatur
sãotoméibis
flikibis
hadadaibis
olivibis
fläckbröstad ibis
kanelrördrom
svartryggig dvärgrördrom
kastanjerördrom
amerikansk dvärgrördrom
svart rördrom
strimryggig dvärgrördrom
amerikansk rördrom
dvärgrördrom
nyzeeländsk dvärgrördrom
strimmig rördrom
australisk rördrom
kinesisk dvärgrördrom
rördrom
pygmérördrom
Short-legged Horned Toad
kortstjärtad vävare
vitstrupig jakamar
ljushuvad jakamar
brun jakamar
mörkryggig jakamar
Antillean Fruit-eating Bat
tjocknäbbad markblåkråka
himalayakortvinge
borneokortvinge
floreskortvinge
taiwankortvinge
rostbukig kortvinge
mindre kortvinge
javakortvinge
filippinkortvinge
sumatrakortvinge
kinesisk kortvinge
brunalka
marmoralka
långnäbbad marmoralka
Southern Muriqui
Northern Muriqui
ockragumpad flugsnappare
maricoflugsnappare
törnflugsnappare
sumpgräsfågel
bangwagräsfågel
natalgräsfågel
stråstjärtad gräsfågel
vitvingad gräsfågel
berggräsfågel
kanelgräsfågel
djagräsfågel
albertinegräsfågel
skogsgräsfågel
madagaskargräsfågel
knysnagräsfågel
Brunstrupig tretåig sengångare
prutgås
kanadagås
polargås
vitkindad gås
rödhalsad gås
hawaiigås
Strawberry Rain Frog
Common Rain Frog
Black Rain Frog
Giant Rain Frog
Mountain Rain Frog
Mozambique Rain Frog
Rose's Rain Frog
Forest Rain Frog
Plaintive Rain Frog
chiririparakit
guldvingad parakit
koboltvingad parakit
orangestrupig parakit
gråkindad parakit
tuiparakit
tiricaparakit
vitvingad parakit
törnastrild
snårastrild
vitnäbbad buffelvävare
rödnäbbad buffelvävare
Vattenbuffel
fläckuv
ökenuv
klippuv
berguv
kapuv
saheluv
magellanuv
arabuv
fjälluggla
virginiauv
ökentrumpetare
mongolfink
gulfläckig barbett
halsbandströgfågel
