common_name_af

Heuningby



























Kaneelduifie





Koningpikkewyn






Kleinwindswael

Europese Windswael

Swartwindswael


Muiskleurwindswael
Witkruiswindswael

Horuswindswael




Bruinwindswael









Steppe-arend
Roofarend
Grootjagarend (Afrikaanse Jagarend)
Witkruisarend






























































Kaapse Pelsrob

Grootwitreier

Bloureier


Reusereier


Veereier (Bosluisvoël)

Geelbekwitreier
Swartkopreier


Rooireier


Bruinpylstormvoël

Grootpylstormvoël
Malbaartjie (Grysvlerkpylstormvoël)
Keilstertpylstormvoël
Kortstertpylstormvoël


Malgassiese Ralreier
Ralreier
Rooipensreier



Gompou

Steenloper






















Streepwangwillie (Streepwangtiptol)



























































Duinkikker
Boskikker
Dwergkikker


















Vlei-uil


















































Swartsperwer









Kortoorvos











Watermuishond
Geelkeelwillie





















































































Koekoekvalk





Axishert






Kuifkopeend












Groenlandse Walvis
Skoenbekooievaar
Antarktiese Minkewalvis
Vinwalvis


Mahem (Mahemkraanvoël)








































Kaapse Bosbontrokkie




Woodwardbosbontrokkie






Witliesbosbontrokkie




Priritbosbontrokkie

Mosambiekbosbontrokkie





















Witpensvlieëvanger































Vleitjagra




















Bees


Hadeda









Woudapie (Kleinrietreier)




Grootrietreier (Roerdomp)
Dwergrietreier
























Maricovlieëvanger

Kaapse Vleisanger

Ruigtesanger








Knysnaruigtesanger








Bosveldblaasoppadda
Gewone Janblom
Kaapse Janblom
Kaapse Bergblaasoppadda
Mosambiekse reënpadda


Klareënpadda









Swartwangsysie

Buffelwewer
Waterbuffel
Gevlekte Ooruil



Kaapse Ooruil



















Bromvoël











Bulwerstormvoël
Donkervlerkkeilstert (Jouaninse Stormvoël)
Geelbekrenostervoël
Rooibekrenostervoël

Gewone Dikkop




Waterdikkop



Rooivlerkjakkalsvoël



Witborsjakkalsvoël
Rooinekjakkalsvoël


Bruinjakkalsvoël













Langbeenjakkalsvoël
Rooiborsjakkalsvoël



Bosjakkalsvoël












Groenrugreier



Kuifkopboskraai
Gewone Boskraai











































Suidelike blikslanertjie
Gewone Blikslanertjie


Bronsblikslanertjie








Gebande Sanger

Stierlingsanger






Rooikoplewerik





Vaalbruinlewerik
Karoolewerik
Rooilewerik
Duinlewerik



Sabotalewerik
Witrugnagreier



Drietoonstrandloper
Bontstrandloper
Bairdstrandloper
Knoet
Breëbekstrandloper
Krombekstrandloper
Witrugstrandloper



Geelpootstrandloper
Kleinstrandloper


Kemphaan


Rooinekstrandloper
Langtoonstrandloper
Taanborsstrandloper
Temminckstrandloper
Grootknoet



























Witoormarmoset




















Geelbekpylstormvoël
Geelbekpylstormvoël

Gestreepte Pylstormvoël

























Groenrugkwêkwêvoël



Dromedaris
Swartkatakoeroe















Goudstertspeg
Bennettspeg


Knysnaspeg


Tanzaniese Speg


Bergklipwagter


Swempie






































Hond
Amerikaanse Jakkals
Gouejakkals
Wolf

Rooiwolf
























Bok
Alpynse Steenbok
Spaanse Steenbok














Europese Naguil

Laeveldnaguil











Natalse Naguil

Afrikaanse Naguil






Rooiwangnaguil


Donkernaguil
Wimpelvlerknaguil






























































































Breëstertsanger


Bloukatakoeroe



Witborskatakoeroe








Kleinstreepswael

Grootstreepswael
Rooinekswael



Rooiborsswael
Moskeeswael
























Gewone Vleiloerie



Grootvleiloerie

Swartvleiloerie








Senegalvleiloerie


Gestreepte Vleiloerie (Witbrouvleiloerie )




















Witrenoster



Langstertkoekoek


















Samango-aap







Gestreepte Wipstert
Kalahariwipstert

Woudvos
















Kortkloulewerik
Weskuslangbeklewerik
Grasveldlangbeklewerik
Karoolangbeklewerik

Elk
Edelhert
Sikahert
Bontvisvanger





Groenvleiloerie































Oranjeborsberglyster
Kaapse Berglyster






















Swartsuikerbekkie




Rooiborssuikerbekkie




























Witborsboslyster








Ringnekstrandkiewiet






























Vlaktelewerik


Grootskedebek




Grootgrysboompadda



















Witbaardmeerswael (Witbaardsterretjie)
Witvlerkmeerswael (Witvlerksterretjie)
Swartmeerswael (Swartsterretjie)



















Blouaap









Geelborswillie (Geelborstiptol)














Swartoogboslaksman
Olyfboslaksman
Oranjeborsboslaksman










Baardspeg (Namakwaspeg)































































Gryskopmeeu
Dunbekmeeu
Hartlaubmeeu



Swartkopmeeu


Diederikkie
Mooimeisie

Meitjie














Maanhaarwolf





































Palmmôrelyster

Rooistertmôrelyster




Kleinswartooievaar (Blouwangooievaar)

Witooievaar
Wolnekooievaar


Grootswartooievaar
















































Witborsspreeu
Grootrooibandsuikerbekkie



Purperbandsuikerbekkie



Kleinrooibandsuikerbekkie






Kopersuikerbekkie




Namakwasuikerbekkie











Miombo-rooiborssuikerbekkie
Maricosuikerbekkie





Bloukruissuikerbekkie











Swartpenssuikerbekkie




Witpenssuikerbekkie




Geelpenssuikerbekkie

Enkelbandslangarend
Bruinslangarend
Dubbelbandslangarend

Swartborsslangarend


Europese Paddavreter (Europese Vleivalk)







Witborspaddavreter (Witborsvleivalk)

Witkruispaddavreter (Witkruisvleivalk)

Bloupaddavreter (Blouvleivalk)
Afrikaanse Paddavreter (Afrikaanse Vleivalk)










Luitinktinkie



Woestynklopkloppie
Kleinste Klopkloppie



Kortvlerktinktinkie


Singende Tinktinkie


Bosveldtinktinkie


Bleekkopklopkloppie


Rooiwangtinktinkie


Neddikkie
Swartrugtinktinkie




Landeryklopkloppie
Huiltinktinkie

Luapulatinktinkie




Groottinktinkie


Piepende Tinktinkie



Rooitinktinkie

Grysrugtinktinkie
Gevlekte Klopkloppie
Vleitinktinkie












Gevlekte Koekoek
Bontnuwejaarsvoël
Gestreepte Nuwejaarsvoël
Groot Gevlekte Arend

Gevlekte Arend










































Angolaswie
Suidelike Swie (Suidelike Swiesysie)
Tropiese Swie (Tropiese Swiesysie)







































































Rooirugmuisvoël
Witkruismuisvoël

Gevlekte Muisvoël





















Sy-aap










Geelbekbosduif

Withalsbosduif


Kransduif







Tuinduif (Stadsduif)










































Blouwildebees


































































Gewone Troupant

Europese Troupant
Groottroupant
Knopsterttroupant












































Withalskraai
Witborskraai


Swartkraai


































Huiskraai










Rooineklewerik
Kaapse Klappertjie

Hoëveldklappertjie














Kuifkopvisvanger






Lawaaimakerjanfrederik

Heuglinjanfrederik
Nataljanfrederik














Afrikaanse Kwartel
Bontkwartel


















































Lelspreeu
Afrikaanse Riethaan


Kwartelkoning










Kwêvoël









Witkeelkanarie

Bergkanarie





Geelborskanarie




Geelkanarie

Streepkopkanarie
Sitrienkanarie

Witvlerkkanarie



Swartoorkanarie
Geeloogkanarie




Gestreepte Kanarie


Dikbekkanarie
Bergpietjiekanarie
Kaapse Pietjiekanarie





Gevlekte Hiëna















Rooiborsruigtesanger

Groenhoutkapper







Rooirugsaadvretertjie (Rooirugrobbin)








































Europese Koekoek
Swartkoekoek

Afrikaanse Koekoek



Kleinkoekoek
Malgassiesekoekoek

Piet-my-vrou





Asiatiese Wildehond





Witkeelsanger







Grystjeriktik










Bosveldtjeriktik



Bloukopdrawwertjie

Trekdrawwertjie




























































Olyfsuikerbekkie

Gryssuikerbekkie
































Witswaan


































































Palmwindswael































Seeduifstormvoël

































Huisswael
Witdolfyn








































Fluiteend



Nonnetjie-eend
Boomdassie
Westelike Boomdassie









Kardinaalspeg


Gryskopspeg


























Gewone Janfrederik
Witkeeljanfrederik
































































Mikstertbyvanger














Kleinbyvanger












































Amsterdamalbatross (-malmok)

Tristangrootalbatros
Koningmalmok (Witvlerkkoningalbatros)
Grootmalmok (Grootalbatros)
Swartvlerkkoningalbatros






































Krapvreter






















































Sneeubal














































































































Swartreier
Kleinbloureier

Kleinwitreier
Westelike Kusreier




Sneeuwitreier

Rooikeelreier

Geelvrugtevlermuis



























Blouvalk (Blouvalkie)



Père David-takbok






Oosterse olifant




















Witstertvlieëvanger


Karoospekvreter
Vlaktespekvreter
Woestynspekvreter





Geelstreepkoppie


Rooivlerkstreepkoppie







Rooirugstreepkoppie



Ortolanstreepkoppie
Vaalstreepkoppie



















Klipstreepkoppie































See-otter




























Saalbekooievaar












Peters se Witkolvrugtevlermuis


Wahlberg se Vrugtevlermuis





Donkie
Perd
Bontkwagga






Groenbossanger
Geelpensbossanger

Donkerwangbossanger

Bruinkeelbossanger


Swartoorlewerik



Rooiruglewerik


Grysruglewerik



















Rooistertvlieëvanger








































Rooibeksysie (Rooibekkie)










Suidelike Noordkapper























Geelkuifpikkewyn
Macaronipikkewyn (Suidelike Langkuifpikkewyn)

Noordelike Geelkuifpikkewyn




Kleinpikkewyn















































































Goudgeelvink
Witvlerkflap
Rooikeelflap

Kortstertflap
Kaapse Flap




Vuurkopvink


Geelrugflap

Rooivink
Langstertflap (Sakabula)

Bloukorhaan
Witpenskorhaan













Kremetartlaksman












Kaneelborssanger


Geelbektroupant






















Oostelike Rooipootvalk (Amurvalk)

Donker Grysvalk

Edelvalk


Rooinekvalk

Roetvalk
Afrikaanse Boomvalk

Dickinsongrysvalk

Eleonoravalk
Taitavalk






Kleinrooivalk


Swerfvalk


Grootrooivalk
Rooivalk (Kransvalk)



Europese Boomvalk

Rooivalk
Westelike Rooipootvalk










Kat



Withalsvlieëvanger
















































































Blougrysvlieëvanger





Waaierstertvlieëvanger









Kleinfregatvoël

Grootfregatvoël
Witpensstormswael


Swartpensstormswael


Gryskoppie












Bleshoender





Silwerstormvoël


























Nagapie



















Dikbeklewerik




















Dubbelsnip


Afrikaanse Snip






Grootwaterhoender

























Bloukuifloerie















Grysrugstormswael




































Oostelike Seeswael (Oostelike Sterretjie)
Noordelike Kleinkolmuskejaatkat




Grondspeg














Oranjelyster
Natallyster






































































Kalkoenibis (Wildekalkoen)




























Swartvlerksprinkaanvoël
Withalssprinkaanvoël

Rooivlerksprinkaanvoël

Gryssysie
Swartoogsysie



Gebande Uil















Witkoluil


















Langvinloodswalvis




























































































Koningblousysie




Boswaaierstertmuis












Molkriek































Kuifkoptarentaal



































Geelvlekmossie


Baardaasvoël (Lammergeier)
Witaasvoël
Witrugaasvoël

Kransaasvoël



Rüppellaasvoël





















Swarttobie (Swartoestervanger)
Bonttobie (Bontoestervanger)











Bruinkopvisvanger

Gestreepte Visvanger



Gryskopvisvanger


Bosveldvisvanger
Mangliedvisvanger








Bloustormvoël






























Kortbeksuikerbekkie




















































Dwergmuishond














Geelborskoester



















































Grootgrysmuishond
Kleingrysmuishond



























Geelkoldassie

Drakensberglewerik
















Woestynkorhaan (Damarakorhaan)
Vaalkorhaan




Kleinjagarend

Dwergarend
Bruinarend (Wahlbergarend)










Rooipootelsie






Spotvoël (Spotsanger)

Olyfboomsanger

Seekoei




Swartwitpens






Witkeelswael
Angolaswael
Blouswael
Pêrelborsswael








Europese Swael
Draadstertswael































Gestreepte Hiëna




Madeirastormswael





Swaelstertstormswael


Matsudairastormswael (Oosterse Stormswael)


Swinhoestormswael

Swartpootstormswael (Europese Stormswael)



Kapibara






Waterhert
Reuseseeswael (Reusesterretjie)



































Mashonahyliota
Geelborshyliota






Largibbon



































Rooskeelkolpensie (Rooskeelrobbin)
Rooikeelkolpensie (Rooikeelrobbin)

Argus-rietpadda





Aronskelkrietpadda

Rooiflankrietpadda
Skilderbontrietpadda
Angolese rietpadda

Waterlelierietpadda
Geelstreeprietpadda

Groenrietpadda




































































Witstertmuishond











































Visarend













Geelsanger


























Grootheuningwyser

Oostelike Heuningwyser
Kleinheuningwyser

Gevlekte Heuningwyser




















Irania















Dwergvisvanger
























Draaihals








Akkedisvalk








Reuse-ooruil





























Basterwaterbok
Poekoe







Kaapse Dakvlermuis


Bruinvuurvinkie (Bruinrobbin)

Jamesonvuurvinkie (Jamesonrobbin)
Kaapse Vuurvinkie (Kaapse Robbin)


Rooibekvuurvinkie (Rooibekrobbin)






























Alpakka












Spitsstertglansspreeu

Grootglansspreeu
Witgatspreeu


Grootblouoorglansspreeu




Langstertglansspreeu
Kleinglanspreeu











Rooiborslaksman


Moeraswaterfiskaal


Suidelike Waterfiskaal





Tropiese Waterfiskaal

















Kortstertlaksman



Fiskaallaksman
Rooiruglaksman












Gryslaksman


Rooistertlaksman



Souzalaksman







Haringmeeu









Swartrugmeeu
Kleinswartrugmeeu





































































Ringstertlemur




Chili Kat
Suidelike Tier-Kat

































































Bruinrugboompadda
Natalse boompadda










Maraboe














































Franklinmeeu





































Asiatiese Snipgriet












Amerikaanse Griet (Hudsonbaaigriet)
Bandstertgriet
Swartstertgriet






















Langbeenkorhaan





























Sprinkaansanger














































Langkuifarend



Gekroonde Neushoringvoël
Bradfieldneushoringvoël



Grysneushoringvoël

































Boskorhaan























































Savanne-olifant
Woudolifant






Witkwasjakkals
Rooijakkals


Lysternagtegaal










Rooikophoutkapper


Andesvos
Darwin se Vos
Suid-Amerikaanse Grysvos
Azara se Vos

Afrikaanse Wildehond





Kanadese Rooikat

Iberiese Rooikat
Noord-Amerikaanse Rooikat







Krapvreter-makaak




















Vlermuisvalk












Reusenellie
Grootnellie


Rooskeelkalkoentjie

Oranjekeelkalkoentjie
Geelkeelkalkoentjie

Angolakalkoentjie











































Spookvoël


















Rooioorlangstertjie




























Groenkolpensie (Groenrobbin)














Chiloe-eend




















































Reusevisvanger




















Boggelwalvis














































Swartvlieëvanger

























Piet-tjou-tjou-grysmees

Ovamboswartmees
Akasiagrysmees



Miombogrysmees



Gewone Swartmees
Swartkopmees

























































Bleeksingvalk
Donkersingvalk








































Breëstertgrasvoël





































Witkeelbyvreter

Europese Byvreter
Roeskopbyvreter

Rooikeelbyvreter



Swaelstertbyvreter


Pienkborsbyvreter


Rooiborsbyvreter




Blouwangbyvreter

Kleinbyvreter

Olyfbyvreter




















