common_name_no
einerstjertmeis
hvitkronestjertmeis
storløvfugl
rajaløvfugl
parkløvfugl
brilleløvfugl
slipeugle
perleugle
bermudaugle
svartbrynugle
kanelugle
arfakuglesvale
berguglesvale
nettuglesvale
molukkuglesvale
australiauglesvale
storuglesvale
sotuglesvale
prikkuglesvale
karimuiuglesvale
vatreuglesvale
munkegribb
striperikse
Impala
Elefantfugl
hvitstrupeovnhøne
treflikovnhøne
Rødbettong
gråsalangan
marianesalangan
orientsalangan
seychellsalangan
maskarenesalangan
reirsuppesalangan
bergsalangan
Halmaherasalangan
karolinesalangan
tahitisalangan
malaysalangan
filippinersalangan
nakenbeinsalangan
marquesassalangan
enigmasalangan
papuasalangan
palausalangan
sundasalangan
atiusalangan
melanesiasalangan
australiasalangan
indiasalangan
monsunsalangan
vulkansalangan
storhodesalangan
andesseiler
hvittippseiler
mesaseiler
rødflankehauk
bantuhauk
toppdvergalke
papegøyealke
flekkdvergalke
praktdvergalke
olivenkrattsmett
kastanjemusesmett
bergkrattsmett
rustmaskekrattsmett
vogelkopkrattsmett
bleknebbkrattsmett
brudesolfugl
grønnpannesolfugl
gaffelsolfugl
paradissolfugl
hvitflankesolfugl
gnistsolfugl
purpurkronesolfugl
maronnakkesolfugl
ildstjertsolfugl
beryllpannesolfugl
visaysolfugl
javasolfugl
grønnstjertsolfugl
gråhettesolfugl
grønnknokesolfugl
svartstrupesolfugl
prydsolfugl
karminsolfugl
skarlagensolfugl
tbolisolfugl
rødsolfugl
Delicate Spiny Reed Frog
Brown Banana Frog
Fornasini's Spiny Reed Frog
Banded Banana Frog
Banana Serotine
kongopåfugl
svarthalstrappe
hvitskafttrappe
Red-eyed Tree Frog
Mexican Giant Tree Frog
sverdhegre
gråhodeamorpapitt
rødhodeamorpapitt
nyasaamorpapitt
svartkinnamorpapitt
svarthodeamorpapitt
rødmaskeamorpapitt
ferskenamorpapitt
svartkrageamorpapitt
svartvingeamorpapitt
brunvingetrupial
blektrupial
ildvingetrupial
brunskuldertrupial
rødvingetrupial
kaliforniatrupial
gulskuldertrupial
hvitbrystperlehøne
svartperlehøne
sumptrupial
gulvingetrupial
blekøyetrupial
spraglesolkolibri
paljettsolkolibri
kobbersolkolibri
svartsolkolibri
bredstjertsylfe
celestsylfe
andessylfe
Ovate Shieldback
rødfink
trostefluesnapper
blekfluesnapper
hvitstjertrovtyrann
storrovtyrann
gråbukrovtyrann
svartnebbrovtyrann
dvergrovtyrann
brunkinnstær
mandsjuriastær
hvitørekattefugl
grønnkattefugl
brunkronekattefugl
flekkattefugl
Svartørekattefugl
kanelbukkattefugl
Panda
oaxacaspurv
rustissespurv
rustkronespurv
mandarinand
brudeand
oahuakialoa
lanaiakialoa
småakialoa
kauaiakialoa
amahuacamaurfugl
epålettmaurfugl
langnebblerke
løpelerke
sanglerke
orientlerke
hvitvingelerke
rasolerke
saltdverglerke
turkestandverglerke
sanddverglerke
flekkdverglerke
somalidverglerke
alke
isfugl
akvamarinisfugl
blåkjedeisfugl
herkulesisfugl
lakmusisfugl
blåbrynjeisfugl
indigoisfugl
koboltisfugl
Kuantilope
Elg
jernfulvetta
hubeifulvetta
yunnanfulvetta
svartbrynfulvetta
guangdongfulvetta
gråhodefulvetta
brillefulvetta
hvitbrystfulvetta
gråkronefulvetta
javafulvetta
stripebylbyl
rustnakkeplystrer
berberhøne
berghøne
steinhøne
qinghaihøne
arabiahøne
svartstrupehøne
rødhøne
blodstjertblådue
vorteblådue
seychellblådue
brilleblådue
vimpeltyrann
hanetyrann
klaveovnhøne
Floury Baker
kastanjealete
ildkronealete
solpapegøye
monarkparakitt
høvdingparakitt
kongeparakitt
alkekonge
skjellspottefugl
Sumpape
Amerikaalligator
Spotted-thighed Poison Frog
Striped Rocket Frog
Allard's Ground Cricket
Striped Ground Cricket
Gray Ground Cricket
Choctaw ground cricket
Southern Ground Cricket
Salt-Marsh Ground Cricket
Tinkling Ground Cricket
Walker's Ground Cricket
brunkinnbylbyl
hvitstrupebylbyl
askestrupebylbyl
okerbylbyl
bruntoppbylbyl
gulbukbylbyl
penanbylbyl
gråkinnbylbyl
rusthodesvale
niland
réunionand
mauritiusand
Ursine Howler Monkey
Rødhåndbrølape
Svartbrølape
Spix's Red-handed Howler Monkey
Brunbrølape
Guianan Red Howler Monkey
Kappebrølape
Guatemalabrølape
Bolivian Red Howler Monkey
Rødbrølape
Maranhao Red-handed Howler Monkey
Catalonian Midwife Toad
Iberian Midwife Toad
fødselshjelperfrosk
rødhodeamadin
blodstrupeamadin
dvergpapuaskvett
storpapuaskvett
tigerastrild
gitterastrild
gulbrystastrild
brunrikse
vinrikse
grovnebbrikse
buskrikse
flomrikse
hvitbrystrikse
ultramarinspurv
carrizalspurv
koboltspurv
blekkspurv
honduraskolibri
kanelkolibri
ruststjertkolibri
yucatánkolibri
amaziliakolibri
blåpanneamazon
dvergamazon
hvitpanneamazon
oransjevingeamazon
dominicaamazon
gulnakkeamazon
gulkinnamazon
gulmaskeamazon
ildstjertamazon
rosenstrupeamazon
manausamazon
blåkinnamazon
melamazon
rødryggamazon
lillakroneamazon
kongeamazon
keiseramazon
grimeamazon
kubaamazon
rødbrynamazon
andesamazon
gulkroneamazon
gulhodeamazon
skjellgranamazon
flammemaskeamazon
oreamazon
hispaniolaamazon
saintluciaamazon
vinamazon
grønnkinnamazon
puertoricoamazon
gultøyleamazon
brasiland
gulnebbkasik
Clicker Round-winged Katydid
Florida Oblong-winged Katydid
Texas false katydid
Oblong-winged Katydid
Rattler Round-winged Katydid
gullmankegartner
brungartner
fakkelgartner
stripegartner
tykknebbvever
rødhodetrupial
Three-striped Poison Frog
Common River Frog
Cape River Frog
Poynton's River Frog
angolalerke
kragelerke
flagrelerke
gulmaskespurv
camposspurv
gresshoppespurv
mørkstjertlerke
ørkenlerke
ruststjertlerke
gruslerke
spraglekinnmaurfugl
sisihøne
beduinhøne
Harris' Antelope Squirrel
Texas Antelope Squirrel
Hvithalet Antilopeekorn
Nelson's Antelope Squirrel
spisstjertspurv
gråørespurv
marskspurv
nålstjertspurv
Mankesau
gulhodestær
skjellfrukteter
rødtoppkotinga
kragekotinga
gråhodemaurfugl
Clapping Cicada
Chirping Cicada
Chorus Cicada
svartstrupespurv
sonoraspurv
kalkadoongressmett
hvitbryngressmett
carpentariagressmett
sandgressmett
svartgressmett
kortstjertgressmett
krattgressmett
ørkengressmett
steingressmett
diamantinagressmett
stripegressmett
slettegressmett
pilbaragressmett
hvitstrupegressmett
hvitbrynløvgransker
okerbrystløvgransker
ruststjertløvgransker
hvitbrilleløvgransker
okerbrilleløvgransker
principesolfugl
saotomesolfugl
skjellryggsolfugl
lysbukløvgransker
hvithalsløvgransker
Mormon Cricket
polylepismeisetyrann
juanfernandezmeisetyrann
gulnebbmeisetyrann
mefistomeisetyrann
guløyemeisetyrann
lomameisetyrann
skarlagenvever
rødhodevever
Golden Emperor
hvitbrystlo
punalo
rødbrystlo
tibetlo
nyzealandbeltelo
svartkronelo
hvitfjeslo
svartbeltelo
skjevnebblo
javalo
ørkenlo
strandlo
kamtsjatkalo
prærielo
snølo
rustbuklo
saltsjølo
kittlitzlo
arkipello
rødhettelo
sankthelenalo
madagaskarlo
steppelo
tykknebblo
stjertand
hvitstrupekrikkand
andeskrikkand
bronseand
hvitkinnand
gasserkrikkand
kappand
kastanjeand
brunkrikkand
krikkand
mexicoand
kerguelenand
rødnebband
gulnebbkrikkand
golfand
gulnebbstjertand
gråkrikkand
nomadeand
laysanand
filippinerand
madagaskarand
campbelland
stokkand
flekknebband
rødfotand
elveand
stripeand
maskareneand
gulnebband
hawaiiand
kinaand
afrikagapenebb
asiagapenebb
Indiatrespissmus
Chirping Trig
Say's Trig
Fulton's Trig
Pink-spotted Trig
Fast-tinkling Trig
Slow-tinkling Trig
Spring Trig
American Toad
Western Toad
Great Plains Toad
Chihuahuan Green Toad
Fowler's Toad
Canadian Toad
Red-spotted Toad
Oak Toad
Texas Toad
Southern Toad
Woodhouse's Toad
heklenebb
hettetukan
lavendeltukan
platenebbtukan
svartnebbtukan
Andean Poison Frog
heklenebbkolibri
krattbylbyl
papuapisketrost
Angustitrella roosevelti
horngjeterfugl
amerikaslangehals
orientslangehals
australslangehals
afrikaslangehals
rødbuktanagar
tåretanagar
blåkronetanagar
svarthaketanagar
blåvingetanagar
asurara
hyasintara
indigoara
gjøkvever
caatingaeremitt
hvitkinnhornfugl
bronsehornfugl
brunhornfugl
grånoddy
blånoddy
svartnoddy
brunnoddy
smånoddy
tundragås
grågås
kortnebbgås
snøgås
keisergås
svanegås
dverggås
taigasædgås
stripegås
eskimogås
tundrasædgås
skjæregås
Nornalup Frog
Yellow-footed Antechinus
prydfluesnapper
kanelfluesnapper
fynbossolfugl
tolimaflorkrone
santamartaflorkrone
rødflikhonningeter
banksiahonningeter
dryandrahonningeter
gyllenflikhonningeter
regenthonningeter
chathamhonningeter
maorihonningeter
bantupungmeis
jungelpungmeis
svartpannepungmeis
brunpungmeis
gulpungmeis
sahelpungmeis
orienthornfugl
hinduhornfugl
malayhornfugl
palawanhornfugl
suluhornfugl
gyllenmango
hispaniolamango
ametystmango
svartbrystmango
kullstrupemango
blåstrupemango
grønnstrupemango
smaragdmango
palettsolfugl
fiolettstjertsolfugl
brunsolfugl
gråstrupesolfugl
fiolettryggsolfugl
malaysolfugl
swahilisolfugl
tornsolfugl
smaragdsolfugl
smekkesolfugl
rosenstrupesolfugl
rødbåndsolfugl
grønnsolfugl
glanspannesolfugl
askestrupesolfugl
sørgeorgiapiplerke
australiapiplerke
kanaripiplerke
paramopiplerke
kortstjertpiplerke
punapiplerke
buskpiplerke
markpiplerke
lappiplerke
chacopiplerke
gresspiplerke
savannepiplerke
correnderapiplerke
steinpiplerke
argentinapiplerke
mongolpiplerke
tundrapiplerke
papuapiplerke
pampaspiplerke
sibirpiplerke
fjellpiplerke
amurpiplerke
brannpiplerke
stripepiplerke
malindipiplerke
okerpiplerke
kappiplerke
nilgiripiplerke
newzealandpiplerke
miombopiplerke
kongopiplerke
perupiplerke
skjærpiplerke
heipiplerke
tartarpiplerke
rosenpiplerke
Kanadapiplerke
madanga
orientpiplerke
langnebbpiplerke
sokokepiplerke
vannpiplerke
præriepiplerke
bergpiplerke
trepiplerke
slettepiplerke
sarustrane
kanadatrane
brolgatrane
hvitnakketrane
Gaffelbukk
flekkstjertnattravn
azteknattravn
mayanattravn
karolinanattravn
kubanattravn
hispaniolanattravn
puertoriconattravn
mexiconattravn
rustnattravn
rustnakkenattravn
costaricanattravn
silkestjertnattravn
eikenattravn
Pallidusflaggermus
sottrupial
kvistsamler
Common Short-tailed Cricket
Indies Short-tailed Cricket
kastanjehoderikse
Aotus azarai
nattape
Andesnattape
Black-headed Night Monkey
Spix's Night Monkey
sumatratrogon
blåstjerttrogon
brunhodeapalis
sølvapalis
bamendaapalis
svartbrystapalis
brunmaskeapalis
hvitvingeapalis
chirindaapalis
gråapalis
gulbrystapalis
gulstrupeapalis
taitaapalis
flodapalis
svartstrupeapalis
kaboboapalis
tøyleapalis
namuliapalis
svarthodeapalis
svarthetteapalis
hvithalsapalis
brunstrupeapalis
mosambikapalis
sotapalis
skiferapalis
masaiapalis
ringapalis
gulkinntrogon
narinatrogon
blåbeltetrogon
ogasawarabrillefugl
mauritiusrikse
langklorikse
svartnebbtyrann
safranbrysttyrann
silkehvitmaske
ringhvitmaske
beltehvitmaske
krattskrike
floridaskrike
eikeskrike
gråbrystskrike
indigoskrike
mexicoskrike
einerskrike
masafueratornstjert
gulbryntornstjert
sølvvingepetrell
Asian Honey Bee
Europeisk honningbie
Bocaina Tree Frog
Guinle Tree Frog
Canebrake Tree Frog
samoastær
trådstjertstær
kantorstær
rarotongastær
kosraestær
tanimbarstær
makirastær
atollstær
norfolkstær
brunvingestær
rennellstær
biakstær
enigmastær
metallstær
kortstjertstær
molukkstær
guløyestær
mikronesiastær
orientstær
pohnpeistær
santostær
stripestær
polynesiastær
rustvingestær
trolldue
Småskogmus
yapacanamaurfugl
rødvingeparakitt
timorparakitt
keiserpingvin
kongepingvin
sørbrunkivi
nordbrunkivi
flekkivi
dvergkivi
okaritokivi
khasiseiler
småseiler
kappverdeseiler
tårnseiler
gasserseiler
bekseiler
kamerunseiler
somaliseiler
namibseiler
hvitgumpseiler
buddhaseiler
horusseiler
shivaseiler
klippeseiler
husseiler
Gaffeilseiler
gråseiler
tibetseiler
kanariseiler
iberiaørn
kongoørn
kilestjertørn
kongeørn
haukørn
jungelørn
keiserørn
steppeørn
savanneørn
afrikahaukørn
klippeørn
gladiatorara
blågulara
grønnvingeara
blåstrupeara
rødara
soldatara
rødøreara
brunpanneara
kubaara
sundaedderkoppjeger
gulkinnedderkoppjeger
nakenkinnedderkoppjeger
tykknebbedderkoppjeger
blekedderkoppjeger
borneoedderkoppjeger
ildduskedderkoppjeger
brilleedderkoppjeger
gulgumpedderkoppjeger
dvergedderkoppjeger
stripeedderkoppjeger
gråedderkoppjeger
langnebbedderkoppjeger
rustnakkerikse
brunhalsrikse
gråhalsrikse
rødvingerikse
mangroverikse
saracurarikse
skogrikse
kjemperikse
bambusrikse
riksetrane
ildkroneparakitt
jandayaparakitt
svovelparakitt
nendayparakitt
solparakitt
hvitøreparakitt
hainanhøne
hvitskjegghøne
laohøne
khmerhøne
malayhøne
taiwanhøne
vietnamhøne
hvitpannehøne
borneohøne
javahøne
bhutanhøne
maskehøne
batakhøne
rødnebbhøne
sichuanhøne
ruststrupehøne
sumatrahøne
rustkronehøne
flekkbryst
gultoppgartner
svartstrupekolibri
rubinstrupekolibri
New Zealandpelssel
Antarktisk Pelssel
Brunpelssel
Large Banded Grasshopper
egretthegre
gulnebbhegre
gråhegre
cocoihegre
bøffelhegre
goliathegre
herodiashegre
madagaskarhegre
kuhegre
keiserhegre
duskhegre
svarthodehegre
hvithodehegre
brudehegre
purpurhegre
sotvingehegre
grårygglire
lysbeinlire
chilelire
storlire
grålire
kilestjertlire
smalnebblire
vinhegre
mangrovehegre
prydhegre
topphegre
rustbukhegre
damhegre
arabertrappe
australiatrappe
koritrappe
maharajatrappe
steinvender
svartsteinvender
argusfasan
gulnebbskriketrost
sumerskriketrost
blåbrilleskriketrost
krattskriketrost
askehodelattertrost
flodskriketrost
saharaskriketrost
hvitstrupeskriketrost
tamariskskriketrost
smalnebbskriketrost
gråskriketrost
umbraskriketrost
oransjenebbskriketrost
arabiaskriketrost
landsbyskriketrost
gråpanneskriketrost
sitronstrupebylbyl
svartbrynbylbyl
svovelbrystbylbyl
skyggebylbyl
Stripekinnbylbyl
kamerunbylbyl
ulugurubylbyl
østfjellbylbyl
stripeørebylbyl
vestfjellbylbyl
munkestær
svartkronespurv
askebrynspurv
svarthettespurv
oransjenebbspurv
gulnebbspurv
arhuacospurv
brunkronespurv
kastanjekronespurv
costaricaspurv
perleskjeggspurv
moseryggspurv
safrannebbspurv
caatingaspurv
marañonspurv
perijaspurv
mirandaspurv
kortbrynspurv
sadelspurv
svartflekkspurv
gulknokespurv
hvitbrynspurv
grønnkronespurv
grønnryggspurv
akselerandospurv
olivenspurv
tocuyospurv
reveboamonark
beltemonark
frynsekragemonark
hvitboamonark
hvithodevanga
gråsvalestær
sotsvalestær
askesvalestær
bismarcksvalestær
hvitbuksvalestær
fjellsvalestær
fijisvalestær
dvergsvalestær
hvitryggsvalestær
maskesvalestær
hvitbrynsvalestær
chaparralspurv
salviespurv
Riviersonderend Moss Frog
Drakenstein Moss Frog
Drewes' moss frog
Kogelberg Moss Frog
Landdross Moss frog
Peninsula Moss Frog
Rough Moss Frog
Northern Moss Frog
De Villiers's Moss Frog
Common Squeaker
Bush Squeaker
Dwarf Squeaker
Jamaicafrukteterbladnese
Stor Frukteterbladnese
tanzaniaskredderfugl
langnebbskredderfugl
sotfluesnapper
koksfluesnapper
tykknebbsanger
hvithodetyrann
mangrove cicada
White Drummer
Vånd
jungeland
Geoffroy's Trident Leaf-nosed Bat
sotgresspurv
blekgresspurv
gibberfugl
Brown Speckled Cicada
fjellhornugle
gressugle
stripeugle
jordugle
jamaicaugle
gasserhornugle
hornugle
kampugle
styksugle
blåstrupemotmot
Australpungfrosk
sørkurvfugl
svartvingekurvfugl
ayacuchotistelstjert
kortnebbkurvfugl
consatakurvfugl
okerbryntistelstjert
krembrystkurvfugl
stripekurvfugl
hvithaketistelstjert
umbratistelstjert
svartstrupetistelstjert
punatistelstjert
krattkurvfugl
Svartørekurvfugl
pampaskurvfugl
stripebrystkurvfugl
cipokurvfugl
skriftstjertkurvfugl
gresskurvfugl
itatiaiatistelstjert
rustpannekurvfugl
brilletistelstjert
perijatistelstjert
ravinekurvfugl
sylnebbkurvfugl
brunryggkurvfugl
vilcabambatistelstjert
juninkurvfugl
striperyggkurvfugl
strimmelparadisfugl
arfakparadisfugl
huonparadisfugl
stasparadisfugl
prinsesseparadisfugl
kråkehauk
rødbuksehauk
chilehauk
trostehauk
hønsehauk
kubahauk
mesitthauk
nonnehauk
sørgehauk
småalvetyrann
Langhårklamreape
Black-faced Black Spider Monkey
Brunhodeklamreape
Svarthåndklamreape
langhårklamreape
White-cheeked Spider Monkey
Svartklamreape
Kortørehund
rustmarkråke
pittamarkråke
karmaugle
tempelugle
graveugle
guadalcanalugle
salomonugle
malaitaugle
kirkeugle
makiraugle
hvitbrynugle
Sumpmungo
gulstrupeløvbylbyl
blekstrupeløvbylbyl
Protean Shieldback
Berberjordekorn
hvithodekjerrspurv
hvitkronekjerrspurv
mustasjekjerrspurv
antioquiakjerrspurv
cuzcokjerrspurv
gulbrynkjerrspurv
chocokjerrspurv
gulhodekjerrspurv
apurimackjerrspurv
brunhodekjerrspurv
magdalenakjerrspurv
rustkronekjerrspurv
brillekjerrspurv
hvitvingekjerrspurv
sitronbuksespurv
santamartakjerrspurv
svartmaskekjerrspurv
maskekjerrspurv
kanelbukkjerrspurv
svartpannekjerrspurv
blekhodekjerrspurv
bleknakkekjerrspurv
tepuikjerrspurv
brunkronekjerrspurv
rødhodekjerrspurv
boliviakjerrspurv
skiferkjerrspurv
inkakjerrspurv
kanelkjerrspurv
oransjekronekjerrspurv
vilcabambakjerrspurv
gulbuksespurv
gullkronekjerrspurv
Adelaide Black Squeaker
Sandstone Squeaker
Bark Squeaker
South-western Bark Squeaker
Black Squeaker
Southern Mountain Squeaker
Small Bark Squeaker
larmkrattfugl
rustkrattfugl
jungelsvale
rustrypesnipe
sørrypesnipe
hvitbeltesvale
hettesvale
flaggermussvale
hvitøyeattila
kanelattila
sitronbukattila
gråhetteattila
gråhodeattila
gulgumpattila
okerattila
visirkolibri
hyasintkolibri
andestukan
blåbåndtukan
bruntipptukan
rødgumptukan
gulbryntukan
smaragdtukan
furenebbtukan
tepuitukan
meisesmett
Auritibicen japonicus
Creaking Branch Cicada
White-striped Free-tailed Bat
Olive-green Coastal Katydid
gulstrupeløvgransker
chiriquiløvgransker
olivenløvgransker
pernambucoløvgransker
hvitøyeløvgransker
okerstrupeløvgransker
blekstrupeløvgransker
paráløvgransker
kastanjekroneløvgransker
stripeskogjeger
vestskogjeger
Østlig Ullemur
gjøkbaza
brunbaza
svartbaza
øglebaza
australbaza
knaggnebbkolibri
Aksishjort
purpurhodeand
kobberhodeand
australiadykkand
amurand
ringand
taffeland
toppand
alaotraand
bergand
maoridykkand
hvitøyeand
kanvasand
svartduskmeis
gråduskmeis
gråmeis
einermeis
tøylemeis
blekstjertbylbyl
honninglosbylbyl
Grønlandshval
treskonebb
Sørlig Vågehval
Finnhval
Gray Sac-winged Bat
svartkrontrane
gråkrontrane
burmabambushøne
taiwanbambushøne
kinabambushøne
Liten Bandikutrotte
solbuktanagar
gullringtanagar
blåkinntanagar
gusjetanagar
caldastanagar
gullbrysttanagar
Bredøre
Common Saw Bush-cricket
svarthodeparakitt
præriesnipe
kanelmotmot
brunkronemotmot
gulbrynparula
gyllenkroneparula
kastanjekroneparula
pirreparula
svartkinnparula
costaricaparula
yungasparula
brunkroneparula
tacarcunaparula
quechuaparula
stripehodeparula
hvitørekolibri
bajakolibri
sulawesistær
toppstær
hjelmstær
Østlig Olingo
Vestlig Olingo
Olinguito
Nordamerikansk Kakomistl
Mellomamerikansk Kakomistl
risemaurvarsler
svarthoderustsanger
maskerustsanger
kappbatis
iringabatis
malawibatis
rwenzoribatis
svartkronebatis
brunbrystbatis
ituribatis
lungabatis
gabonbatis
sotkronebatis
lundbatis
tanzaniabatis
bantubatis
trekronebatis
akasiebatis
dvergbatis
biokobatis
priritbatis
fulanibatis
swahilibatis
malayfroskemunn
kurrefroskemunn
palawanfroskemunn
sundafroskemunn
dulitfroskemunn
burmafroskemunn
javafroskemunn
borneofroskemunn
singaleserfroskemunn
sumatrafroskemunn
bandolærfroskemunn
stjernefroskemunn
Marbled Wood Frog
Gray Wood Frog
Banded Wood Frog
Van Gelder's bat
Aridland Cicada
hvitmankehornfugl
palmekryper
bermudavåk
gassersanger
toppbias
hvitskjeggmaurvarsler
Bicolour Meadow Bush-cricket
Red Tree-ticker
Black Tree-ticker
Amerikansk Bison
pungand
Nordlig Korthalespissmus
gråhodebørstebylbyl
grønnstjertbørstebylbyl
tøylebørstebylbyl
maskarabørstebylbyl
guløyebørstebylbyl
trollspett
skyggespett
White-edged Tree Frog
Yellow-spotted Tree Frog
Bischoff's Tree Frog
Rusty Tree Frog
Rough-skinned Green Tree Frog
Blacksmith Tree Frog
Basin Tree Frog
Usina Tree Frog
Leopard Tree Frog
Banana Tree Dwelling Frog
Burmeister's Tree Frog
Chirique-Flusse Tree Frog
Montevideo Tree Frog
Polka-dot Tree Frog
Chaco Tree Frog
Rioja Tree Frog
Rosenberg's Gladiator Frog
sumpsjagra
okerstjertkolibri
perlemorkolibri
kastanjebrystkolibri
Atlantic Forest Tree Frog
guavapapegøye
rustgrimeparakitt
stripeparakitt
andesparakitt
grimehonningeter
eungellahonningeter
Klokkefrosk
orientalsk klokkefrosk
Yellow-bellied Toad
Common Eastern Bumble Bee
mørk jordhumle
einersidensvans
sidensvans
amursidensvans
kragejerpe
Gaur
Storfe
saotomeibis
flikibis
hadadaibis
olivenibis
flekkibis
kanelrørdrum
svartryggrørdrum
orientrørdrum
pygmérørdrum
gulhalsrørdrum
striperørdrum
amerikarørdrum
dvergrørdrum
maorirørdrum
tykknebbrørdrum
australrørdrum
okerrørdrum
rørdrum
skiferrørdrum
Short-legged Horned Toad
kortstjertvever
hvitmaskejakamar
blekhodejakamar
brunjakamar
mørkryggjakamar
Antillean Fruit-eating Bat
tykknebbmarkråke
himalayakortvinge
ultramarinkortvinge
gråsidekortvinge
taiwankortvinge
rustkortvinge
alvekortvinge
blåkortvinge
koboltkortvinge
indigokortvinge
kinakortvinge
kortnebbdvergteist
marmordvergteist
langnebbdvergteist
Søredderkoppape
Nordedderkoppape
dunkelfluesnapper
kalaharifluesnapper
tornfluesnapper
bantusanger
bangwasanger
zulusanger
brunflisstjert
hvitvingesanger
høylandssanger
kanelsanger
djasanger
hutusanger
regnskogsanger
gråflisstjert
musesanger
Grådovendyr
ringgås
kanadagås
polargås
hvitkinngås
rødhalsgås
hawaiigås
Strawberry Rain Frog
regnfrosk
Black Rain Frog
Giant Rain Frog
Mountain Rain Frog
Mozambique Rain Frog
Rose's Rain Frog
Forest Rain Frog
Plaintive Rain Frog
chiririparakitt
gullvingeparakitt
koboltvingeparakitt
brunvingeparakitt
gråkinnparakitt
gulpanneparakitt
tiricaparakitt
hvitvingeparakitt
savanneastrild
alveastrild
hvitnebbøffelvever
rødnebbøffelvever
Tambøffel
flekkhubro
ørkenhubro
bengalhubro
hubro
kopjehubro
sahelhubro
chilehubro
wadihubro
snøugle
amerikahubro
trompetfink
steinfink
skjellskjeggfugl
rusthodedovenfugl
brunkronedovenfugl
gråkinndovenfugl
tamatiadovenfugl
bøffeland
kvinand
islandsand
storhornfugl
blodhornfugl
neshornfugl
blåmaskehornravn
rødmaskehornravn
Cattail Conehead
Chinese Takin
Kajika Frog
Yaeyama Kajika Frog
Ota's stream tree frog
Nordpadde
Spiny Toad
African Green Toad
Xinjiang toad
Green Toad
januspetrell
spisstjertpetrell
sokotrapetrell
gulnebboksehakker
rødnebboksehakker
Queensland Bark Cicada
flekktriel
styltetriel
bengaltriel
triel
flodtriel
vanntriel
fiskevåk
gråkinnvåk
rustvingevåk
gresshoppevåk
hvitøyevåk
hvitstrupevåk
båndstjertvåk
augurvåk
brunhodevåk
madagaskarvåk
kortstjertvåk
musvåk
galapagosvåk
mongolvåk
rødstjertvåk
amurvåk
fjellvåk
rødvingevåk
sørgråvåk
flekkvåk
nordgråvåk
bredvingevåk
himalayavåk
kongevåk
hispaniolavåk
ørnvåk
sjakalvåk
sokotravåk
hawaiivåk
prærievåk
skogvåk
patagoniavåk
krabbevåk
kullvåk
toppvåk
koksvåk
hvithodevåk
kanelvåk
skifervåk
tåkevåk
svartvåk
blåryggfjelltanagar
småhegre
krabbehegre
lavahegre
grønnrygghegre
båndstjerthornfugl
sølvkinnhornfugl
trompethornfugl
brunkinnhornfugl
pipehornfugl
gråkinnhornfugl
Sørlig Nakenhalebeltedyr
Gulluakari
Coastal Cactus Dodger
Moore's Cactus Dodger
Common Cactus Dodger
hvittoppkakadu
mangotoppkakadu
salomonkakadu
gultoppkakadu
tanimbarkakadu
filippinerkakadu
fagerkakadu
molukkakadu
brillekakadu
vestkakadu
korellakakadu
gyllentoppkakadu
langnebbkakadu
gulgumpkasik
bergkasik
småkasik
rødgumpkasik
