common_name_fr
Rousserolle mandchoue
Rousserolle des Pitcairn
Rousserolle de Pagan
Tyranneau pattu
Tyranneau de Zeledon
Mérulaxe ocellé
Pintade vulturine
Martin-chasseur à moustaches
Martin-chasseur trapu
Martin-chasseur de Hombron
Martin-chasseur tacheté
Martin-chasseur moine
Martin-chasseur royal
Actinodure à ailes bleues
Actinodure d'Egerton
Actinodure de Taïwan
Actinodure du Népal
Actinodure de Ramsay
Actinodure à calotte noire
Actinodure de Soulié
Actinodure à gorge striée
Actinodure de Walden
Chevalier guignette
Chevalier grivelé
Jacana à poitrine dorée
Jacana malgache
Colibri moucheté
Tusked Frog
Adénomère familière
Leptodactylus araucaria
Adénomère des herbes
Leptodactylus marmoratus
Adenomera nanus
Grèbe à face blanche
Grèbe élégant
Orite à longue queue
Orite à tête rousse
Orite pygmée
Orite à col blanc
Orite à gorge argent
Orite de Blyth
Orite à joues blanches
Orite à gorge blanche
Iora de Lafresnaye
Iora à queue blanche
Petit Iora
Iora émeraude
Petite Nyctale
Nyctale de Tengmalm
Nyctale des Bermudes
Nyctale de Harris
Nyctale immaculée
Égothèle affin
Égothèle montagnard
Égothèle de Bennett
Égothèle des Moluques
Égothèle d'Australie
Grand Égothèle
Égothèle calédonien
Égothèle de Tate
Égothèle de Karimui
Égothèle de Wallace
Vautour moine
Râle rayé
Impala
Grand Aepyornis
Talégalle des Arfak
Talégalle de Bruijn
Kangourou-rat roux
Salangane grise
Salangane de Guam
Salangane de l'Himalaya
Salangane des Seychelles
Salangane des Mascareignes
Salangane à nid blanc
Salangane de montagne
Salangane des Moluques
Salangane des Carolines
Salangane de la Société
Salangane à nid noir
Salangane de Mearns
Salangane de Salomonsen
Salangane des Marquises
Salangane de Mayr
Salangane papoue
Salangane des Palau
Salangane de la Sonde
Salangane de Cook
Salangane à croupion blanc
Salangane d'Australie
Salangane de Malabar
Salangane de Vanikoro
Salangane des volcans
Salangane de Whitehead
Martinet des Andes
Martinet montagnard
Martinet à gorge blanche
Autour à flancs roux
Autour tachiro
Starique cristatelle
Starique perroquet
Starique minuscule
Starique pygmée
Séricorne vert-de-gris
Séricorne noir et roux
Séricorne papou
Séricorne fardé
Séricorne chamois
Séricorne à bec blanc
Souimanga oreillard
Souimanga de Bolton
Souimanga de Christina
Souimanga des Sangihe
Souimanga de Java
Souimanga flamboyant
Souimanga de Gould
Souimanga de Steere
Souimanga queue-de-feu
Souimanga de Lina
Souimanga magnifique
Souimanga écarlate
Souimanga à queue verte
Souimanga de Hachisuka
Souimanga montagnard
Souimanga sombre
Souimanga de Palawan
Souimanga siparaja
Souimanga de Temminck
Souimanga des T'bolis
Souimanga de Vigors
Delicate Spiny Reed Frog
Brown Banana Frog
Fornasini's Spiny Reed Frog
Banded Banana Frog
Pipistrelle naine
Paon du Congo
Outarde korhaan
Outarde à miroir blanc
Rainette aux yeux rouges
Mexican Giant Tree Frog
Héron agami
Inséparable à tête grise
Inséparable de Fischer
Inséparable de Lilian
Inséparable à joues noires
Inséparable masqué
Inséparable à tête rouge
Inséparable rosegorge
Inséparable à collier noir
Inséparable d'Abyssinie
Carouge à ailes baies
Carouge de Spix
Carouge de Cuba
Petit Carouge
Carouge à épaulettes
Carouge de Californie
Carouge de Porto Rico
Pintade à poitrine blanche
Pintade noire
Carouge unicolore
Carouge galonné
Carouge à oeil clair
Colibri d'Alice
Colibri de Castelnau
Colibri étincelant
Colibri paméla
Sylphe du Venezuela
Sylphe à queue violette
Sylphe à queue d'azur
Ovate Shieldback
Roselin de Blanford
Gobemouche traquet
Gobemouche pâle
Gaucho à queue blanche
Grand Gaucho
Gaucho argentin
Gaucho à bec noir
Gaucho souris
Étourneau à joues marron
Étourneau de Daourie
Jardinier à joues blanches
Jardinier vert
Jardinier des Geisler
Jardinier de Ramsay
Jardinier oreillard
Jardinier de Stone
Panda géant
Tohi d'Oaxaca
Tohi roussâtre
Tohi à calotte fauve
Canard mandarin
Canard branchu
Akialoa d'Oahu
Akialoa de Lanai
Akialoa d'Hawaï
Akialoa de Kauai
Alapi de Goeldi
Alapi à épaules blanches
Sirli du désert
Sirli de Witherby
Alouette des champs
Alouette gulgule
Alouette leucoptère
Alouette de Raso
Alouette de Swinhoe
Alouette de Heine
Alouette raytal
Alouette pispolette
Alouette roussâtre
Petit Pingouin
Martin-pêcheur d'Europe
Martin-pêcheur aigue-marine
Martin-pêcheur à large bande
Martin-pêcheur de Blyth
Martin-pêcheur méninting
Martin-pêcheur péninsulaire
Martin-pêcheur azuré
Martin-pêcheur à demi-collier
Bubale
Élan
Alcippe brun
Alcippe de David
Alcippe de Rippon
Alcippe de Grote
Alcippe de Huet
Alcippe à joues grises
Alcippe du Népal
Alcippe bridé
Alcippe à joues brunes
Alcippe de Java
Bulbul strié
Carillonneur à nuque rousse
Perdrix gambra
Perdrix choukar
Perdrix bartavelle
Perdrix de Przewalski
Perdrix à tête noire
Perdrix de Philby
Perdrix rouge
Founingo bleu
Founingo hollandais
Founingo rougecap
Founingo des Comores
Moucherolle à queue large
Moucherolle petit-coq
Talégalle de Latham
Floury Baker
Alèthe à couronne orangée
Alèthe à huppe rousse
Amazone à face jaune
Perruche tricolore
Perruche à ailes vertes
Perruche royale
Mergule nain
Moqueur grivotte
Cercopithèque de Allen
Alligator d'Amérique
Allobate fémoral
Striped Rocket Frog
Allard's Ground Cricket
Striped Ground Cricket
Gray Ground Cricket
Choctaw ground cricket
Southern Ground Cricket
Salt-Marsh Ground Cricket
Tinkling Ground Cricket
Walker's Ground Cricket
Bulbul brès
Bulbul flavéole
Bulbul de Sharpe
Bulbul ocré
Bulbul pâle
Bulbul à calotte grise
Bulbul à ventre marron
Bulbul à joues grises
Hirondelle fardée
Ouette d'Égypte
Ouette de La Réunion
Ouette de Maurice
Singe Hurleur ourson
Singe hurleur aux mains rousses
Singe hurleur noir
Singe Hurleur de Spix
Singe hurleur brun
Singe Hurleur des Guyanes
Singe hurleur à manteau
Singe hurleur du Guatemala
Singe Hurleur de Bolivie
Singe hurleur roux
Singe Hurleur de Maranhao
Alyte catalan
Alyte ibérique
Alyte accoucheur
Amadine à tête rouge
Amadine cou-coupé
Petite Pseudobrève
Grande Pseudobrève
Bengali rouge
Bengali vert
Bengali zébré
Râle concolore
Râle isabelle
Râle à gros bec
Râle des Moluques
Râle des Philippines
Râle à poitrine blanche
Évêque équatorial
Évêque du carrizal
Évêque bleu
Évêque noirâtre
Ariane de Lucy
Ariane cannelle
Ariane à ventre gris
Ariane du Yucatan
Ariane de Lesson
Amazone à front bleu
Amazone verte
Amazone à front blanc
Amazone aourou
Amazone de Bouquet
Amazone à nuque d'or
Amazone à lores rouges
Amazone à épaulettes jaunes
Amazone à joues bleues
Amazone sasabé
Amazone à diadème
Amazone de Dufresne
Amazone poudrée
Amazone tavoua
Amazone à couronne lilas
Amazone de Saint-Vincent
Amazone impériale
Amazone de Kawall
Amazone de Cuba
Amazone lilacée
Amazone mercenaire
Amazone à front jaune
Amazone à tête jaune
Amazone de Prêtre
Amazone à sourcils rouges
Amazone de Tucuman
Amazone d'Hispaniola
Amazone de Sainte-Lucie
Amazone vineuse
Amazone à joues vertes
Amazone de Porto Rico
Amazone du Yucatan
Canard amazonette
Cassique à bec jaune
Clicker Round-winged Katydid
Florida Oblong-winged Katydid
Texas false katydid
Scuddérie à ailes oblongues
Rattler Round-winged Katydid
Jardinier à front d'or
Jardinier brun
Jardinier de MacGregor
Jardinier à huppe orange
Amblyospize à front blanc
Carouge à tête rouge
Three-striped Poison Frog
Common River Frog
Cape River Frog
Poynton's River Frog
Alouette d'Angola
Alouette à collier
Alouette bourdonnante
Bruant à front d'or
Bruant des savanes
Bruant sauterelle
Ammomane élégante
Ammomane isabelline
Ammomane à queue rouge
Alouette de Gray
Alapi à ventre gris
Perdrix si-si
Perdrix de Hey
Ecureuil-antilope d'Harris
Texas Antelope Squirrel
Écureuil-antilope à queue blanche
Nelson's Antelope Squirrel
Bruant à queue aiguë
Bruant de LeConte
Bruant maritime
Bruant de Nelson
Mouflon à manchettes
Mainate couronné
Cotinga écaillé
Cotinga à huppe rouge
Cotinga à tête rousse
Alapi à tête grise
Clapping Cicada
Chirping Cicada
Chorus Cicada
Bruant à gorge noire
Bruant pentaligne
Amytis kalkadoon
Amytis gris
Amytis de Dorothy
Amytis de l'Eyre
Amytis noir
Amytis de Merrotsy
Amytis à bec fort
Amytis d'Owen
Amytis de Purnell
Amytis de Rowley
Amytis strié
Amytis natté
Amytis de White
Amytis à gorge blanche
Anabate bridé
Anabate de Lichtenstein
Anabate rougequeue
Anabate montagnard
Anabate à lunettes
Souimanga de Hartlaub
Souimanga de Newton
Souimanga de Reichenbach
Anabate à grands sourcils
Anabate à col blanc
Mormon Cricket
Taurillon gris
Taurillon de Juan Fernandez
Taurillon à bec jaune
Taurillon à cimier noir
Taurillon mésange
Taurillon roitelet
Anaplecte du Juba
Anaplecte écarlate
Golden Emperor
Pluvier à collier interrompu
Pluvier de la puna
Pluvier asiatique
Pluvier du Tibet
Pluvier à double collier
Pluvier d'Azara
Pluvier de Swinhoe
Pluvier des Falkland
Pluvier anarhynque
Pluvier de Java
Pluvier de Leschenault
Pluvier à front blanc
Pluvier de Mongolie
Pluvier montagnard
Pluvier neigeux
Pluvier roux
Pluvier élégant
Pluvier pâtre
Pluvier de Péron
Pluvier à tête rousse
Pluvier de Sainte-Hélène
Pluvier à bandeau noir
Pluvier oriental
Pluvier de Wilson
Canard pilet
Sarcelle des Andaman
Sarcelle des Andes
Sarcelle des Auckland
Canard des Bahamas
Sarcelle de Bernier
Canard du Cap
Sarcelle rousse
Sarcelle de Nouvelle-Zélande
Sarcelle d'hiver
Canard du Mexique
Canard d'Eaton
Canard à bec rouge
Sarcelle tachetée
Canard brun
Canard à queue pointue
Sarcelle grise
Sarcelle australasienne
Canard de Laysan
Canard des Philippines
Canard de Meller
Sarcelle de Campbell
Canard colvert
Canard à bec tacheté
Canard noir
Canard noirâtre
Canard à sourcils
Sarcelle de Maurice
Canard à bec jaune
Canard des Hawaï
Canard de Chine
Bec-ouvert africain
Bec-ouvert indien
Toupaye d'Elliot
Chirping Trig
Say's Trig
Fulton's Trig
Pink-spotted Trig
Fast-tinkling Trig
Slow-tinkling Trig
Spring Trig
crapaud d'Amérique
crapaud de l'Ouest
crapaud des steppes
Crapaud vert d'Amérique
crapaud de Fowler
crapaud du Canada
Crapaud à taches rouges
Crapaud des chênes
Crapaud du Texas
Crapaud criard
Crapaud de Woodhouse
Anabate à bec crochu
Toucan à capuchon
Toucan bleu
Toucan montagnard
Toucan à bec noir
Ranitomeya opisthomelas
Colibri d'Équateur
Bulbul importun
Androphobe vert
Angustitrella roosevelti
Kamichi cornu
Anhinga d'Amérique
Anhinga roux
Anhinga d'Australie
Anhinga d'Afrique
Tangara à ventre rouge
Tangara larmoyant
Tangara de Santa Marta
Tangara à menton noir
Tangara somptueux
Ara glauque
Ara hyacinthe
Ara de Lear
Anomalospize parasite
Ermite de Gounelle
Calao d'Austen
Calao largup
Calao brun
Noddi gris
Noddi bleu
Noddi noir
Noddi brun
Noddi marianne
Oie rieuse
Oie cendrée
Oie à bec court
Oie des neiges
Oie empereur
Oie cygnoïde
Oie naine
Oie des moissons
Oie à tête barrée
Oie de Ross
Oie de la toundra
Canaroie semipalmée
Nornalup Frog
Souris Marsupiale
Gobemouche à gorge blanche
Gobemouche à face rousse
Souimanga orangé
Colibri du Tolima
Colibri à tête rose
Méliphage barbe-rouge
Méliphage à gouttelettes
Méliphage mineur
Méliphage à pendeloques
Méliphage régent
Méliphage des Chatham
Méliphage carillonneur
Rémiz de Carl
Rémiz à front jaune
Rémiz minute
Rémiz souris
Rémiz à ventre jaune
Rémiz du Soudan
Calao pie
Calao de Malabar
Calao charbonnier
Calao de Palawan
Calao des Sulu
Mango de Porto Rico
Mango doré
Mango de Jamaïque
Mango à cravate noire
Mango de Prévost
Mango de Veraguas
Mango à cravate verte
Mango vert
Souimanga d'Anchieta
Souimanga à queue violette
Souimanga brun
Souimanga à gorge grise
Souimanga violet
Souimanga à gorge brune
Souimanga des Uluguru
Souimanga du Kenya
Souimanga à bec droit
Souimanga de Reichenow
Souimanga à gorge rouge
Souimanga à col rouge
Souimanga de Seimund
Souimanga modeste
Souimanga à menton gris
Pipit antarctique
Pipit d'Australie
Pipit de Berthelot
Pipit du paramo
Pipit à queue courte
Pipit de la puna
Pipit cafre
Pipit rousseline
Pipit à gorge rousse
Pipit du Chaco
Pipit jaunâtre
Pipit africain
Pipit correndera
Pipit des rochers
Pipit à plastron
Pipit de Godlewski
Pipit de la Petchora
Pipit de Nouvelle-Guinée
Pipit de Hellmayr
Pipit à dos olive
Pipit alticole
Pipit de Sibérie
Pipit à dos uni
Pipit de Sundevall
Pipit de Malindi
Pipit ocré
Pipit de Nicholson
Pipit des Nilgiri
Pipit de Nouvelle-Zélande
Pipit forestier
Pipit à longues pattes
Pipit du Pérou
Pipit maritime
Pipit farlouse
Pipit de Richard
Pipit rosé
Pipit farlousane
Madanga à gorge rousse
Pipit rousset
Pipit à long bec
Pipit de Sokoke
Pipit spioncelle
Pipit de Sprague
Pipit montagnard
Pipit des arbres
Pipit du Vaal
Grue antigone
Grue du Canada
Grue brolga
Grue à cou blanc
Antilocapre
Engoulevent à queue étoilée
Engoulevent d'Arizona
Engoulevent maya
Engoulevent de Caroline
Engoulevent de Cuba
Engoulevent d'Hispaniola
Engoulevent de Porto Rico
Engoulevent de Ridgway
Engoulevent roux
Engoulevent de Salvin
Engoulevent montagnard
Engoulevent à queue de soie
Engoulevent bois-pourri
chauve-souris blonde
Carouge de Forbes
Annumbi fagoteur
Common Short-tailed Cricket
Indies Short-tailed Cricket
Râle à masque rouge
Douroucouli d'Azara
Douroucouli lémurien
Douroucouli des Andes
Douroucouli de Dollman
Douroucoli de Spix
Trogon de Sumatra
Trogon de Reinwardt
Apalis à tête brune
Apalis de Moreau
Apalis de Bamenda
Apalis masquée
Apalis de Chapin
Apalis à ailes blanches
Apalis de Chirinda
Apalis cendrée
Apalis à gorge jaune
Apalis noir et jaune
Apalis des Taita
Apalis de Gosling
Apalis à gorge noire
Apalis du Kabobo
Apalis du Karamoja
Apalis de Lynes
Apalis à tête noire
Apalis à calotte noire
Apalis à face noire
Apalis à gorge marron
Apalis de Rudd
Apalis à gorge rousse
Apalis de Sharpe
Apalis de Stronach
Apalis à collier
Trogon à joues jaunes
Trogon narina
Trogon à queue barrée
Zostérops des Bonin
Râle de Maurice
Râle de Sainte-Hélène
Moucherolle à bec noir
Moucherolle à poitrine fauve
Acanthize blanchâtre
Acanthize à collier noir
Acanthize à collier roux
Geai buissonnier
Geai à gorge blanche
Geai de Santa Cruz
Geai des volcans
Geai unicolore
Geai du Mexique
Geai de Woodhouse
Synallaxe de Mas Afuera
Synallaxe rayadito
Pétrel des Kerguelen
Abeille asiatique
Abeille européenne
Bocaina Tree Frog
Guinle Tree Frog
Canebrake Tree Frog
Stourne de Samoa
Stourne aux yeux blancs
Stourne chanteur
Stourne de Rarotonga
Stourne de Kusaie
Stourne des Tanimbar
Stourne de San Cristobal
Stourne des Fead
Stourne de Norfolk
Stourne des Salomon
Stourne de Rennell
Stourne à longue queue
Stourne mystérieux
Stourne luisant
Stourne à queue courte
Stourne des Moluques
Stourne de Grant
Stourne de Micronésie
Stourne bronzé
Stourne de Ponapé
Stourne d'Espiritu Santo
Stourne calédonien
Stourne de Polynésie
Stourne mélanésien
Pigeon à masque blanc
Mulot Sylvestre
Alapi du Yapacana
Perruche érythroptère
Perruche jonquille
Manchot empereur
Manchot royal
Kiwi austral
Kiwi de Mantell
Kiwi roa
Kiwi d'Owen
Kiwi d'Okarito
Martinet d'Assam
Martinet des maisons
Martinet du Cap-Vert
Martinet noir
Martinet malgache
Martinet du Cap
Martinet de Bates
Martinet de Berlioz
Martinet de Bradfield
Martinet cafre
Martinet de Cook
Martinet horus
Martinet de Blyth
Martinet du Nyanza
Martinet malais
Martinet de Sibérie
Martinet pâle
Martinet de Salim Ali
Martinet unicolore
Aigle ibérique
Aigle de Cassin
Aigle d'Australie
Aigle royal
Aigle de Bonelli
Aigle de Gurney
Aigle impérial
Aigle des steppes
Aigle ravisseur
Aigle fascié
Aigle de Verreaux
Ara de Buffon
Ara bleu
Ara chloroptère
Ara canindé
Ara rouge
Ara militaire
Ara de Lafresnaye
Ara vert
Ara tricolore
Arachnothère à poitrine grise
Arachnothère à joues jaunes
Arachnothère à face nue
Arachnothère à bec épais
Arachnothère pâle
Arachnothère d'Everett
Arachnothère flammé
Arachnothère à lunettes
Arachnothère de Whitehead
Petit Arachnothère
Grand Arachnothère
Arachnothère modeste
Arachnothère à long bec
Râle à ventre blanc
Râle à cou roux
Râle de Cayenne
Râle à ailes rouges
Râle des palétuviers
Râle saracura
Râle de Wolf
Râle ypécaha
Râle de Platen
Courlan brun
Conure à tête d'or
Conure jandaya
Conure de Pinto
Conure nanday
Conure soleil
Conure de Weddell
Torquéole de Hainan
Torquéole à joues blanches
Torquéole à poitrine brune
Torquéole du Cambodge
Torquéole de Campbell
Torquéole de Formose
Torquéole de David
Torquéole de Sonnerat
Torquéole de Bornéo
Torquéole de Java
Torquéole de Mandelli
Torquéole de Horsfield
Torquéole de Roll
Torquéole à bec rouge
Torquéole de Boulton
Torquéole à gorge rousse
Torquéole de Sumatra
Torquéole à collier
Modulatrice grivelée
Jardinier d'Archbold
Colibri à gorge noire
Colibri à gorge rubis
Otarie à fourrure de Nouvelle-Zélande
Arctocéphale de Kerguelen
Arctocéphale d'Afrique du Sud
Arcyptère bariolée
Grande Aigrette
Héron à bec jaune
Héron cendré
Héron cocoi
Héron de Coromandel
Héron goliath
Grand Héron
Héron de Humblot
Héron garde-boeufs
Héron impérial
Héron intermédiaire
Héron mélanocéphale
Héron à tête blanche
Héron plumifère
Héron pourpré
Héron typhon
Puffin de Buller
Puffin à pieds pâles
Puffin à pieds roses
Puffin majeur
Puffin fuligineux
Puffin fouquet
Puffin à bec grêle
Crabier de Chine
Crabier de Gray
Crabier blanc
Crabier chevelu
Crabier à ventre roux
Crabier malais
Outarde arabe
Outarde d'Australie
Outarde kori
Outarde à tête noire
Tournepierre à collier
Tournepierre noir
Argus géant
Cratérope affin
Cratérope d'Irak
Cratérope d'Aylmer
Cratérope indien
Cratérope à tête cendrée
Cratérope strié
Cratérope fauve
Cratérope à gorge blanche
Cratérope afghan
Cratérope à bec fin
Cratérope gris
Cratérope rubigineux
Cratérope de Ceylan
Cratérope écaillé
Cratérope de brousse
Cratérope roussâtre
Bulbul des Nguru
Bulbul à tête cendrée
Bulbul kikuyu
Bulbul des Misuku
Bulbul montagnard
Bulbul concolore
Bulbul des Uluguru
Bulbul à tête sombre
Bulbul à face striée
Bulbul à gorge grise
Choucador d'Abbott
Tohi d'Abeillé
Tohi à raies grises
Tohi à tête noire
Tohi à bec orange
Tohi galonné
Tohi de Bangs
Tohi à nuque brune
Tohi lysure
Tohi du Costa Rica
Tohi masqué
Tohi de d'Orbigny
Tohi à bec jaune
Tohi du Sao Francisco
Tohi du Maranon
Tohi de la Perija
Tohi de Sclater
Tohi de Berlepsch
Tohi de Schlegel
Tohi à semi-collier
Tohi silencieux
Tohi à tête rayée
Tohi à raies vertes
Tohi à dos vert
Tohi ligné
Tohi olive
Tohi de Tocuyo
Monarque à froc roux
Monarque sanglé
Monarque ruché
Monarque à collerette
Artamelle à tête blanche
Langrayen gris
Langrayen sordide
Langrayen brun
Langrayen des Bismarck
Langrayen à ventre blanc
Grand Langrayen
Langrayen des Fidji
Petit Langrayen
Langrayen à tête noire
Langrayen masqué
Langrayen bridé
Bruant de Bell
Bruant des armoises
Riviersonderend Moss Frog
Drakenstein Moss Frog
Drewes' moss frog
Kogelberg Moss Frog
Landdross Moss frog
Peninsula Moss Frog
Rough Moss Frog
Northern Moss Frog
De Villiers's Moss Frog
Common Squeaker
Bush Squeaker
Dwarf Squeaker
Artibé de la Jamaïque
Artibée rayée
Apalis couturière
Apalis à long bec
Gobemouche enfumé
Gobemouche d'Ussher
Rousserolle à gros bec
Moucherolle à tête blanche
mangrove cicada
White Drummer
Campagnol aquatique
Nette à ailes blanches
Trident du désert
Cici fuligineux
Cici obscur
Epthianure d'Ashby
Brown Speckled Cicada
Hibou d'Abyssinie
Hibou du Cap
Hibou strié
Hibou des marais
Hibou de Jamaïque
Hibou malgache
Hibou moyen-duc
Hibou redoutable
Hibou maître-bois
Motmot à gorge bleue
Pouched Frog
Synallaxe austral
Synallaxe à ailes sombres
Synallaxe d'Ayacucho
Synallaxe à bec court
Synallaxe de Berlepsch
Synallaxe de Cory
Synallaxe de d'Orbigny
Synallaxe flammé
Synallaxe à menton blanc
Synallaxe souris
Synallaxe à gorge noire
Synallaxe de Heller
Synallaxe d'Iquico
Synallaxe à queue pâle
Synallaxe de Hudson
Synallaxe terrestre
Synallaxe du Cipo
Synallaxe à queue marbrée
Synallaxe des rocailles
Synallaxe d'Itatiaia
Synallaxe à front rouille
Synallaxe à lunettes
Synallaxe de la Perija
Synallaxe des canyons
Synallaxe vannier
Synallaxe inca
Synallaxe de Vilcabamba
Synallaxe de Junin
Synallaxe de Wyatt
Paradisier à rubans
Paradisier à gorge noire
Paradisier de Rothschild
Paradisier splendide
Paradisier de Stéphanie
Autour d'Amérique
Épervier bicolore
Épervier du Chili
Épervier de Cooper
Autour des palombes
Épervier de Cuba
Autour de Henst
Autour noir
Autour de Meyer
Microtyran coiffé
Atèle à ventre blanc
Atèle à tête noire
Atèle à tête brune
Atèle de Geoffroy
Atèle varié
Atèle aux joues blanches
Atèle noir
Renard à petites oreilles
Brachyptérolle de Crossley
Brachyptérolle pittoïde
Chevêche forestière
Chevêche brame
Chevêche des terriers
Chevêche de Guadalcanal
Chevêche de Jacquinot
Chevêche de Malaita
Chevêche d'Athéna
Chevêche de Makira
Chevêche à sourcils blancs
Mangouste des marais
Bulbul à gorge claire
Bulbul d'Angola
Protean Shieldback
Ecureuil de Barbarie
Tohi à tête blanche
Tohi à calotte blanche
Tohi moustachu
Tohi de Blanca
Tohi à joues grises
Tohi citrin
Tohi à bec fort
Tohi à tête olive
Tohi de Forbes
Tohi à tête rousse
Tohi sombre
Tohi à miroir
Tohi bridé
Tohi leucoptère
Tohi jaune-vert
Tohi de Santa Marta
Tohi mélanien
Tohi à face noire
Tohi à ventre roux
Tohi à front noir
Tohi grisonnant
Tohi à nuque claire
Tohi des tépuis
Tohi à calotte rousse
Tohi rougeaud
Tohi à nuque rousse
Tohi ardoisé
Tohi de Seebohm
Tohi demi-roux
Tohi de Taczanowski
Tohi de Terborgh
Tohi à cuisses jaunes
Tohi tricolore
Adelaide Black Squeaker
Sandstone Squeaker
Bark Squeaker
South-western Bark Squeaker
Black Squeaker
Southern Mountain Squeaker
Small Bark Squeaker
Atrichorne bruyant
Atrichorne roux
Hirondelle de forêt
Attagis de Gay
Attagis de Magellan
Hirondelle à ceinture blanche
Hirondelle à tête noire
Hirondelle à cuisses blanches
Attila à calotte grise
Attila cannelle
Attila à ventre jaune
Attila à queue rousse
Attila à tête grise
Attila à croupion jaune
Attila ocré
Colibri lumachelle
Colibri superbe
Toucanet à gorge blanche
Toucanet à ceinture bleue
Toucanet de Derby
Toucanet à croupion rouge
Toucanet à sourcils jaunes
Toucanet émeraude
Toucanet à bec sillonné
Toucanet de Whitely
Auripare verdin
Auritibicen japonicus
Creaking Branch Cicada
White-striped Free-tailed Bat
Olive-green Coastal Katydid
Anabate de Sclater
Anabate du Chiriqui
Anabate olivâtre
Anabate du Pernambuco
Anabate aux yeux blancs
Anabate brunâtre
Anabate à gorge fauve
Anabate du Para
Anabate à couronne rousse
Anabate forestier
Anabate de Lawrence
Avahi laineux oriental
Baza coucou
Baza de Jerdon
Baza huppard
Baza malgache
Baza huppé
Colibri avocette
Cerf Axis
Petit Fuligule
Fuligule à tête rouge
Fuligule austral
Fuligule de Baer
Fuligule à collier
Fuligule milouin
Fuligule morillon
Fuligule de Madagascar
Fuligule milouinan
Fuligule de Nouvelle-Zélande
Fuligule nyroca
Fuligule à dos blanc
Mésange à plumet noir
Mésange bicolore
Mésange unicolore
Mésange des genévriers
Mésange arlequin
Bulbul bruyant
Bulbul à queue blanche
Baleine du Groenland
Bec-en-sabot du Nil
Petit rorqual de l'Antarctique
rorqual commun
Gray Sac-winged Bat
Grue couronnée
Grue royale
Bambusicole de Fytch
Bambusicole de Taïwan
Bambusicole de Chine
Lesser Bandicoot-rat
Tangara jaune et bleu
Tangara à boucles d'or
Tangara d'Edwards
Tangara jaune-vert
Tangara à cape noire
Tangara de Rothschild
Barbastelle commune
Barbitiste des bois
Perruche à col jaune
Maubèche des champs
Motmot roux
Motmot oranroux
Paruline à sourcils dorés
Paruline à couronne dorée
Paruline de Delattre
Paruline du Pirré
Paruline sombre
Paruline du Costa Rica
Paruline des yungas
Paruline à calotte rousse
Paruline du Tacarcuna
Paruline trifasciée
Paruline triligne
Colibri à oreilles blanches
Colibri de Xantus
Basilorne des Célèbes
Basilorne de Céram
Basilorne huppé
Olingo d'Allen
Olingo des plaines de l’Ouest
Olingo des Andes
Bassaris rusé
Bassaris d'Amérique centrale
Batara géant
Bathmocerque à capuchon
Bathmocerque à face noire
Pririt du Cap
Pririt obscur
Pririt du Malawi
Pririt du Rwenzori
Pririt d'Erlanger
Pririt des Woodward
Pririt de l'Ituri
Pririt de Boulton
Pririt de Verreaux
Pririt à joues noires
Pririt d'Angola
Pririt à queue courte
Pririt molitor
Pririt de Lawson
Pririt à tête grise
Pririt pygmée
Pririt de Fernando Po
Pririt de Vieillot
Pririt du Sénégal
Pririt pâle
Podarge de Blyth
Podarge oreillard
