common_name_ml




ബോണെല്ലിപ്പരുന്ത്

രാജാപ്പരുന്ത്
കായൽപ്പരുന്ത്





















തേൻകിളിമാടൻ













































പെരുമുണ്ടി

ചാരമുണ്ടി





കാലിമുണ്ടി

ചെറുമുണ്ടി



ചായമുണ്ടി


ചെങ്കാലൻ തിരവെട്ടി



ആപ്പുവാലൻ തിരവെട്ടി
കുറുവാലൻ തിരവെട്ടി
ചീന കുളക്കൊക്ക്
കുളക്കൊക്ക്








കല്ലുരുട്ടിക്കാട


പൂത്താങ്കീരി









ചാരച്ചിലപ്പൻ



കരിയിലക്കിളി
ചെഞ്ചിലപ്പൻ












































ഇണകാത്തേവൻ




























പെരുങ്കൊക്കൻ കുരുവി













പൂച്ചമൂങ്ങ






























































പുള്ളിനത്ത്































































































പ്രാപ്പരുന്ത്
കിന്നരി പ്രാപ്പരുന്ത്









ചെന്തലയൻ എരണ്ട
കുടുമത്താറാവ്



വെള്ളക്കണ്ണി എരണ്ട



















































































മാക്കാച്ചിക്കാട







































































മഴക്കൊച്ച



കരിങ്കൊച്ച


ചിന്നക്കൊച്ച



മഞ്ഞക്കൊച്ച
പെരുങ്കൊച്ച






































































കൊമ്പൻമൂങ്ങ

















മലമുഴക്കി
















വലിയ കുഴൽമൂക്കൻ തിരവെട്ടി





വയൽക്കണ്ണൻ







വെള്ളക്കണ്ണിപ്പരുന്ത്






പുൽപ്പരുന്ത്































ചിന്നക്കൊക്ക്










































ചെറുകുയിൽ

ചെങ്കുയിൽ


























കൂട്ടപ്പാടി
















തിരക്കാട
ഡൺലിൻ

ചെമ്പൻ നട്ട്
വരയൻ മണലൂതി
കടൽക്കാട




വരിമാറൻ മണലൂതി
കുരുവി മണലൂതി


ബഹുവർണ്ണൻ മണലൂതി



വിരലൻ മണലൂതി
ഉണ്ടക്കണ്ണൻ മണലൂതി
ടെമ്മിങ്കി മണലൂതി
കിഴക്കൻ നട്ട്

















































കോറി തിരവെട്ടി

വരയൻ തിരവെട്ടി







































































































































ചുയിരാച്ചുക്ക്

നാട്ടുരാച്ചുക്ക്
രാചൗങ്ങൻ











കാട്ടുരാച്ചുക്ക്
















































റോസ്കുരുവി




























ഇളം പാറക്കുരുവി

























































വരയൻ കത്രിക



























പുല്ലുപ്പൻ

















ഉപ്പൻ

















































































പുള്ളിമീൻകൊത്തി












മേനിപ്പൊന്മാൻ























































ഓമന പ്രാവ്



































വലിയ മോതിരക്കോഴി























































മരുക്കൊക്ക്


കരി ആള
വെൺ‍ചിറകൻ കരി ആള
ആളക്കറുപ്പൻ






























































കാട്ടിലക്കിളി




നാട്ടിലക്കിളി



















































തവിട്ടുതലയൻ കടൽക്കാക്ക


സൂചീമുഖി കടൽക്കാക്ക




ചെറിയ കടൽക്കാക്ക









പാണ്ടൻ പൊന്നി മരംകൊത്തി
വലിയ പൊന്നി മരംകൊത്തി














മഞ്ഞക്കണ്ണിച്ചിലപ്പൻ









































വെൺ‍ബകം
കന്യാസ്ത്രീകൊക്ക്


കരിമ്പകം


















































കറുപ്പൻ തേൻകിളി



























കൊക്കൻ തേൻകിളി




































പാമ്പ് പരുന്ത്



കരിതപ്പി




വലിയ മേടുതപ്പി


മേടുതപ്പി


വെള്ളക്കറുപ്പൻ മേടുതപ്പി
മൊൻടാഗു മേടുതപ്പി

കിഴക്കൻ കരിതപ്പി































നെൽപ്പൊട്ടൻ







പോതപ്പൊട്ടൻ






























ഉപ്പൻകുയിൽ

കൊമ്പൻകുയിൽ

വലിയ പുള്ളിപ്പരുന്ത്
ചെറിയ പുള്ളിപ്പരുന്ത്




























































































































































മരപ്രാവ്







































































































കൽമണ്ണാത്തി


ഷാമക്കിളി





മണ്ണാത്തിപ്പുള്ള്





പനങ്കാക്ക


യൂറോപ്യൻ പനങ്കാക്ക


















ചാരപ്പൂണ്ടൻ


















































ബലിക്കാക്ക















കാവതിക്കാക്ക




















































കരിമാറൻകാട























































































































































































കുക്കൂ കുയിൽ




വിഷുപ്പക്ഷി

ചിന്നക്കുയിൽ



ചാരത്തലയൻ പാറ്റപിടിയൻ












കരിന്തലയൻ കുരുവി
വെൺ‍താലിക്കുരുവി

















തവിട്ടുചെമ്പൻ ചരൽക്കോഴി








































































ഇന്ദ്രനീലി പാറ്റപിടിയൻ































































കാട്ടുനീലി


നീലച്ചെമ്പൻ പാറ്റപിടിയൻ






നീലക്കുരുവി

















പനങ്കൂളൻ
































































വെള്ളിക്കറുപ്പൻ കത്രിക


വെള്ളക്കറുപ്പൻ കത്രിക















കാട്ടുഞ്ഞാലി

ഓലേഞ്ഞാലി























വലിയ ചൂളൻ എരണ്ട


ചൂളൻ എരണ്ട








കാട്ടുവാലുകുലുക്കി

















































കരിഞ്ചുണ്ടൻ ഇത്തിക്കണ്ണിക്കുരുവി


ചെങ്കൊക്കൻ ഇത്തിക്കണ്ണിക്കുരുവി















































ലളിതക്കാക്ക






കാക്കരാജൻ



കിന്നരിക്കാക്ക
കാക്കത്തമ്പുരാൻ


ആനറാഞ്ചി





കാടുമുഴക്കി































നാട്ടുമരംകൊത്തി

ത്രിയംഗുലി മരംകൊത്തി















































ഞണ്ടുണ്ണി



























കാക്ക മരംകൊത്തി




































മേനി പ്രാവ്

പൊകണ പ്രാവ്










































പൊടിച്ചിലപ്പൻ
ചിന്നച്ചിലപ്പൻ

























































ചിന്നമുണ്ടി
തിരമുണ്ടി




































വെള്ളി എറിയൻ







































മഞ്ഞമാറൻ തിനക്കുരുവി
ചെന്തലയൻ തിനക്കുരുവി
ചാരകണ്ഠൻ തിനക്കുരുവി












ചെഞ്ചെവിയൻ തിനക്കുരുവി






കൊമ്പൻ തിനക്കുരുവി

കരിന്തലയൻ തിനക്കുരുവി



ചിന്ന തിനക്കുരുവി















































































































കരിവയറൻ വാനമ്പാടി































































പെരുങ്കൊക്കൻ പ്ലോവർ




































നാട്ടുകുയിൽ
































നീലക്കിളി പാറ്റപിടിയൻ








നീലമേനി പാറ്റപിടിയൻ







വയലാറ്റ

























































































കാട്ടു പനങ്കാക്ക




















ചെങ്കാലൻ പുള്ള്






ചെന്തലയൻ പുള്ള്














ചെറുവിറയൻപുള്ള്


കായൽപ്പുള്ള്





ചെമ്പുള്ള്

വരയൻ പുള്ള്‌

വിറയൻപുള്ള്














ചെങ്കണ്ഠൻ പാറ്റപിടിയൻ

















കരിഞ്ചെമ്പൻ പാറ്റപിടിയൻ

ചെമ്മാറൻ പാറ്റപിടിയൻ


ചെമ്പുവാലൻ പാറ്റപിടിയൻ





കാശ്മീരി പാറ്റപിടിയൻ
കടുംനീലി പാറ്റപിടിയൻ



മഞ്ഞവാലൻ പാറ്റപിടിയൻ





























































ക്രിസ്തുമസ് കടൽക്കള്ളൻ

ചിന്ന കടൽക്കള്ളൻ

വലിയ കടൽക്കള്ളൻ

















വെള്ളക്കൊക്കൻ കുളക്കോഴി























































കൊമ്പൻ വാനമ്പാടി










തീപ്പൊരിക്കണ്ണൻ


വിശറിവാലൻ ചുണ്ടൻകാട






സ്വിൻഹൊ ചുണ്ടൻകാട
കാട്ടുചുണ്ടൻകാട




മുൾവാലൻ ചുണ്ടൻകാട


പട്ടക്കോഴി



























പുള്ളി മുള്ളൻകോഴി
ചെമ്പൻ മുള്ളൻകോഴി


കാട്ടുകോഴി














































പാത്തക്കൊക്കൻ ആള















കുറിക്കണ്ണൻ കാട്ടുപുള്ള്

















കോഴിക്കിളി





















































































ചെറിയ മീവൽക്കാട
വലിയ മീവൽക്കാട



വാലൻ പെരുമീവൽക്കാട
























ചെമ്പൻനത്ത്





























കാട്ടുകൊക്ക്




കാട്ടുമൈന

































































































































വെൺ കടലാള































മഞ്ഞത്താലി




ചുട്ടിക്കഴുകൻ

ജടായു
ഹിമാലയൻ കഴുകൻ
തവിട്ട്‌ കഴുകൻ























കടൽമണ്ണാത്തി



















കരിന്തലയൻ മീൻകൊത്തി


മീൻകൊത്തിച്ചാത്തൻ
വെള്ളവാലൻ കടൽപ്പരുന്ത്



കൃഷ്ണപ്പരുന്ത്




















തീക്കാക്ക



































































കരിവാലൻ പുൽക്കുരുവി




ചിത്രാംഗൻ മരംകൊത്തി











കൊമ്പൻ ശരപ്പക്ഷി



അസുരപ്പൊട്ടൻ



































































































വെള്ളക്കറുപ്പൻ പരുന്ത്







വലിയ പേക്കുയിൽ

പേക്കുയിൽ

പവിഴക്കാലി



















വലിയ മുൾവാലൻ ശരപ്പക്ഷി






കാനക്കത്രിക







വയൽക്കോതിക്കത്രിക
കമ്പിവാലൻ കത്രിക
















































തവിടൻ കാറ്റിളക്കി










വാലൻ താമരക്കോഴി


വലിയ ചെങ്കൊക്കൻ ആള























































































































വെൺനീലി












കരിമ്പൻ കാട്ടുബുൾബുൾ




































വലിയ കടൽക്കാക്ക




































ചെറിയ മീൻപരുന്ത്
വലിയ മീൻപരുന്ത്
വെള്ളവയറൻ കടൽപ്പരുന്ത്





കരിമ്പരുന്ത്








മൂടിക്കാലൻ കുരുവി



പൊന്തക്കുരുവി




















































ലളിത






































കഴുത്തുപിരിയൻകിളി


















കാട്ടുമൂങ്ങ




മീൻകൂമൻ



























































കരിന്തൊപ്പി





















































































തവിടൻ ഷ്രൈക്ക്






അസുരച്ചിന്നൻ







ചാരക്കുട്ടൻ ഷ്രൈക്ക്







അസുരക്കിളി







കാസ്പിയൻ കടൽക്കാക്ക

മ്യൂ കടൽക്കാക്ക



ഹ്യുഗ്ലിനി/സ്റ്റപ്പ് കടൽക്കാക്ക














നിലത്തൻ





































മറാഠാ മരംകൊത്തി



























































ചെറുതേൻകിളി

മഞ്ഞത്തേൻകിളി








































വയൽനായ്ക്കൻ































































നീലമാറൻ കുളക്കോഴി

















കരിപ്പ്രാക്കാട
ചേർക്കാട













വരവാലൻ സ്നാപ്പ്
പട്ടവാലൻ സ്നാപ്പ്






























































പുൽക്കുരുവി














തോട്ടക്കാരൻ



ആറ്റച്ചെമ്പൻ







ചുട്ടിയാറ്റ


ആറ്റക്കറുപ്പൻ













































മലമ്പുള്ള്









ചെമ്പൻ എറിയൻ

























തത്തച്ചിന്നൻ






































നീലകണ്ഠപ്പക്ഷി


















ചെറുചുണ്ടൻകാട
ചെവിയൻ രാച്ചുക്ക്



































പച്ചമരപ്പൊട്ടൻ

പുള്ളിമരപ്പൊട്ടൻ



























































































































ചന്ദനക്കുറി എരണ്ട

ഗ്യാഡ്വാൾ









































































































































































































































































































യൂറോപ്യൻ വേലിത്തത്ത








ചെന്തലയൻ വേലിത്തത്ത








നീലക്കവിളൻ വേലിത്തത്ത
വലിയ വേലിത്തത്ത




നീലകണ്ഠൻ വേലിത്തത്ത



















നാടൻ താമരക്കോഴി























ചെറിയ നീർക്കാക്ക








































ചെമ്പൻ മരംകൊത്തി




















ചാരത്തലയൻ ബുൾബുൾ











ചക്കിപ്പരുന്ത്






































































































നീലഗിരി ചിലുചിലുപ്പൻ
വടക്കൻ ചിലുചിലുപ്പൻ
ബാണാസുര ചിലുചിലുപ്പൻ
തെക്കൻ ചിലുചിലുപ്പൻ


മേനിപ്പാറക്കിളി







ചെമ്പുവാലൻ പാറക്കിളി


നീലപ്പാറക്കിളി





















വെള്ള വാലുകുലുക്കി


വഴികുലുക്കി
മഞ്ഞത്തലയൻ വാലുകുലുക്കി

മഞ്ഞ വാലുകുലുക്കി


വലിയ വാലുകുലുക്കി

കിഴക്കൻ മഞ്ഞ വാലുകുലുക്കി


















തവിട്ടുപാറ്റപിടിയൻ




മുത്തുപ്പിള്ള



















































വർണ്ണക്കൊക്ക്



























































































































ചൂളക്കാക്ക

































































































































































































































































തോട്ടിക്കഴുകൻ






































































